"","HydroBasin","SiteID","Country","Latitude","Longitude","Year","site_year","Trait","CWM","CWV","CV"
"1","2080016510","S1468","FRA",47.0737,5.165636186,"2004","S1468_2004","Tp_pref",21.67,0,0.0599769752600876
"2","2080016510","S1468","FRA",47.0737,5.165636186,"2005","S1468_2005","Tp_pref",22.7088972243061,4.95561176213033,0.0599769752600876
"3","2080016510","S1468","FRA",47.0737,5.165636186,"2006","S1468_2006","Tp_pref",21.67,0,0.0599769752600876
"4","2080016510","S1468","FRA",47.0737,5.165636186,"2007","S1468_2007","Tp_pref",21.67,0,0.0599769752600876
"5","2080016510","S1468","FRA",47.0737,5.165636186,"2008","S1468_2008","Tp_pref",21.67,0,0.0599769752600876
"6","2080016510","S1468","FRA",47.0737,5.165636186,"2009","S1468_2009","Tp_pref",21.100227014756,0.563065782743529,0.0599769752600876
"7","2080016510","S1468","FRA",47.0737,5.165636186,"2010","S1468_2010","Tp_pref",21.3396761133603,0.653067101575177,0.0599769752600876
"8","2080016510","S1468","FRA",47.0737,5.165636186,"2011","S1468_2011","Tp_pref",21.3964142538976,1.03191787739148,0.0599769752600876
"9","2080016510","S1468","FRA",47.0737,5.165636186,"2012","S1468_2012","Tp_pref",21.421625,0.618416109375,0.0599769752600876
"10","2080016510","S1468","FRA",47.0737,5.165636186,"2013","S1468_2013","Tp_pref",21.102303860523,0.30978360878958,0.0599769752600876
"11","2080016510","S1481","FRA",46.51408,4.946774568,"2004","S1481_2004","Tp_pref",21.67,0,0.0681413459793382
"12","2080016510","S1481","FRA",46.51408,4.946774568,"2005","S1481_2005","Tp_pref",21.8363924050633,0.838599327030924,0.0681413459793382
"13","2080016510","S1481","FRA",46.51408,4.946774568,"2006","S1481_2006","Tp_pref",21.9564027149321,0.770206742798059,0.0681413459793382
"14","2080016510","S1481","FRA",46.51408,4.946774568,"2007","S1481_2007","Tp_pref",21.67,0,0.0681413459793382
"15","2080016510","S1481","FRA",46.51408,4.946774568,"2008","S1481_2008","Tp_pref",21.4105532503458,1.14021629142443,0.0681413459793382
"16","2080016510","S1481","FRA",46.51408,4.946774568,"2009","S1481_2009","Tp_pref",21.0724270072993,1.06736473007353,0.0681413459793382
"17","2080016510","S1481","FRA",46.51408,4.946774568,"2010","S1481_2010","Tp_pref",21.67,0,0.0681413459793382
"18","2080016510","S1481","FRA",46.51408,4.946774568,"2011","S1481_2011","Tp_pref",21.67,0,0.0681413459793382
"19","2080016510","S1481","FRA",46.51408,4.946774568,"2012","S1481_2012","Tp_pref",21.186070941337,1.71162903725928,0.0681413459793382
"20","2080016510","S1481","FRA",46.51408,4.946774568,"2013","S1481_2013","Tp_pref",21.5647377326565,0.575100904143082,0.0681413459793382
"21","2080016510","S1548","FRA",47.13404,5.179873916,"2004","S1548_2004","Tp_pref",21.67,0,0.0583230290206168
"22","2080016510","S1548","FRA",47.13404,5.179873916,"2005","S1548_2005","Tp_pref",19.5423990498812,1.89434376950029,0.0583230290206168
"23","2080016510","S1548","FRA",47.13404,5.179873916,"2006","S1548_2006","Tp_pref",19.6434841628959,2.00919159364059,0.0583230290206168
"24","2080016510","S1548","FRA",47.13404,5.179873916,"2007","S1548_2007","Tp_pref",21.67,0,0.0583230290206168
"25","2080016510","S1548","FRA",47.13404,5.179873916,"2008","S1548_2008","Tp_pref",19.6458951707892,2.10571512917574,0.0583230290206168
"26","2080016510","S1548","FRA",47.13404,5.179873916,"2009","S1548_2009","Tp_pref",21.67,0,0.0583230290206168
"27","2080016510","S1548","FRA",47.13404,5.179873916,"2010","S1548_2010","Tp_pref",19.7496266666667,1.61232039395556,0.0583230290206168
"28","2080016510","S1548","FRA",47.13404,5.179873916,"2011","S1548_2011","Tp_pref",20.0681604426003,1.49631819279206,0.0583230290206168
"29","2080016510","S1548","FRA",47.13404,5.179873916,"2012","S1548_2012","Tp_pref",20.411408045977,1.14416094844101,0.0583230290206168
"30","2080016510","S1548","FRA",47.13404,5.179873916,"2013","S1548_2013","Tp_pref",22.43,0,0.0583230290206168
"31","2080016510","S1578","FRA",46.94337,5.018529049,"2004","S1578_2004","Tp_pref",21.67,0,0.0569893391825084
"32","2080016510","S1578","FRA",46.94337,5.018529049,"2005","S1578_2005","Tp_pref",21.4191477272727,0.36162711454029,0.0569893391825084
"33","2080016510","S1578","FRA",46.94337,5.018529049,"2006","S1578_2006","Tp_pref",21.3738366336634,0.32349097331144,0.0569893391825084
"34","2080016510","S1578","FRA",46.94337,5.018529049,"2007","S1578_2007","Tp_pref",21.3388596491228,0.291244313634965,0.0569893391825084
