"sYNGEO_ID"	"begin"	"end"	"span"	"completeness"	"Origin"	"Longitude"	"Latitude"	"MAIN_BAS"	"Shape_Leng"	"Shape_Area"
"1832"	2004	2013	10	0.9	"Sweden"	19.89587	63.68108	2080030660	4.91414218578	0.221434069504
"1839"	2004	2013	10	1	"Sweden"	19.84768	63.7049	2080030660	4.91414218578	0.221434069504
"1841"	2004	2013	10	1	"Sweden"	19.79648	63.71532	2080030660	4.91414218578	0.221434069504
"1844"	2004	2013	10	0.9	"Sweden"	19.82107	63.72452	2080030660	4.91414218578	0.221434069504
"1846"	2004	2013	10	0.9	"Sweden"	19.63805	63.77218	2080030660	4.91414218578	0.221434069504
"1855"	2004	2013	10	0.9	"Sweden"	19.54952	63.79336	2080030660	4.91414218578	0.221434069504
"1856"	2004	2013	10	1	"Sweden"	19.5516	63.79376	2080030660	4.91414218578	0.221434069504
"1861"	2004	2013	10	0.9	"Sweden"	19.50018	63.81216	2080030660	4.91414218578	0.221434069504
"1886"	2004	2013	10	1	"Sweden"	19.442	63.92051	2080030660	4.91414218578	0.221434069504
"1887"	2004	2013	10	0.9	"Sweden"	19.44106	63.92099	2080030660	4.91414218578	0.221434069504
"1889"	2004	2013	10	1	"Sweden"	19.36519	63.92601	2080030660	4.91414218578	0.221434069504
"1905"	2004	2013	10	1	"Sweden"	19.29949	63.97206	2080030660	4.91414218578	0.221434069504
"1907"	2004	2013	10	0.9	"Sweden"	19.41774	63.96962	2080030660	4.91414218578	0.221434069504
"1798"	2004	2013	10	1	"Sweden"	19.73438	63.55982	2080030710	6.38453720026	0.478276522667
"1801"	2004	2013	10	1	"Sweden"	19.67725	63.57538	2080030710	6.38453720026	0.478276522667
"1807"	2004	2013	10	1	"Sweden"	19.66381	63.58913	2080030710	6.38453720026	0.478276522667
"1809"	2004	2013	10	1	"Sweden"	19.71433	63.5972	2080030710	6.38453720026	0.478276522667
"1811"	2004	2013	10	1	"Sweden"	19.66269	63.60622	2080030710	6.38453720026	0.478276522667
"1812"	2004	2013	10	1	"Sweden"	19.7048	63.60868	2080030710	6.38453720026	0.478276522667
"1814"	2004	2013	10	1	"Sweden"	19.66093	63.61257	2080030710	6.38453720026	0.478276522667
"1821"	2004	2013	10	1	"Sweden"	19.61534	63.65645	2080030710	6.38453720026	0.478276522667
"1834"	2004	2013	10	1	"Sweden"	19.60034	63.69547	2080030710	6.38453720026	0.478276522667
"1842"	2004	2013	10	1	"Sweden"	19.49405	63.72653	2080030710	6.38453720026	0.478276522667
"1843"	2004	2013	10	1	"Sweden"	19.44996	63.73035	2080030710	6.38453720026	0.478276522667
"1857"	2004	2013	10	1	"Sweden"	19.34759	63.80296	2080030710	6.38453720026	0.478276522667
"1865"	2004	2013	10	0.9	"Sweden"	19.33217	63.82579	2080030710	6.38453720026	0.478276522667
"1866"	2004	2013	10	0.9	"Sweden"	19.32918	63.82631	2080030710	6.38453720026	0.478276522667
"1872"	2004	2013	10	0.9	"Sweden"	19.32557	63.84615	2080030710	6.38453720026	0.478276522667
"1913"	2005	2013	9	0.888888888888889	"Sweden"	19.13905	63.98931	2080030710	6.38453720026	0.478276522667
"1796"	2004	2013	10	1	"Sweden"	19.34284	63.56238	2080030760	5.26958004176	0.305068212181
"1810"	2004	2013	10	1	"Sweden"	19.27437	63.61209	2080030760	5.26958004176	0.305068212181
"1813"	2004	2013	10	1	"Sweden"	19.24717	63.62083	2080030760	5.26958004176	0.305068212181
"1816"	2004	2013	10	0.9	"Sweden"	19.2154	63.63371	2080030760	5.26958004176	0.305068212181
"1822"	2004	2013	10	0.9	"Sweden"	19.17409	63.6769	2080030760	5.26958004176	0.305068212181
"1825"	2004	2013	10	1	"Sweden"	19.16691	63.68469	2080030760	5.26958004176	0.305068212181
"1826"	2004	2013	10	1	"Sweden"	19.08089	63.69297	2080030760	5.26958004176	0.305068212181
"1827"	2004	2013	10	1	"Sweden"	19.08498	63.69333	2080030760	5.26958004176	0.305068212181
"1831"	2004	2013	10	1	"Sweden"	19.16198	63.69424	2080030760	5.26958004176	0.305068212181
"1852"	2005	2013	9	1	"Sweden"	18.95286	63.79728	2080030760	5.26958004176	0.305068212181
"1859"	2004	2012	9	1	"Sweden"	18.83138	63.81964	2080030760	5.26958004176	0.305068212181
"1863"	2004	2013	10	0.9	"Sweden"	18.71985	63.8318	2080030760	5.26958004176	0.305068212181
"1871"	2004	2013	10	1	"Sweden"	18.6703	63.85434	2080030760	5.26958004176	0.305068212181
"1874"	2004	2013	10	0.9	"Sweden"	18.85182	63.86769	2080030760	5.26958004176	0.305068212181
"1876"	2004	2013	10	0.9	"Sweden"	18.9054	63.87921	2080030760	5.26958004176	0.305068212181
"1877"	2004	2013	10	1	"Sweden"	18.80009	63.88852	2080030760	5.26958004176	0.305068212181
"1879"	2004	2013	10	0.9	"Sweden"	18.72946	63.90478	2080030760	5.26958004176	0.305068212181
"1891"	2004	2013	10	1	"Sweden"	18.82515	63.94537	2080030760	5.26958004176	0.305068212181
"1892"	2004	2013	10	1	"Sweden"	18.83307	63.94888	2080030760	5.26958004176	0.305068212181
"1900"	2004	2013	10	0.9	"Sweden"	18.8354	63.97039	2080030760	5.26958004176	0.305068212181
"1904"	2004	2013	10	1	"Sweden"	18.7801	63.97872	2080030760	5.26958004176	0.305068212181
"1908"	2004	2013	10	0.9	"Sweden"	18.8572	63.98295	2080030760	5.26958004176	0.305068212181
"1914"	2004	2013	10	1	"Sweden"	18.67495	63.99968	2080030760	5.26958004176	0.305068212181
"1924"	2004	2013	10	0.9	"Sweden"	18.75349	64.05601	2080030760	5.26958004176	0.305068212181
"1933"	2004	2013	10	0.9	"Sweden"	18.56503	64.14993	2080030760	5.26958004176	0.305068212181
"1941"	2004	2013	10	1	"Sweden"	18.50678	64.16403	2080030760	5.26958004176	0.305068212181
"1782"	2004	2013	10	0.9	"Sweden"	19.25465	63.46619	2080030770	3.05963527981	0.103812451685
"1783"	2004	2013	10	0.9	"Sweden"	19.25372	63.46665	2080030770	3.05963527981	0.103812451685
"1785"	2004	2013	10	0.9	"Sweden"	19.30266	63.48109	2080030770	3.05963527981	0.103812451685
"1786"	2004	2013	10	1	"Sweden"	19.30267	63.48118	2080030770	3.05963527981	0.103812451685
"1787"	2004	2013	10	1	"Sweden"	19.29694	63.48357	2080030770	3.05963527981	0.103812451685
"1788"	2005	2013	9	1	"Sweden"	19.29432	63.48678	2080030770	3.05963527981	0.103812451685
"1790"	2004	2013	10	0.9	"Sweden"	19.18204	63.53123	2080030770	3.05963527981	0.103812451685
"1791"	2004	2013	10	0.9	"Sweden"	19.18119	63.5326	2080030770	3.05963527981	0.103812451685
"1763"	2004	2013	10	0.9	"Sweden"	17.59758	63.18881	2080031060	18.2345884221	5.8709198584
"1766"	2004	2012	9	0.888888888888889	"Sweden"	17.58681	63.20761	2080031060	18.2345884221	5.8709198584
"1769"	2004	2013	10	0.9	"Sweden"	17.52078	63.29761	2080031060	18.2345884221	5.8709198584
"1916"	2004	2013	10	0.9	"Sweden"	16.92383	64.03377	2080031060	18.2345884221	5.8709198584
"1968"	2004	2013	10	1	"Sweden"	16.50904	64.28601	2080031060	18.2345884221	5.8709198584
"1972"	2004	2013	10	0.9	"Sweden"	16.71676	64.323	2080031060	18.2345884221	5.8709198584
"1982"	2004	2013	10	0.9	"Sweden"	16.47272	64.36333	2080031060	18.2345884221	5.8709198584
"1983"	2004	2013	10	0.8	"Sweden"	16.44598	64.37107	2080031060	18.2345884221	5.8709198584
"1985"	2004	2013	10	0.9	"Sweden"	16.19862	64.38136	2080031060	18.2345884221	5.8709198584
"1986"	2004	2013	10	1	"Sweden"	16.39968	64.38517	2080031060	18.2345884221	5.8709198584
"1988"	2004	2013	10	1	"Sweden"	16.2132	64.38761	2080031060	18.2345884221	5.8709198584
"1989"	2004	2013	10	0.9	"Sweden"	16.37803	64.39109	2080031060	18.2345884221	5.8709198584
"1991"	2004	2013	10	0.8	"Sweden"	16.20313	64.40736	2080031060	18.2345884221	5.8709198584
"1994"	2004	2013	10	1	"Sweden"	16.27308	64.43496	2080031060	18.2345884221	5.8709198584
"2003"	2004	2013	10	1	"Sweden"	16.83385	64.80081	2080031060	18.2345884221	5.8709198584
"2004"	2004	2013	10	1	"Sweden"	16.9249	64.82455	2080031060	18.2345884221	5.8709198584
"2009"	2004	2013	10	0.9	"Sweden"	15.51731	64.93593	2080031060	18.2345884221	5.8709198584
"2010"	2004	2013	10	0.9	"Sweden"	15.62709	64.96301	2080031060	18.2345884221	5.8709198584
"2013"	2004	2013	10	1	"Sweden"	15.61115	64.97331	2080031060	18.2345884221	5.8709198584
"2014"	2004	2013	10	1	"Sweden"	15.5654	64.97717	2080031060	18.2345884221	5.8709198584
"2016"	2004	2013	10	0.9	"Sweden"	15.63862	64.98455	2080031060	18.2345884221	5.8709198584
"2021"	2005	2013	9	1	"Sweden"	15.67979	65.01329	2080031060	18.2345884221	5.8709198584
"1726"	2004	2013	10	1	"Sweden"	17.1582	62.72967	2080031160	19.042227783	4.77881124216
"1727"	2004	2013	10	1	"Sweden"	17.14681	62.73695	2080031160	19.042227783	4.77881124216
"1728"	2004	2013	10	1	"Sweden"	17.14608	62.74279	2080031160	19.042227783	4.77881124216
"1730"	2004	2013	10	1	"Sweden"	17.1452	62.74459	2080031160	19.042227783	4.77881124216
"1731"	2004	2013	10	1	"Sweden"	17.0907	62.77382	2080031160	19.042227783	4.77881124216
"1732"	2004	2013	10	0.9	"Sweden"	14.26068	62.83754	2080031160	19.042227783	4.77881124216
"1733"	2004	2013	10	1	"Sweden"	17.37162	62.845	2080031160	19.042227783	4.77881124216
"1734"	2004	2013	10	1	"Sweden"	17.35907	62.84873	2080031160	19.042227783	4.77881124216
"1735"	2004	2013	10	1	"Sweden"	17.31923	62.85679	2080031160	19.042227783	4.77881124216
"1744"	2004	2013	10	0.9	"Sweden"	14.12091	62.91392	2080031160	19.042227783	4.77881124216
"1745"	2004	2013	10	1	"Sweden"	14.13644	62.91663	2080031160	19.042227783	4.77881124216
"1752"	2004	2013	10	0.9	"Sweden"	13.74559	63.08231	2080031160	19.042227783	4.77881124216
"1753"	2004	2013	10	1	"Sweden"	13.89607	63.09096	2080031160	19.042227783	4.77881124216
"1754"	2004	2013	10	1	"Sweden"	13.89631	63.09339	2080031160	19.042227783	4.77881124216
"1755"	2004	2013	10	1	"Sweden"	13.89882	63.10347	2080031160	19.042227783	4.77881124216
"1756"	2004	2013	10	0.9	"Sweden"	13.80398	63.10223	2080031160	19.042227783	4.77881124216
"1700"	2004	2013	10	1	"Sweden"	16.43852	62.45301	2080031210	16.4381393043	2.26523992668
"1701"	2004	2013	10	1	"Sweden"	16.45024	62.45699	2080031210	16.4381393043	2.26523992668
"1702"	2004	2013	10	1	"Sweden"	16.45422	62.46191	2080031210	16.4381393043	2.26523992668
"1703"	2004	2013	10	1	"Sweden"	16.45043	62.46597	2080031210	16.4381393043	2.26523992668
"1720"	2004	2013	10	0.9	"Sweden"	14.0782	62.60585	2080031210	16.4381393043	2.26523992668
"1738"	2004	2013	10	1	"Sweden"	14.00583	62.88611	2080031210	16.4381393043	2.26523992668
"1739"	2004	2013	10	0.9	"Sweden"	13.65378	62.89407	2080031210	16.4381393043	2.26523992668
"1741"	2004	2013	10	1	"Sweden"	13.65437	62.8965	2080031210	16.4381393043	2.26523992668
"1743"	2004	2013	10	1	"Sweden"	13.64854	62.90359	2080031210	16.4381393043	2.26523992668
"1521"	2004	2013	10	0.9	"Sweden"	16.13283	60.13753	2080031490	20.0850095116	4.7539016451
"1535"	2004	2013	10	0.9	"Sweden"	15.00113	60.45044	2080031490	20.0850095116	4.7539016451
"1536"	2005	2013	9	0.888888888888889	"Sweden"	15.12466	60.45157	2080031490	20.0850095116	4.7539016451
"1538"	2004	2013	10	0.9	"Sweden"	15.17422	60.47202	2080031490	20.0850095116	4.7539016451
"1549"	2004	2013	10	1	"Sweden"	14.82819	60.65473	2080031490	20.0850095116	4.7539016451
"1564"	2004	2013	10	0.9	"Sweden"	14.65731	60.73963	2080031490	20.0850095116	4.7539016451
"1596"	2004	2013	10	0.9	"Sweden"	13.19751	60.91313	2080031490	20.0850095116	4.7539016451
"1597"	2004	2013	10	0.8	"Sweden"	15.78331	60.95231	2080031490	20.0850095116	4.7539016451
"1599"	2004	2013	10	1	"Sweden"	14.70667	60.95761	2080031490	20.0850095116	4.7539016451
"1609"	2004	2013	10	1	"Sweden"	14.59496	61.03617	2080031490	20.0850095116	4.7539016451
"1614"	2005	2013	9	0.888888888888889	"Sweden"	13.82906	61.12093	2080031490	20.0850095116	4.7539016451
"1615"	2004	2013	10	0.9	"Sweden"	14.97034	61.15865	2080031490	20.0850095116	4.7539016451
"1621"	2004	2013	10	0.9	"Sweden"	14.94144	61.29101	2080031490	20.0850095116	4.7539016451
"1622"	2004	2013	10	0.9	"Sweden"	14.86502	61.32013	2080031490	20.0850095116	4.7539016451
"1624"	2004	2013	10	0.9	"Sweden"	14.89605	61.34457	2080031490	20.0850095116	4.7539016451
"1631"	2004	2013	10	1	"Sweden"	12.84532	61.39797	2080031490	20.0850095116	4.7539016451
"1633"	2004	2013	10	0.8	"Sweden"	14.56617	61.49785	2080031490	20.0850095116	4.7539016451
"1635"	2004	2013	10	0.9	"Sweden"	12.84558	61.48418	2080031490	20.0850095116	4.7539016451
"1636"	2004	2013	10	0.9	"Sweden"	12.84459	61.4846	2080031490	20.0850095116	4.7539016451
"1643"	2004	2013	10	0.8	"Sweden"	12.90389	61.57389	2080031490	20.0850095116	4.7539016451
"1644"	2004	2013	10	0.9	"Sweden"	13.74597	61.59771	2080031490	20.0850095116	4.7539016451
"1645"	2004	2013	10	0.9	"Sweden"	13.64593	61.61368	2080031490	20.0850095116	4.7539016451
"1657"	2004	2013	10	1	"Sweden"	12.63381	61.71535	2080031490	20.0850095116	4.7539016451
"1658"	2004	2013	10	1	"Sweden"	12.62743	61.71654	2080031490	20.0850095116	4.7539016451
"1482"	2004	2013	10	1	"Sweden"	14.73761	59.64708	2080031740	15.9868476642	3.63428949252
"1483"	2005	2013	9	1	"Sweden"	15.9435	59.65802	2080031740	15.9868476642	3.63428949252
"1500"	2004	2013	10	1	"Sweden"	15.45488	59.85356	2080031740	15.9868476642	3.63428949252
"1501"	2004	2013	10	1	"Sweden"	15.45505	59.85464	2080031740	15.9868476642	3.63428949252
"1508"	2004	2013	10	1	"Sweden"	15.52086	59.91915	2080031740	15.9868476642	3.63428949252
"1510"	2004	2013	10	0.9	"Sweden"	15.58785	59.92861	2080031740	15.9868476642	3.63428949252
"1517"	2005	2013	9	0.888888888888889	"Sweden"	14.97628	60.10652	2080031740	15.9868476642	3.63428949252
"1528"	2004	2013	10	0.9	"Sweden"	14.72647	60.24025	2080031740	15.9868476642	3.63428949252
"1256"	2004	2013	10	1	"Sweden"	15.6824	57.66134	2080031960	10.7889814793	2.32534476023
"1278"	2004	2013	10	1	"Sweden"	14.1175	57.70949	2080031960	10.7889814793	2.32534476023
"1284"	2004	2013	10	1	"Sweden"	14.10162	57.7223	2080031960	10.7889814793	2.32534476023
"1287"	2004	2013	10	0.9	"Sweden"	14.39302	57.73038	2080031960	10.7889814793	2.32534476023
"1291"	2004	2013	10	0.9	"Sweden"	14.11721	57.73373	2080031960	10.7889814793	2.32534476023
"1297"	2004	2013	10	1	"Sweden"	14.28972	57.76375	2080031960	10.7889814793	2.32534476023
"1313"	2004	2013	10	1	"Sweden"	14.10452	57.82516	2080031960	10.7889814793	2.32534476023
"1323"	2004	2013	10	1	"Sweden"	15.38036	57.88794	2080031960	10.7889814793	2.32534476023
"1326"	2004	2013	10	1	"Sweden"	14.08779	57.91465	2080031960	10.7889814793	2.32534476023
"1327"	2004	2013	10	1	"Sweden"	14.07277	57.91463	2080031960	10.7889814793	2.32534476023
"1328"	2004	2013	10	1	"Sweden"	14.08458	57.91496	2080031960	10.7889814793	2.32534476023
"1331"	2004	2013	10	1	"Sweden"	14.12159	57.92821	2080031960	10.7889814793	2.32534476023
"1332"	2004	2013	10	1	"Sweden"	14.11353	57.93799	2080031960	10.7889814793	2.32534476023
"1333"	2004	2013	10	0.9	"Sweden"	15.51203	57.97065	2080031960	10.7889814793	2.32534476023
"1335"	2004	2013	10	1	"Sweden"	14.11139	57.96535	2080031960	10.7889814793	2.32534476023
"1337"	2004	2013	10	1	"Sweden"	15.51458	57.98852	2080031960	10.7889814793	2.32534476023
"1342"	2004	2013	10	1	"Sweden"	14.14056	57.99223	2080031960	10.7889814793	2.32534476023
"1343"	2004	2013	10	1	"Sweden"	14.43121	57.9975	2080031960	10.7889814793	2.32534476023
"1350"	2004	2013	10	0.9	"Sweden"	15.66028	58.03716	2080031960	10.7889814793	2.32534476023
"1361"	2004	2013	10	1	"Sweden"	14.16387	58.11851	2080031960	10.7889814793	2.32534476023
"1368"	2004	2013	10	1	"Sweden"	15.03891	58.16782	2080031960	10.7889814793	2.32534476023
"1406"	2004	2013	10	1	"Sweden"	14.54621	58.63407	2080031960	10.7889814793	2.32534476023
"1124"	2004	2013	10	0.8	"Sweden"	16.48215	57.1254	2080032230	5.81624099215	0.678900351766
"1126"	2004	2013	10	0.9	"Sweden"	16.32119	57.12743	2080032230	5.81624099215	0.678900351766
"1128"	2004	2013	10	0.9	"Sweden"	16.48466	57.12728	2080032230	5.81624099215	0.678900351766
"1132"	2004	2013	10	0.8	"Sweden"	16.25931	57.13044	2080032230	5.81624099215	0.678900351766
"1146"	2004	2013	10	1	"Sweden"	15.91063	57.21177	2080032230	5.81624099215	0.678900351766
"1149"	2004	2013	10	1	"Sweden"	15.84645	57.23677	2080032230	5.81624099215	0.678900351766
"1150"	2004	2013	10	1	"Sweden"	15.85323	57.23722	2080032230	5.81624099215	0.678900351766
"1152"	2004	2013	10	1	"Sweden"	15.83519	57.23857	2080032230	5.81624099215	0.678900351766
"1154"	2004	2013	10	1	"Sweden"	15.39769	57.24958	2080032230	5.81624099215	0.678900351766
"1173"	2004	2013	10	1	"Sweden"	15.46663	57.42731	2080032230	5.81624099215	0.678900351766
"1177"	2004	2013	10	1	"Sweden"	15.39315	57.43409	2080032230	5.81624099215	0.678900351766
"1184"	2004	2013	10	1	"Sweden"	14.96078	57.4472	2080032230	5.81624099215	0.678900351766
"1245"	2004	2013	10	0.8	"Sweden"	15.17386	57.64627	2080032230	5.81624099215	0.678900351766
"1279"	2004	2013	10	1	"Sweden"	15.38818	57.72231	2080032230	5.81624099215	0.678900351766
"1280"	2004	2013	10	1	"Sweden"	15.38901	57.72321	2080032230	5.81624099215	0.678900351766
"1104"	2004	2013	10	0.9	"Sweden"	14.68333	57.01533	2080032600	5.34434095175	0.507730036247
"1123"	2004	2013	10	1	"Sweden"	15.17702	57.12367	2080032600	5.34434095175	0.507730036247
"1127"	2004	2013	10	0.9	"Sweden"	15.18505	57.12739	2080032600	5.34434095175	0.507730036247
"1141"	2004	2013	10	1	"Sweden"	15.13786	57.18067	2080032600	5.34434095175	0.507730036247
"1196"	2005	2013	9	0.888888888888889	"Sweden"	14.75027	56.17385	2080032600	5.34434095175	0.507730036247
"1229"	2004	2013	10	0.8	"Sweden"	14.74756	56.19996	2080032600	5.34434095175	0.507730036247
"1240"	2004	2013	10	0.8	"Sweden"	14.7552	56.21485	2080032600	5.34434095175	0.507730036247
"1340"	2004	2013	10	0.8	"Sweden"	14.7617	56.22469	2080032600	5.34434095175	0.507730036247
"1429"	2004	2013	10	0.9	"Sweden"	14.74746	56.29113	2080032600	5.34434095175	0.507730036247
"1440"	2004	2013	10	0.9	"Sweden"	14.7442	56.29199	2080032600	5.34434095175	0.507730036247
"1096"	2004	2013	10	1	"Sweden"	14.46784	56.04277	2080032650	2.18972606591	0.170284849181
"1318"	2004	2013	10	1	"Sweden"	14.52485	56.22031	2080032650	2.18972606591	0.170284849181
"1362"	2004	2013	10	1	"Sweden"	14.52644	56.23559	2080032650	2.18972606591	0.170284849181
"1451"	2004	2013	10	1	"Sweden"	14.40121	56.29522	2080032650	2.18972606591	0.170284849181
"1529"	2004	2013	10	1	"Sweden"	14.38216	56.38581	2080032650	2.18972606591	0.170284849181
"1540"	2004	2013	10	1	"Sweden"	14.38373	56.38718	2080032650	2.18972606591	0.170284849181
"1551"	2004	2013	10	1	"Sweden"	14.3828	56.39032	2080032650	2.18972606591	0.170284849181
"1684"	2004	2013	10	0.9	"Sweden"	14.59557	56.47206	2080032650	2.18972606591	0.170284849181
"1180"	2004	2013	10	0.9	"Sweden"	14.48663	57.4319	2080033010	7.19638967078	0.933531941192
"1208"	2004	2013	10	1	"Sweden"	14.13307	57.53995	2080033010	7.19638967078	0.933531941192
"1213"	2004	2013	10	1	"Sweden"	14.12241	57.54925	2080033010	7.19638967078	0.933531941192
"1215"	2004	2013	10	1	"Sweden"	14.30489	57.55964	2080033010	7.19638967078	0.933531941192
"1216"	2004	2013	10	1	"Sweden"	14.11031	57.55807	2080033010	7.19638967078	0.933531941192
"1217"	2004	2013	10	1	"Sweden"	14.3156	57.56335	2080033010	7.19638967078	0.933531941192
"1219"	2004	2013	10	1	"Sweden"	14.31889	57.56474	2080033010	7.19638967078	0.933531941192
"1762"	2004	2013	10	1	"Sweden"	13.36089	56.56829	2080033010	7.19638967078	0.933531941192
"1773"	2004	2013	10	1	"Sweden"	13.30636	56.56778	2080033010	7.19638967078	0.933531941192
"1784"	2004	2013	10	1	"Sweden"	13.30078	56.571	2080033010	7.19638967078	0.933531941192
"1817"	2004	2013	10	1	"Sweden"	13.36687	56.58062	2080033010	7.19638967078	0.933531941192
"1884"	2004	2013	10	1	"Sweden"	13.29648	56.59408	2080033010	7.19638967078	0.933531941192
"915"	2004	2013	10	0.9	"Sweden"	13.07025	56.70476	2080033020	1.87945455508	0.0972986349314
"970"	2004	2013	10	0.9	"Sweden"	13.04698	56.71719	2080033020	1.87945455508	0.0972986349314
"981"	2004	2013	10	1	"Sweden"	13.10282	56.72883	2080033020	1.87945455508	0.0972986349314
"992"	2004	2013	10	1	"Sweden"	13.10398	56.73541	2080033020	1.87945455508	0.0972986349314
"1071"	2004	2013	10	0.9	"Sweden"	13.19466	56.78334	2080033020	1.87945455508	0.0972986349314
"1829"	2004	2013	10	0.9	"Sweden"	13.07844	56.57863	2080033020	1.87945455508	0.0972986349314
"1906"	2004	2013	10	1	"Sweden"	13.12649	56.60055	2080033020	1.87945455508	0.0972986349314
"1940"	2004	2013	10	1	"Sweden"	13.20762	56.62094	2080033020	1.87945455508	0.0972986349314
"1962"	2004	2013	10	1	"Sweden"	13.06206	56.63851	2080033020	1.87945455508	0.0972986349314
"1973"	2004	2013	10	1	"Sweden"	13.07866	56.66469	2080033020	1.87945455508	0.0972986349314
"1995"	2004	2013	10	0.8	"Sweden"	12.92841	56.66922	2080033020	1.87945455508	0.0972986349314
"2006"	2004	2013	10	1	"Sweden"	12.98327	56.68725	2080033020	1.87945455508	0.0972986349314
"2039"	2004	2013	10	1	"Sweden"	13.03063	56.70074	2080033020	1.87945455508	0.0972986349314
"926"	2005	2013	9	1	"Sweden"	12.9415	56.70342	2080033080	4.95432197252	0.386838853708
"1004"	2004	2013	10	0.9	"Sweden"	12.9736	56.74646	2080033080	4.95432197252	0.386838853708
"1015"	2004	2013	10	1	"Sweden"	13.00312	56.75785	2080033080	4.95432197252	0.386838853708
"1026"	2004	2013	10	1	"Sweden"	12.98176	56.76174	2080033080	4.95432197252	0.386838853708
"1073"	2004	2013	10	0.9	"Sweden"	13.02877	56.79911	2080033080	4.95432197252	0.386838853708
"1076"	2004	2013	10	1	"Sweden"	13.05695	56.81758	2080033080	4.95432197252	0.386838853708
"1094"	2004	2013	10	0.9	"Sweden"	13.06511	56.93222	2080033080	4.95432197252	0.386838853708
"1095"	2004	2013	10	1	"Sweden"	13.0705	56.94177	2080033080	4.95432197252	0.386838853708
"1114"	2004	2013	10	0.9	"Sweden"	13.1142	57.0445	2080033080	4.95432197252	0.386838853708
"1168"	2004	2013	10	1	"Sweden"	13.53226	57.32802	2080033080	4.95432197252	0.386838853708
"1192"	2004	2013	10	0.9	"Sweden"	13.68974	57.46281	2080033080	4.95432197252	0.386838853708
"1224"	2005	2013	9	1	"Sweden"	13.72862	57.57077	2080033080	4.95432197252	0.386838853708
"1226"	2004	2013	10	0.9	"Sweden"	13.72212	57.5819	2080033080	4.95432197252	0.386838853708
"1234"	2004	2013	10	1	"Sweden"	13.77372	57.60115	2080033080	4.95432197252	0.386838853708
"1247"	2004	2013	10	0.9	"Sweden"	13.6589	57.63338	2080033080	4.95432197252	0.386838853708
"1249"	2004	2013	10	0.9	"Sweden"	13.89878	57.64083	2080033080	4.95432197252	0.386838853708
"1261"	2004	2013	10	0.9	"Sweden"	13.79696	57.66327	2080033080	4.95432197252	0.386838853708
"1264"	2004	2013	10	0.9	"Sweden"	13.90452	57.66875	2080033080	4.95432197252	0.386838853708
"1283"	2004	2013	10	1	"Sweden"	13.81509	57.71632	2080033080	4.95432197252	0.386838853708
"1293"	2004	2013	10	1	"Sweden"	13.91398	57.75106	2080033080	4.95432197252	0.386838853708
"1120"	2004	2013	10	1	"Sweden"	12.69838	57.05228	2080033120	5.71782533538	0.523304710242
"1121"	2005	2013	9	1	"Sweden"	12.67054	57.0553	2080033120	5.71782533538	0.523304710242
"1135"	2004	2013	10	0.9	"Sweden"	12.67887	57.10252	2080033120	5.71782533538	0.523304710242
"1139"	2004	2013	10	0.9	"Sweden"	12.72464	57.13973	2080033120	5.71782533538	0.523304710242
"1145"	2004	2013	10	0.9	"Sweden"	12.77766	57.17098	2080033120	5.71782533538	0.523304710242
"1147"	2004	2013	10	0.9	"Sweden"	12.77255	57.17669	2080033120	5.71782533538	0.523304710242
"1153"	2004	2013	10	0.9	"Sweden"	12.81408	57.20382	2080033120	5.71782533538	0.523304710242
"1155"	2004	2013	10	1	"Sweden"	12.78736	57.23315	2080033120	5.71782533538	0.523304710242
"1156"	2004	2013	10	1	"Sweden"	12.43587	57.24815	2080033190	4.15591821526	0.327980278901
"1164"	2004	2013	10	0.9	"Sweden"	12.39137	57.29366	2080033190	4.15591821526	0.327980278901
"1190"	2004	2013	10	0.9	"Sweden"	12.41718	57.43209	2080033190	4.15591821526	0.327980278901
"1197"	2004	2013	10	0.9	"Sweden"	12.71534	57.48197	2080033190	4.15591821526	0.327980278901
"1201"	2004	2013	10	1	"Sweden"	12.84657	57.50345	2080033190	4.15591821526	0.327980278901
"1227"	2004	2013	10	0.9	"Sweden"	12.53198	57.55686	2080033190	4.15591821526	0.327980278901
"1233"	2004	2013	10	1	"Sweden"	12.55561	57.57279	2080033190	4.15591821526	0.327980278901
"1268"	2004	2013	10	1	"Sweden"	13.0482	57.67004	2080033190	4.15591821526	0.327980278901
"1324"	2004	2013	10	1	"Sweden"	13.68031	57.88253	2080033320	29.1701336891	7.99509986951
"1347"	2004	2013	10	0.8	"Sweden"	12.19109	57.97713	2080033320	29.1701336891	7.99509986951
"1348"	2004	2013	10	0.8	"Sweden"	12.08636	57.97713	2080033320	29.1701336891	7.99509986951
"1354"	2004	2013	10	0.9	"Sweden"	12.33947	58.00842	2080033320	29.1701336891	7.99509986951
"1355"	2004	2013	10	0.9	"Sweden"	12.23081	58.00635	2080033320	29.1701336891	7.99509986951
"1365"	2004	2013	10	0.8	"Sweden"	12.12272	58.09998	2080033320	29.1701336891	7.99509986951
"1426"	2004	2013	10	0.8	"Sweden"	12.18428	58.78746	2080033320	29.1701336891	7.99509986951
"1468"	2004	2013	10	1	"Sweden"	12.37636	59.12011	2080033320	29.1701336891	7.99509986951
"1476"	2004	2013	10	1	"Sweden"	14.52332	59.4763	2080033320	29.1701336891	7.99509986951
"1477"	2004	2013	10	1	"Sweden"	14.5178	59.48253	2080033320	29.1701336891	7.99509986951
