"sYNGEO_ID"	"begin"	"end"	"span"	"completeness"	"Origin"	"Longitude"	"Latitude"	"MAIN_BAS"	"Shape_Leng"	"Shape_Area"
"527"	2004	2013	10	1	"France"	1.387766842	43.51213	2080020590	18.3162494052	6.29941034341
"530"	2004	2013	10	1	"France"	1.449303835	42.64471	2080020590	18.3162494052	6.29941034341
"531"	2004	2013	10	1	"France"	1.688112261	43.77665	2080020590	18.3162494052	6.29941034341
"533"	2004	2013	10	1	"France"	2.781619748	43.70203	2080020590	18.3162494052	6.29941034341
"534"	2004	2013	10	1	"France"	1.83997429	43.08432	2080020590	18.3162494052	6.29941034341
"536"	2004	2013	10	1	"France"	2.059513628	44.17535	2080020590	18.3162494052	6.29941034341
"537"	2004	2013	10	1	"France"	3.086332566	44.10212	2080020590	18.3162494052	6.29941034341
"176"	2004	2013	10	0.9	"France"	2.569766095	45.18508	2080020620	10.6522891872	2.72850490856
"180"	2004	2013	10	1	"France"	2.350415287	44.88212	2080020620	10.6522891872	2.72850490856
"184"	2004	2013	10	1	"France"	2.633922817	45.56237	2080020620	10.6522891872	2.72850490856
"434"	2004	2013	10	1	"France"	1.86401759	45.43539	2080020620	10.6522891872	2.72850490856
"438"	2004	2013	10	1	"France"	2.063903433	45.58266	2080020620	10.6522891872	2.72850490856
"440"	2004	2013	10	1	"France"	1.989490434	45.05301	2080020620	10.6522891872	2.72850490856
"505"	2004	2013	10	1	"France"	2.011192234	44.83779	2080020620	10.6522891872	2.72850490856
"514"	2004	2013	10	1	"France"	1.461356663	44.92073	2080020620	10.6522891872	2.72850490856
"166"	2004	2013	10	1	"France"	2.603677491	46.3937	2080021030	27.6074736357	13.8094539552
"169"	2004	2013	10	1	"France"	3.418680007	46.19145	2080021030	27.6074736357	13.8094539552
"170"	2004	2013	10	0.9	"France"	3.00460675	46.69918	2080021030	27.6074736357	13.8094539552
"173"	2004	2013	10	0.9	"France"	3.649999803	46.20657	2080021030	27.6074736357	13.8094539552
"178"	2004	2013	10	1	"France"	2.909123676	45.28162	2080021030	27.6074736357	13.8094539552
"179"	2004	2013	10	1	"France"	3.014122178	45.14191	2080021030	27.6074736357	13.8094539552
"183"	2004	2013	10	0.9	"France"	3.334347374	45.86188	2080021030	27.6074736357	13.8094539552
"186"	2004	2013	10	1	"France"	2.956706809	45.58263	2080021030	27.6074736357	13.8094539552
"189"	2004	2013	10	1	"France"	3.468584835	44.94534	2080021030	27.6074736357	13.8094539552
"190"	2004	2013	10	1	"France"	3.490677038	45.11562	2080021030	27.6074736357	13.8094539552
"191"	2004	2013	10	1	"France"	3.654940367	45.25327	2080021030	27.6074736357	13.8094539552
"192"	2004	2013	10	1	"France"	3.699210725	45.04438	2080021030	27.6074736357	13.8094539552
"195"	2004	2013	10	1	"France"	4.153826302	45.33064	2080021030	27.6074736357	13.8094539552
"201"	2004	2013	10	1	"France"	0.83662611	48.3854	2080021030	27.6074736357	13.8094539552
"202"	2004	2013	10	0.8	"France"	0.871063911	48.40385	2080021030	27.6074736357	13.8094539552
"215"	2004	2013	10	1	"France"	-0.580241592	48.64958	2080021030	27.6074736357	13.8094539552
"216"	2004	2013	10	1	"France"	-0.744099437	48.69012	2080021030	27.6074736357	13.8094539552
"286"	2004	2013	10	1	"France"	2.15120885	47.16787	2080021030	27.6074736357	13.8094539552
"296"	2004	2013	10	1	"France"	1.45745826	47.00778	2080021030	27.6074736357	13.8094539552
"300"	2004	2013	10	1	"France"	1.290440027	48.06747	2080021030	27.6074736357	13.8094539552
"304"	2004	2013	10	1	"France"	0.791011952	47.04132	2080021030	27.6074736357	13.8094539552
"305"	2004	2013	10	1	"France"	1.088061001	47.06	2080021030	27.6074736357	13.8094539552
"307"	2004	2013	10	0.9	"France"	0.078099578	47.21082	2080021030	27.6074736357	13.8094539552
"308"	2004	2013	10	1	"France"	2.304763966	47.4467	2080021030	27.6074736357	13.8094539552
"445"	2004	2013	10	1	"France"	1.222706759	46.01214	2080021030	27.6074736357	13.8094539552
"447"	2004	2013	10	0.9	"France"	1.592544519	45.61015	2080021030	27.6074736357	13.8094539552
"449"	2004	2013	10	1	"France"	1.098091361	45.8415	2080021030	27.6074736357	13.8094539552
"450"	2004	2013	10	1	"France"	2.033108847	45.80047	2080021030	27.6074736357	13.8094539552
"454"	2004	2013	10	1	"France"	1.867253935	45.98779	2080021030	27.6074736357	13.8094539552
"568"	2004	2013	10	0.9	"France"	-0.860737195	47.39273	2080021030	27.6074736357	13.8094539552
"571"	2004	2013	10	0.8	"France"	-0.202792883	48.27328	2080021030	27.6074736357	13.8094539552
"573"	2004	2012	9	1	"France"	-0.09125947	47.81489	2080021030	27.6074736357	13.8094539552
"574"	2004	2013	10	0.9	"France"	0.045863615	48.2545	2080021030	27.6074736357	13.8094539552
"582"	2004	2013	10	1	"France"	-0.697232395	47.86893	2080021030	27.6074736357	13.8094539552
"588"	2004	2013	10	1	"France"	-0.08005605	47.21547	2080021030	27.6074736357	13.8094539552
"617"	2004	2013	10	1	"France"	-0.418771064	46.60793	2080021030	27.6074736357	13.8094539552
"657"	2004	2013	10	1	"France"	4.194333126	44.82386	2080021030	27.6074736357	13.8094539552
"669"	2004	2013	10	1	"France"	4.268675901	46.00244	2080021030	27.6074736357	13.8094539552
"671"	2004	2013	10	1	"France"	4.048647996	45.54269	2080021030	27.6074736357	13.8094539552
"238"	2004	2013	10	0.8	"France"	3.974059733	47.19597	2080022150	19.9067228048	8.96958554814
"245"	2004	2013	10	0.9	"France"	3.204482067	47.67738	2080022150	19.9067228048	8.96958554814
"247"	2004	2013	10	1	"France"	3.709177013	47.66271	2080022150	19.9067228048	8.96958554814
"290"	2004	2013	10	1	"France"	1.237109472	48.64957	2080022150	19.9067228048	8.96958554814
"325"	2004	2013	10	1	"France"	4.409559607	49.237	2080022150	19.9067228048	8.96958554814
"330"	2004	2013	10	1	"France"	3.777467513	48.57321	2080022150	19.9067228048	8.96958554814
"338"	2004	2013	10	1	"France"	4.307492368	49.58374	2080022150	19.9067228048	8.96958554814
"351"	2004	2013	10	1	"France"	5.080423025	47.77765	2080022150	19.9067228048	8.96958554814
"372"	2004	2013	10	1	"France"	1.23665644	49.31014	2080022150	19.9067228048	8.96958554814
"376"	2004	2013	10	1	"France"	1.325227245	49.35352	2080022150	19.9067228048	8.96958554814
"379"	2004	2013	10	1	"France"	2.171535869	49.12606	2080022150	19.9067228048	8.96958554814
"380"	2004	2013	10	1	"France"	2.285255527	49.14545	2080022150	19.9067228048	8.96958554814
"382"	2004	2013	10	1	"France"	2.464530637	48.71083	2080022150	19.9067228048	8.96958554814
"385"	2004	2013	10	1	"France"	1.618921412	49.02871	2080022150	19.9067228048	8.96958554814
"386"	2004	2013	10	0.9	"France"	2.782063274	48.29541	2080022150	19.9067228048	8.96958554814
"391"	2004	2012	9	1	"France"	2.229494609	48.86671	2080022150	19.9067228048	8.96958554814
"392"	2004	2012	9	1	"France"	2.41559629	48.71867	2080022150	19.9067228048	8.96958554814
"393"	2004	2012	9	1	"France"	2.41962979	48.8169	2080022150	19.9067228048	8.96958554814
"397"	2004	2012	9	1	"France"	2.157759113	48.94445	2080022150	19.9067228048	8.96958554814
"398"	2004	2012	9	1	"France"	2.038835044	48.93678	2080022150	19.9067228048	8.96958554814
"600"	2004	2013	10	1	"France"	2.604164303	49.3029	2080022150	19.9067228048	8.96958554814
"603"	2004	2013	10	1	"France"	2.876470159	49.43615	2080022150	19.9067228048	8.96958554814
"604"	2004	2013	10	0.9	"France"	1.883369935	49.26901	2080022150	19.9067228048	8.96958554814
"606"	2004	2013	10	1	"France"	3.47521073	49.39858	2080022150	19.9067228048	8.96958554814
"607"	2004	2013	10	1	"France"	3.497628463	49.19992	2080022150	19.9067228048	8.96958554814
"993"	2005	2013	9	0.888888888888889	"Sweden"	23.54941	67.17837	2080030100	28.9190253361	8.68565191138
"994"	2005	2013	9	0.888888888888889	"Sweden"	23.54981	67.18034	2080030100	28.9190253361	8.68565191138
"997"	2005	2013	9	0.888888888888889	"Sweden"	22.89947	67.24614	2080030100	28.9190253361	8.68565191138
"999"	2005	2013	9	0.888888888888889	"Sweden"	22.98133	67.2598	2080030100	28.9190253361	8.68565191138
"1001"	2005	2013	9	0.888888888888889	"Sweden"	23.25805	67.25551	2080030100	28.9190253361	8.68565191138
"1014"	2005	2013	9	1	"Sweden"	22.61583	67.35383	2080030100	28.9190253361	8.68565191138
"1019"	2005	2013	9	1	"Sweden"	22.67041	67.38497	2080030100	28.9190253361	8.68565191138
"1025"	2005	2013	9	1	"Sweden"	22.66175	67.4478	2080030100	28.9190253361	8.68565191138
"1030"	2005	2013	9	1	"Sweden"	22.66322	67.50935	2080030100	28.9190253361	8.68565191138
"1038"	2005	2013	9	1	"Sweden"	22.68281	67.6705	2080030100	28.9190253361	8.68565191138
"1041"	2005	2013	9	1	"Sweden"	22.64488	67.69076	2080030100	28.9190253361	8.68565191138
"1042"	2005	2013	9	0.888888888888889	"Sweden"	20.92657	67.77568	2080030100	28.9190253361	8.68565191138
"1049"	2004	2013	10	0.9	"Sweden"	23.25594	67.76319	2080030100	28.9190253361	8.68565191138
"1054"	2004	2013	10	1	"Sweden"	21.6376	68.12228	2080030100	28.9190253361	8.68565191138
"1055"	2004	2013	10	0.9	"Sweden"	21.64198	68.12248	2080030100	28.9190253361	8.68565191138
"1056"	2004	2013	10	1	"Sweden"	21.61758	68.12712	2080030100	28.9190253361	8.68565191138
"1060"	2004	2013	10	1	"Sweden"	21.4434	68.27846	2080030100	28.9190253361	8.68565191138
"1061"	2004	2013	10	1	"Sweden"	21.44295	68.28055	2080030100	28.9190253361	8.68565191138
"1062"	2004	2013	10	1	"Sweden"	21.44932	68.29059	2080030100	28.9190253361	8.68565191138
"1063"	2004	2013	10	1	"Sweden"	21.45088	68.29198	2080030100	28.9190253361	8.68565191138
"1064"	2004	2013	10	1	"Sweden"	21.57075	68.37757	2080030100	28.9190253361	8.68565191138
"1065"	2004	2013	10	1	"Sweden"	21.56825	68.38117	2080030100	28.9190253361	8.68565191138
"1066"	2004	2013	10	1	"Sweden"	21.56946	68.38113	2080030100	28.9190253361	8.68565191138
"1067"	2004	2013	10	1	"Sweden"	21.56532	68.38496	2080030100	28.9190253361	8.68565191138
"943"	2004	2013	10	0.9	"Sweden"	23.00482	65.881	2080030160	16.4522961803	3.56322146789
"945"	2004	2013	10	0.9	"Sweden"	22.87432	65.9501	2080030160	16.4522961803	3.56322146789
"947"	2004	2013	10	0.9	"Sweden"	22.84993	66.00251	2080030160	16.4522961803	3.56322146789
"950"	2004	2013	10	0.9	"Sweden"	22.73135	66.07586	2080030160	16.4522961803	3.56322146789
"953"	2004	2013	10	0.9	"Sweden"	22.80498	66.15986	2080030160	16.4522961803	3.56322146789
"968"	2004	2013	10	0.9	"Sweden"	22.80129	66.40654	2080030160	16.4522961803	3.56322146789
"969"	2004	2013	10	0.9	"Sweden"	22.65779	66.45647	2080030160	16.4522961803	3.56322146789
"974"	2004	2013	10	0.9	"Sweden"	22.75105	66.53137	2080030160	16.4522961803	3.56322146789
"975"	2004	2013	10	0.9	"Sweden"	22.46747	66.56617	2080030160	16.4522961803	3.56322146789
"976"	2004	2013	10	0.9	"Sweden"	22.75079	66.55626	2080030160	16.4522961803	3.56322146789
"979"	2004	2013	10	0.9	"Sweden"	22.75224	66.61378	2080030160	16.4522961803	3.56322146789
"985"	2005	2013	9	0.888888888888889	"Sweden"	22.00417	66.89819	2080030160	16.4522961803	3.56322146789
"986"	2004	2013	10	0.9	"Sweden"	22.78586	66.91207	2080030160	16.4522961803	3.56322146789
"990"	2005	2013	9	1	"Sweden"	21.53464	67.15355	2080030160	16.4522961803	3.56322146789
"991"	2005	2013	9	0.888888888888889	"Sweden"	21.6024	67.19177	2080030160	16.4522961803	3.56322146789
"995"	2004	2013	10	0.9	"Sweden"	22.3153	67.25057	2080030160	16.4522961803	3.56322146789
"1012"	2004	2013	10	0.9	"Sweden"	22.00872	67.34325	2080030160	16.4522961803	3.56322146789
"1013"	2004	2013	10	0.9	"Sweden"	21.9365	67.36925	2080030160	16.4522961803	3.56322146789
"1016"	2004	2013	10	0.9	"Sweden"	21.89281	67.39216	2080030160	16.4522961803	3.56322146789
"1017"	2004	2013	10	0.9	"Sweden"	21.91176	67.40593	2080030160	16.4522961803	3.56322146789
"1018"	2004	2013	10	1	"Sweden"	20.87571	67.44558	2080030160	16.4522961803	3.56322146789
"1020"	2004	2013	10	1	"Sweden"	20.56885	67.47175	2080030160	16.4522961803	3.56322146789
"1021"	2005	2013	9	1	"Sweden"	21.84299	67.42914	2080030160	16.4522961803	3.56322146789
"1022"	2004	2013	10	1	"Sweden"	20.53693	67.47736	2080030160	16.4522961803	3.56322146789
"1024"	2004	2013	10	1	"Sweden"	21.06284	67.49525	2080030160	16.4522961803	3.56322146789
"1027"	2004	2013	10	1	"Sweden"	21.04824	67.50994	2080030160	16.4522961803	3.56322146789
"1032"	2004	2013	10	1	"Sweden"	20.55569	67.67527	2080030160	16.4522961803	3.56322146789
"1036"	2004	2013	10	1	"Sweden"	20.32395	67.73372	2080030160	16.4522961803	3.56322146789
"951"	2005	2013	9	0.888888888888889	"Sweden"	21.54393	66.20481	2080030220	7.04103359439	0.896861679983
"952"	2005	2013	9	0.888888888888889	"Sweden"	21.44983	66.20836	2080030220	7.04103359439	0.896861679983
"954"	2005	2013	9	1	"Sweden"	21.35575	66.24847	2080030220	7.04103359439	0.896861679983
"955"	2005	2013	9	1	"Sweden"	21.34778	66.25488	2080030220	7.04103359439	0.896861679983
"957"	2005	2013	9	1	"Sweden"	21.34279	66.28797	2080030220	7.04103359439	0.896861679983
"958"	2005	2013	9	0.888888888888889	"Sweden"	21.37039	66.32216	2080030220	7.04103359439	0.896861679983
"965"	2005	2013	9	1	"Sweden"	21.25441	66.39968	2080030220	7.04103359439	0.896861679983
"966"	2005	2013	9	1	"Sweden"	21.17969	66.44563	2080030220	7.04103359439	0.896861679983
"967"	2005	2013	9	0.888888888888889	"Sweden"	21.1766	66.44898	2080030220	7.04103359439	0.896861679983
"971"	2005	2013	9	0.888888888888889	"Sweden"	21.10443	66.51782	2080030220	7.04103359439	0.896861679983
"973"	2005	2013	9	0.888888888888889	"Sweden"	21.08861	66.57591	2080030220	7.04103359439	0.896861679983
"894"	2004	2013	10	1	"Sweden"	21.11569	65.12375	2080030370	4.08783546507	0.242125343225
"895"	2004	2013	10	1	"Sweden"	21.02997	65.13671	2080030370	4.08783546507	0.242125343225
"896"	2004	2013	10	1	"Sweden"	20.9654	65.14151	2080030370	4.08783546507	0.242125343225
"897"	2004	2013	10	0.9	"Sweden"	20.90488	65.15455	2080030370	4.08783546507	0.242125343225
"898"	2004	2013	10	1	"Sweden"	20.91609	65.15723	2080030370	4.08783546507	0.242125343225
"900"	2004	2013	10	1	"Sweden"	20.90069	65.16503	2080030370	4.08783546507	0.242125343225
"902"	2004	2013	10	0.8	"Sweden"	20.84891	65.17488	2080030370	4.08783546507	0.242125343225
"903"	2004	2013	10	1	"Sweden"	20.87442	65.17528	2080030370	4.08783546507	0.242125343225
"907"	2004	2013	10	1	"Sweden"	20.83664	65.20721	2080030370	4.08783546507	0.242125343225
"911"	2004	2013	10	1	"Sweden"	20.79941	65.25953	2080030370	4.08783546507	0.242125343225
"919"	2004	2013	10	1	"Sweden"	20.52085	65.38142	2080030370	4.08783546507	0.242125343225
"921"	2004	2013	10	1	"Sweden"	20.44399	65.41716	2080030370	4.08783546507	0.242125343225
"2037"	2004	2013	10	1	"Sweden"	21.35653	65.02944	2080030370	4.08783546507	0.242125343225
"2041"	2004	2013	10	1	"Sweden"	21.32519	65.03844	2080030370	4.08783546507	0.242125343225
"2046"	2004	2013	10	1	"Sweden"	21.23722	65.08421	2080030370	4.08783546507	0.242125343225
"2047"	2004	2013	10	1	"Sweden"	21.19861	65.09353	2080030370	4.08783546507	0.242125343225
"908"	2004	2013	10	0.9	"Sweden"	20.40095	65.24196	2080030420	8.83579442706	0.72497967885
"909"	2004	2013	10	0.9	"Sweden"	20.31857	65.26414	2080030420	8.83579442706	0.72497967885
"910"	2004	2013	10	0.9	"Sweden"	20.33629	65.26603	2080030420	8.83579442706	0.72497967885
"912"	2004	2013	10	0.8	"Sweden"	20.25534	65.27716	2080030420	8.83579442706	0.72497967885
"913"	2004	2013	10	0.9	"Sweden"	20.21429	65.28448	2080030420	8.83579442706	0.72497967885
"914"	2004	2013	10	0.9	"Sweden"	19.99853	65.32066	2080030420	8.83579442706	0.72497967885
"916"	2004	2013	10	0.9	"Sweden"	19.80517	65.37325	2080030420	8.83579442706	0.72497967885
"920"	2004	2013	10	0.9	"Sweden"	19.69664	65.41103	2080030420	8.83579442706	0.72497967885
"922"	2004	2013	10	0.9	"Sweden"	19.55758	65.45165	2080030420	8.83579442706	0.72497967885
"923"	2004	2013	10	1	"Sweden"	19.44885	65.50972	2080030420	8.83579442706	0.72497967885
"2025"	2004	2013	10	0.9	"Sweden"	21.11863	64.97102	2080030420	8.83579442706	0.72497967885
"2027"	2004	2013	10	0.9	"Sweden"	21.04413	65.00037	2080030420	8.83579442706	0.72497967885
"2029"	2004	2013	10	0.9	"Sweden"	21.00092	65.01411	2080030420	8.83579442706	0.72497967885
"2031"	2004	2013	10	0.9	"Sweden"	20.9851	65.02141	2080030420	8.83579442706	0.72497967885
"2032"	2004	2013	10	0.9	"Sweden"	20.98699	65.02233	2080030420	8.83579442706	0.72497967885
"2033"	2004	2013	10	0.9	"Sweden"	20.9374	65.02441	2080030420	8.83579442706	0.72497967885
"2034"	2004	2013	10	0.9	"Sweden"	20.97971	65.03742	2080030420	8.83579442706	0.72497967885
"2043"	2004	2013	10	0.9	"Sweden"	20.8024	65.0645	2080030420	8.83579442706	0.72497967885
"2044"	2004	2013	10	0.9	"Sweden"	20.79099	65.09455	2080030420	8.83579442706	0.72497967885
"1903"	2005	2013	9	1	"Sweden"	20.57118	63.92861	2080030610	3.14298042083	0.193429485619
"1920"	2005	2013	9	1	"Sweden"	20.52726	63.97949	2080030610	3.14298042083	0.193429485619
"1927"	2004	2013	10	1	"Sweden"	20.40457	64.08321	2080030610	3.14298042083	0.193429485619
"1931"	2005	2013	9	1	"Sweden"	20.40824	64.09298	2080030610	3.14298042083	0.193429485619
"1934"	2004	2013	10	0.9	"Sweden"	20.32004	64.10653	2080030610	3.14298042083	0.193429485619
"1935"	2004	2013	10	1	"Sweden"	20.40184	64.10397	2080030610	3.14298042083	0.193429485619
"1943"	2004	2013	10	1	"Sweden"	20.38832	64.14035	2080030610	3.14298042083	0.193429485619
"1944"	2004	2013	10	1	"Sweden"	20.3481	64.1461	2080030610	3.14298042083	0.193429485619
"1945"	2004	2013	10	1	"Sweden"	20.35738	64.14626	2080030610	3.14298042083	0.193429485619
"1950"	2004	2013	10	0.9	"Sweden"	20.34166	64.16967	2080030610	3.14298042083	0.193429485619
"1952"	2004	2013	10	1	"Sweden"	20.28337	64.17237	2080030610	3.14298042083	0.193429485619
"1957"	2004	2013	10	1	"Sweden"	20.29125	64.18921	2080030610	3.14298042083	0.193429485619
"1958"	2004	2013	10	1	"Sweden"	20.18241	64.19836	2080030610	3.14298042083	0.193429485619
"1960"	2004	2013	10	1	"Sweden"	20.27431	64.19916	2080030610	3.14298042083	0.193429485619
"1961"	2005	2013	9	1	"Sweden"	20.26997	64.20424	2080030610	3.14298042083	0.193429485619
"1964"	2004	2013	10	0.9	"Sweden"	20.34011	64.20432	2080030610	3.14298042083	0.193429485619
"1965"	2004	2013	10	0.9	"Sweden"	20.37617	64.2041	2080030610	3.14298042083	0.193429485619
"1966"	2004	2013	10	1	"Sweden"	20.23983	64.2092	2080030610	3.14298042083	0.193429485619
"1967"	2004	2013	10	0.9	"Sweden"	20.32354	64.21652	2080030610	3.14298042083	0.193429485619
"1969"	2004	2013	10	0.9	"Sweden"	20.18995	64.22644	2080030610	3.14298042083	0.193429485619
"1971"	2004	2013	10	1	"Sweden"	20.13123	64.26009	2080030610	3.14298042083	0.193429485619
"1975"	2004	2013	10	1	"Sweden"	20.14197	64.26921	2080030610	3.14298042083	0.193429485619
"1977"	2004	2013	10	0.9	"Sweden"	20.24915	64.27363	2080030610	3.14298042083	0.193429485619
"1978"	2004	2013	10	0.9	"Sweden"	20.25994	64.27644	2080030610	3.14298042083	0.193429485619
"1979"	2004	2013	10	0.9	"Sweden"	20.35172	64.27497	2080030610	3.14298042083	0.193429485619
"1980"	2004	2013	10	0.9	"Sweden"	20.17077	64.29441	2080030610	3.14298042083	0.193429485619
"1981"	2004	2013	10	0.8	"Sweden"	20.23003	64.29622	2080030610	3.14298042083	0.193429485619
"1987"	2004	2013	10	0.9	"Sweden"	20.12609	64.32359	2080030610	3.14298042083	0.193429485619
"935"	2004	2013	10	0.9	"Sweden"	15.9588	65.96438	2080030650	21.8670739842	5.34591402044
"936"	2004	2013	10	1	"Sweden"	15.9586	65.96663	2080030650	21.8670739842	5.34591402044
"938"	2004	2013	10	1	"Sweden"	15.95818	65.96824	2080030650	21.8670739842	5.34591402044
"1881"	2004	2013	10	0.8	"Sweden"	20.04998	63.87879	2080030650	21.8670739842	5.34591402044
"1882"	2004	2013	10	1	"Sweden"	20.06459	63.88106	2080030650	21.8670739842	5.34591402044
"1885"	2004	2013	10	1	"Sweden"	20.03335	63.88332	2080030650	21.8670739842	5.34591402044
"1893"	2004	2013	10	1	"Sweden"	19.99022	63.92231	2080030650	21.8670739842	5.34591402044
"1899"	2004	2013	10	0.9	"Sweden"	20.04322	63.93515	2080030650	21.8670739842	5.34591402044
"2035"	2004	2013	10	1	"Sweden"	16.94856	65.12424	2080030650	21.8670739842	5.34591402044
"1818"	2004	2013	10	1	"Sweden"	19.91101	63.62494	2080030660	4.91414218578	0.221434069504
"1824"	2004	2013	10	1	"Sweden"	19.9162	63.66073	2080030660	4.91414218578	0.221434069504
"1830"	2004	2013	10	1	"Sweden"	19.90788	63.67311	2080030660	4.91414218578	0.221434069504
