site,month,year,site_seas_year,Abramis brama,Alburnoides bipunctatus,Alburnus alburnus,Alosa chrysochloris,Ambassis agassizii,Ambassis marianus,Ambloplites rupestris,Ameiurus melas,Ameiurus natalis,Ameiurus nebulosus,Amia calva,Ammocrypta clara,Amniataba percoides,Anguilla anguilla,Anguilla australis,Anguilla reinhardtii,Anguilla rostrata,Aphredoderus sayanus,Aplodinotus grunniens,Arrhamphus sclerolepis,Astyanax mexicanus,Barbatula barbatula,Barbus barbus,Blicca bjoerkna,Campostoma anomalum,Carassius auratus,Carassius carassius,Carassius gibelio,Carpiodes carpio,Carpiodes cyprinus,Carpiodes velifer,Catostomus commersonii,Chelon labrosus,Chondrostoma nasus,Cobitis taenia,Coregonus albula,Cottus gobio,Cottus poecilopus,Craterocephalus marjoriae,Craterocephalus stercusmuscarum,Ctenopharyngodon idella,Cycleptus elongatus,Cyprinella lutrensis,Cyprinella spiloptera,Cyprinella venusta,Cyprinus carpio,Dicentrarchus labrax,Dorosoma cepedianum,Dorosoma petenense,Esox americanus,Esox lucius,Esox masquinongy,Etheostoma asprigene,Etheostoma blennioides,Etheostoma caeruleum,Etheostoma exile,Etheostoma flabellare,Etheostoma nigrum,Etheostoma zonale,Fundulus diaphanus,Fundulus notatus,Fundulus zebrinus,Gambusia affinis,Gambusia holbrooki,Gasterosteus aculeatus,Glossamia aprion,Gobio gobio,Gobiomorphus australis,Gymnocephalus cernua,Hiodon alosoides,Hiodon tergisus,Hybognathus nuchalis,Hybognathus placitus,Hypentelium nigricans,Hypophthalmichthys molitrix,Hypophthalmichthys nobilis,Ictalurus furcatus,Ictalurus punctatus,Ictiobus bubalus,Ictiobus cyprinellus,Ictiobus niger,Labidesthes sicculus,Leiopotherapon unicolor,Lepisosteus oculatus,Lepisosteus osseus,Lepisosteus platostomus,Lepomis cyanellus,Lepomis gibbosus,Lepomis gulosus,Lepomis humilis,Lepomis macrochirus,Lepomis megalotis,Lepomis microlophus,Leucaspius delineatus,Leuciscus aspius,Leuciscus idus,Leuciscus leuciscus,Lota lota,Lucania parva,Luciobarbus graellsii,Luxilus chrysocephalus,Luxilus cornutus,Macquaria ambigua,Macquaria novemaculeata,Macrhybopsis aestivalis,Macrhybopsis storeriana,Menidia beryllina,Micropterus dolomieu,Micropterus punctulatus,Micropterus salmoides,Minytrema melanops,Misgurnus anguillicaudatus,Mogurnda adspersa,Morone americana,Morone chrysops,Morone mississippiensis,Morone saxatilis,Moxostoma anisurum,Moxostoma breviceps,Moxostoma carinatum,Moxostoma duquesnii,Moxostoma erythrurum,Moxostoma macrolepidotum,Mugil cephalus,Nannoperca oxleyana,Nematalosa erebi,Neogobius melanostomus,Nocomis biguttatus,Nocomis micropogon,Notemigonus crysoleucas,Notropis atherinoides,Notropis blennius,Notropis dorsalis,Notropis girardi,Notropis hudsonius,Notropis photogenis,Notropis shumardi,Notropis simus,Notropis stramineus,Notropis texanus,Notropis volucellus,Noturus flavus,Noturus gyrinus,Noturus nocturnus,Oncorhynchus mykiss,Opsopoeodus emiliae,Oreochromis mossambicus,Oxyeleotris lineolata,Parachondrostoma miegii,Parachondrostoma toxostoma,Perca flavescens,Perca fluviatilis,Percina caprodes,Percina copelandi,Percina macrolepida,Percina maculata,Percina phoxocephala,Percina sciera,Percina shumardi,Percopsis omiscomaycus,Phenacobius mirabilis,Phoxinus phoxinus,Pimephales notatus,Pimephales promelas,Pimephales vigilax,Platichthys flesus,Poecilia reticulata,Polyodon spathula,Pomoxis annularis,Pomoxis nigromaculatus,Porochilus rendahli,Pseudomugil signifer,Pseudorasbora parva,Pungitius pungitius,Pylodictis olivaris,Redigobius bikolanus,Retropinna semoni,Rhadinocentrus ornatus,Rhodeus amarus,Rhodeus sericeus,Rutilus rutilus,Salaria fluviatilis,Salmo salar,Salmo trutta,Salvelinus fontinalis,Sander canadensis,Sander lucioperca,Sander vitreus,Sarmarutilus rubilio,Scaphirhynchus platorynchus,Semotilus atromaculatus,Silurus glanis,Squalius cephalus,Tandanus tandanus,Telestes souffia,Thymallus thymallus,Tinca tinca,Umbra limi,site_year
S12306,8,2012,S12306_8_2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.848101265822784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.658227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2658227848101267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.962025316455694,0,0,0,0,0,0,0,0,0,0,0,1.2658227848101267,0,0,S12306_2012
S12306,8,2013,S12306_8_2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.51851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.074074074074076,0,0,0,0,0,0,0,0,0,0,0,7.4074074074074066,0,0,S12306_2013
S12306,NA,2004,S12306_NA_2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.62318840579711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.594202898550725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.78260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S12306_2004
S12317,8,2005,S12317_8_2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.16814159292036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.24778761061947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8141592920354,0,0,0,0,0,0,0,0,0,0,0,1.7699115044247788,0,0,S12317_2005
S12317,8,2006,S12317_8_2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9375,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,S12317_2006
S12317,8,2007,S12317_8_2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.93103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.103448275862068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.103448275862064,0,0,0,0,0,0,0,0,0,0,0,0.8620689655172413,0,0,S12317_2007
S12317,8,2008,S12317_8_2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.274725274725274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.483516483516485,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.04395604395605,0,0,0,0,0,0,0,0,0,0,0,1.098901098901099,0,0,S12317_2008
S12317,8,2009,S12317_8_2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.714285714285715,0,0,0,0,0,0,0,0,0,0,0,4.285714285714286,0,0,S12317_2009
S12317,8,2010,S12317_8_2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.400000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.400000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,S12317_2010
S12317,8,2011,S12317_8_2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.487603305785125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84297520661157,0,0,0,0,0,0,0,0,0,0,0,1.6528925619834711,0,0,S12317_2011
S12317,8,2012,S12317_8_2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02127659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.702127659574469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.27659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S12317_2012
S12317,8,2013,S12317_8_2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.503875968992247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.63565891472868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53488372093023,0,0,0,0,0,0,0,0,0,0,0,2.3255813953488373,0,0,S12317_2013
S12317,NA,2004,S12317_NA_2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.761904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.761904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.57142857142857,0,0,0,0,0,0,0,0,0,0,0,1.9047619047619049,0,0,S12317_2004
S1236,10,2006,S1236_10_2006,0.24284475281873374,0,0.2775368603642671,0,0,0,0,0,0,0,0,0,0,0.08673026886383348,0,0,0,0,0,0,0,0,0.05203816131830008,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7346053772766694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03469210754553339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1509106678230703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630529054640069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3295750216825672,0,0,0,0,0,0,0,0,0,86.73026886383347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40589765828274,0,0,0,0,0,0,0,0,0,0,0,2.324371205550737,0,0,0,0,0,S1236_2006
S1236,11,2007,S1236_11_2007,6.927710843373494,0,9.939759036144578,0,0,0,0,0,0,0,0,0,0,0.7530120481927711,0,0,0,0,0,0,0,0,0.4518072289156626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7530120481927711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.457831325301203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108433734939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.421686746987953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49397590361446,0,0,0,0,0,0,0,0,0,0,0,10.542168674698795,0,0,0,0.1506024096385542,0,S1236_2007
S1236,11,2009,S1236_11_2009,0,0,3.846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.38461538461539,0,0,0,0,0,0,0,0,0,0,0,12.499999999999998,0,0,0,0,0,S1236_2009
S1236,7,2004,S1236_7_2004,0,0,1.1695906432748537,0,0,0,0,0,0,0,0,0,0,5.847953216374268,0,0,0,0,0,0,0,0,5.263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,8.771929824561402,0,0,0,0,0,0,0,0,0,0,0,0,0,5.847953216374268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5847953216374269,0,1.7543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.017543859649122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.432748538011695,0,0,0,0,0,0,0,0,0,11.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.976608187134502,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,0,0,0,0,S1236_2004
S1236,7,2005,S1236_7_2005,0.2824858757062147,0,0.5649717514124294,0,0,0,0,0,0,0,0,0,0,1.4124293785310733,0,0,0,0,0,0,0,0,0.847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627118644067796,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5649717514124294,0,6.214689265536723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2824858757062147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.254237288135592,0,0,0,0,0,0,0,0,0,9.887005649717516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4406779661017,0,0,0,0,0,0,0,0,0,0,0,18.644067796610173,0,0,0,0.2824858757062147,0,S1236_2005
S1236,7,2012,S1236_7_2012,0.3759398496240602,0,0.7518796992481204,0,0,0,0,0,0,0,0,0,0,0.7518796992481204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6315789473684212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.887218045112783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1278195488721805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.443609022556394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.76691729323308,0,0,0,0,0,0,0,0,0,0,0,3.3834586466165413,0,0,0,0.7518796992481204,0,S1236_2012
S1236,8,2008,S1236_8_2008,0.2617801047120419,0,2.356020942408377,0,0,0,0,0,0,0,0,0,0,0.5235602094240838,0,0,0,0,0,0,0,0,0,0.5235602094240838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8795811518324608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49214659685864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8324607329842935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.895287958115183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.95811518324607,0,0,0,0,0,0,0,0,0,0,0,17.015706806282722,0,0,0,0.2617801047120419,0,S1236_2008
S1236,9,2010,S1236_9_2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278688524590164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.557377049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.73770491803279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.672131147540984,0,0,0,0,0,0,0,0,0,0,0,8.196721311475411,0,0,0,0,0,S1236_2010
S1236,NA,2011,S1236_NA_2011,0.3824091778202677,0,1.147227533460803,0,0,0,0,0,0,0,0,0,0,1.338432122370937,0,0,0,0,0,0,0,0,0.5736137667304015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1032504780114722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8833652007648185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9120458891013385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38432122370937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.39005736137668,0,0,0,0,0,0,0,0,0,0,0,19.694072657743785,0,0,0,0.19120458891013384,0,S1236_2011
S1236,NA,2013,S1236_NA_2013,0.3824091778202677,0,1.147227533460803,0,0,0,0,0,0,0,0,0,0,1.338432122370937,0,0,0,0,0,0,0,0,0.5736137667304015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1032504780114722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8833652007648185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9120458891013385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38432122370937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.39005736137668,0,0,0,0,0,0,0,0,0,0,0,19.694072657743785,0,0,0,0.19120458891013384,0,S1236_2013
S1242,8,2004,S1242_8_2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7356608478802995,94.2643391521197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S1242_2004
S1242,8,2006,S1242_8_2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8282208588957,69.1717791411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S1242_2006
