"sYNGEO_ID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
241,16.9833333333333,15.95,16.025,16.4416666666667,16.3916666666667,15.95,16.625,15.2833333333333,17.2583333333333,16.3,15.5333333333333
242,17.2333333333333,16.2333333333333,16.275,16.775,16.5666666666667,16.1583333333333,16.9416666666667,15.5583333333333,17.5083333333333,16.575,15.8166666666667
249,16.9666666666667,15.95,16.0166666666667,16.4666666666667,16.3583333333333,15.9333333333333,16.65,15.3,17.25,16.2833333333333,15.55
360,16.2416666666667,15.175,15.2916666666667,15.725,15.7833333333333,15.3166666666667,15.8083333333333,14.4166666666667,16.45,15.525,14.725
361,16.6916666666667,15.6666666666667,15.7416666666667,16.15,16.125,15.6833333333333,16.325,14.975,16.9666666666667,16.0166666666667,15.2583333333333
400,19.95,19.0916666666667,18.925,19.9166666666667,19.5833333333333,19.2083333333333,19.9916666666667,18.5666666666667,20.3583333333333,19.675,18.8416666666667
405,19.3666666666667,18.5,18.2833333333333,19.3166666666667,18.9583333333333,18.625,19.3666666666667,17.9833333333333,19.7916666666667,19.075,18.275
407,19.45,18.5833333333333,18.4166666666667,19.425,19.0583333333333,18.725,19.4833333333333,18.0833333333333,19.8833333333333,19.1666666666667,18.35
408,17.7416666666667,16.8583333333333,16.625,17.65,17.2833333333333,16.9666666666667,17.7416666666667,16.3583333333333,18.15,17.4333333333333,16.6083333333333
623,9.75833333333334,8.91666666666667,8.75833333333334,9.625,9.55833333333334,8.96666666666667,9.64166666666667,8.3,9.95833333333334,9.46666666666667,8.725
627,19.5583333333333,18.75,18.4416666666667,19.5583333333333,19.3666666666667,18.9166666666667,19.5666666666667,18.2166666666667,19.8666666666667,19.375,18.6166666666667
628,19.9416666666667,19.1583333333333,18.8583333333333,19.9333333333333,19.725,19.3083333333333,19.975,18.5916666666667,20.2583333333333,19.7583333333333,18.9916666666667
630,21.3416666666667,20.5083333333333,20.2583333333333,21.3333333333333,21.025,20.675,21.375,19.95,21.7333333333333,21.1166666666667,20.3166666666667
634,20.8166666666667,20.0083333333333,19.725,20.8166666666667,20.4916666666667,20.1083333333333,20.825,19.4,21.2,20.5916666666667,19.7833333333333
635,13.95,13.1,12.8916666666667,13.8666666666667,13.7666666666667,13.2,13.875,12.5666666666667,14.1416666666667,13.675,12.9333333333333
641,18.4,17.5833333333333,17.3416666666667,18.3666666666667,18.225,17.6916666666667,18.375,17.025,18.65,18.1583333333333,17.4
649,14.075,13.1416666666667,13,13.7916666666667,13.6666666666667,13.1333333333333,13.875,12.4833333333333,14.2166666666667,13.5833333333333,12.85
650,13.8083333333333,12.925,12.8,13.65,13.4916666666667,12.9583333333333,13.7083333333333,12.3583333333333,14.05,13.475,12.6666666666667
651,15.3333333333333,14.35,14.4,14.975,14.6833333333333,14.25,15.1,13.7,15.6666666666667,14.6916666666667,13.9166666666667
652,17.85,16.8666666666667,16.8833333333333,17.5166666666667,17.2083333333333,16.7916666666667,17.65,16.2166666666667,18.175,17.2666666666667,16.4666666666667
656,17.7833333333333,16.875,16.725,17.4416666666667,17.2416666666667,16.775,17.575,16.1833333333333,18.0166666666667,17.2166666666667,16.4916666666667
659,16.5666666666667,15.65,15.5666666666667,16.4083333333333,16.0583333333333,15.675,16.4916666666667,15.0666666666667,16.9333333333333,16.1416666666667,15.275
660,17.8333333333333,16.8833333333333,16.7833333333333,17.4916666666667,17.2666666666667,16.8166666666667,17.6166666666667,16.2083333333333,18.0833333333333,17.2416666666667,16.5083333333333
666,17.625,16.6833333333333,16.6416666666667,17.3916666666667,17.0916666666667,16.6583333333333,17.5083333333333,16.0916666666667,17.975,17.15,16.325
668,15.35,14.4666666666667,14.3666666666667,15.2166666666667,15.0416666666667,14.5416666666667,15.2916666666667,13.9,15.6333333333333,15.025,14.175
674,16.7333333333333,15.7916666666667,15.6416666666667,16.3833333333333,16.225,15.75,16.5,15.1,16.9083333333333,16.1583333333333,15.4333333333333
677,17.4166666666667,16.4666666666667,16.425,16.9583333333333,16.7833333333333,16.35,17.15,15.7416666666667,17.6416666666667,16.7916666666667,16.05
814,16.6583333333333,15.9833333333333,16.1,16.8,15.9,15.8333333333333,16.7833333333333,15.6583333333333,16.9833333333333,16.35,15.85
821,17.2333333333333,16.525,16.5916666666667,17.3583333333333,16.4833333333333,16.4166666666667,17.35,16.2166666666667,17.5333333333333,16.925,16.4
830,17.2416666666667,16.5416666666667,16.5583333333333,17.375,16.5166666666667,16.4166666666667,17.3833333333333,16.225,17.5083333333333,16.9583333333333,16.4083333333333
837,17.2,16.4916666666667,16.5333333333333,17.325,16.4583333333333,16.375,17.3083333333333,16.1833333333333,17.4916666666667,16.9166666666667,16.3583333333333
843,17.425,16.7333333333333,16.7416666666667,17.55,16.7,16.6083333333333,17.5583333333333,16.4083333333333,17.7,17.1333333333333,16.5916666666667
847,17.7083333333333,17.05,17.1083333333333,17.825,16.9666666666667,16.9,17.85,16.7083333333333,17.9833333333333,17.4,16.9166666666667
856,17.0333333333333,16.3583333333333,16.475,17.175,16.275,16.1916666666667,17.1333333333333,16.0333333333333,17.325,16.7166666666667,16.2416666666667
870,17.2833333333333,16.6166666666667,16.7083333333333,17.4083333333333,16.525,16.4583333333333,17.3833333333333,16.2916666666667,17.5416666666667,16.975,16.4833333333333
872,15.9,15.2416666666667,15.3666666666667,16.0333333333333,15.1333333333333,15.0666666666667,16.0083333333333,14.925,16.2,15.575,15.1083333333333
873,16.45,15.7333333333333,15.7583333333333,16.5666666666667,15.7083333333333,15.625,16.5583333333333,15.4416666666667,16.7333333333333,16.1583333333333,15.5916666666667
878,17.4833333333333,16.8166666666667,16.875,17.6166666666667,16.7416666666667,16.6833333333333,17.65,16.4916666666667,17.7916666666667,17.1833333333333,16.675
879,16.9583333333333,16.2416666666667,16.3166666666667,17.0666666666667,16.2,16.125,17.0666666666667,15.9333333333333,17.25,16.6416666666667,16.1083333333333
880,16.7666666666667,16.1,16.2,16.9083333333333,16.0166666666667,15.9333333333333,16.8666666666667,15.7916666666667,17.05,16.4666666666667,15.9583333333333
175,15,14.075,13.95,14.8333333333333,14.375,14.1083333333333,14.9666666666667,13.5166666666667,15.45,14.5666666666667,13.7166666666667
406,13.2416666666667,12.375,12.15,13.1833333333333,12.8,12.4833333333333,13.2583333333333,11.9,13.7083333333333,12.95,12.1583333333333
414,11.9416666666667,11.0416666666667,10.875,11.8166666666667,11.35,11.0833333333333,11.925,10.4833333333333,12.3666666666667,11.5666666666667,10.6833333333333
501,19.0833333333333,18.1333333333333,18.0916666666667,18.9833333333333,18.4,18.2166666666667,19.0666666666667,17.7083333333333,19.6583333333333,18.725,17.925
502,19.45,18.4916666666667,18.45,19.4,18.775,18.625,19.45,18.1083333333333,20.025,19.15,18.3583333333333
