siteid,year,air,water
S3271,2016,7.739285714285737,NA
S3282,1983,NA,7.644822497245616
S3282,1984,NA,7.626859381260039
S3282,1985,NA,7.567694991674202
S3282,1986,NA,7.563637327536581
S3282,1987,5.959615384615405,7.481686479617411
S3282,1988,6.057692307692328,7.490285981007134
S3282,1989,6.058974358974379,7.519211558806613
S3282,1990,5.941025641025661,7.41059754200473
S3282,1991,5.957051282051302,7.50361022949221
S3282,1992,6.094871794871816,7.501975778433016
S3282,1993,6.227564102564124,7.445797025240408
S3282,1994,6.491025641025662,7.545165780874422
S3282,1995,6.48846153846156,7.540108079176705
S3282,1996,6.431410256410278,7.558698566143352
S3282,1997,6.333974358974381,7.623822295360099
S3282,1998,6.321794871794893,7.6244375375601185
S3282,1999,6.291025641025663,7.641607196514446
S3282,2000,6.394230769230791,7.861407314202747
S3282,2001,6.443589743589765,7.816965308556212
S3282,2002,6.523076923076944,7.781570199819734
S3282,2003,6.623717948717971,7.899955906012142
S3282,2004,6.4692307692307915,7.845249691172565
S3282,2005,6.562820512820536,7.965472677982238
S3282,2006,6.500641025641048,7.962988913500773
S3282,2007,6.401923076923099,7.837083071754115
S3282,2008,6.527564102564125,NA
S3282,2009,6.566666666666689,NA
S3282,2010,6.618589743589766,NA
S3282,2011,6.669871794871818,NA
S3282,2012,6.750641025641047,NA
S3282,2013,6.777270299145322,NA
S3282,2014,6.746515151515175,NA
S3282,2015,7.018518518518541,NA
S3282,2016,7.160714285714308,NA
S3283,1983,NA,13.706511042668293
S3283,1984,NA,13.860168222280672
S3283,1985,NA,13.97604933518632
S3283,1986,NA,14.033225191556513
S3283,1987,10.994871794871818,14.101268240121716
S3283,1988,11.11794871794874,14.213530085637045
S3283,1989,11.143589743589766,14.196685947516048
S3283,1990,11.091666666666688,14.204775061974182
S3283,1991,11.17820512820515,14.306198667868612
S3283,1992,11.300641025641047,14.398752613556711
S3283,1993,11.44294871794874,14.524163427108396
S3283,1994,11.593589743589764,14.650166790302006
S3283,1995,11.60000000000002,14.6509712023613
S3283,1996,11.625641025641048,14.65998464731072
S3283,1997,11.63974358974361,14.694941946176405
S3283,1998,11.707692307692328,14.72035819811701
S3283,1999,11.75256410256412,14.782841765574943
S3283,2000,11.851923076923097,14.842292159642952
S3283,2001,11.821153846153866,14.76973114013674
S3283,2002,11.797435897435918,14.7423042492989
S3283,2003,11.899358974358996,14.821219185071136
S3283,2004,11.82051282051284,14.741975769629867
S3283,2005,11.91923076923079,14.72511839433152
S3283,2006,11.885897435897457,14.774674369670748
S3283,2007,11.82500000000002,14.612727283296154
S3283,2008,11.912179487179507,NA
S3283,2009,11.928205128205148,NA
S3283,2010,11.892307692307712,NA
S3283,2011,11.942948717948738,NA
S3283,2012,12.032051282051304,NA
S3283,2013,12.07147435897438,NA
S3283,2014,12.13439393939396,NA
S3283,2015,12.27343750000002,NA
S3283,2016,12.33452380952383,NA
S3294,1983,NA,8.285327578813625
S3294,1984,NA,8.378237367287683
S3294,1985,NA,8.400088931352688
S3294,1986,NA,8.487133671687221
S3294,1987,7.34294871794874,8.47454008444764
S3294,1988,7.441025641025663,8.494204555413685
S3294,1989,7.460256410256432,8.488126275478288
S3294,1990,7.344230769230791,8.451589691944633
S3294,1991,7.3621794871795085,8.421096371381733
S3294,1992,7.522435897435918,8.482493434808216
S3294,1993,7.676923076923099,8.485144551595075
S3294,1994,7.952564102564124,8.57358312362282
S3294,1995,7.933974358974381,8.555811329377025
S3294,1996,7.89871794871797,8.526700102977287
S3294,1997,7.814102564102586,8.500125356820936
S3294,1998,7.826282051282073,8.492035655486301
S3294,1999,7.79743589743592,8.480039508526165
S3294,2000,7.893589743589765,8.552996865296999
S3294,2001,7.950641025641048,8.547804768880232
S3294,2002,8.032051282051304,8.584639681302606
S3294,2003,8.137179487179509,8.643615487905672
S3294,2004,7.952564102564125,8.644888317075573
S3294,2005,8.023076923076946,8.687170571991913
S3294,2006,7.956410256410279,8.738420528835743
S3294,2007,7.860256410256432,8.752844383603072
S3294,2008,7.995512820512842,NA
S3294,2009,8.015384615384637,NA
S3294,2010,8.068589743589765,NA
S3294,2011,8.094871794871818,NA
S3294,2012,8.16217948717951,NA
S3294,2013,8.178766025641048,NA
S3294,2014,8.119242424242447,NA
S3294,2015,8.410763888888912,NA
S3294,2016,8.563095238095261,NA
S3299,1983,NA,8.473917995355091
S3299,1984,NA,8.576152273324842
S3299,1985,NA,8.592330110990106
S3299,1986,NA,8.684856082231594
S3299,1987,7.138461538461563,8.6741152641101
S3299,1988,7.233974358974384,8.703326650766249
S3299,1989,7.250641025641051,8.698577841734297
S3299,1990,7.134615384615409,8.6538275302985
S3299,1991,7.153846153846178,8.615349754920395
S3299,1992,7.314102564102589,8.669890731420296
S3299,1993,7.469871794871819,8.673131072215568
S3299,1994,7.739743589743614,8.779287837101887
S3299,1995,7.716666666666691,8.751960910894955
S3299,1996,7.680769230769255,8.725796587039286
S3299,1997,7.600000000000024,8.6894720615485
S3299,1998,7.611538461538484,8.67642736190407
S3299,1999,7.583974358974381,8.663792693309318
S3299,2000,7.677564102564125,8.741334533691429
S3299,2001,7.735256410256433,8.721528038611801
S3299,2002,7.813461538461561,8.762207187750423
S3299,2003,7.916666666666689,8.828540469438625
S3299,2004,7.733333333333356,8.837484638507572
S3299,2005,7.803846153846176,8.882960729888014
S3299,2006,7.734615384615407,8.932024450655359
S3299,2007,7.642948717948741,8.957835315522717
S3299,2008,7.781410256410279,NA
S3299,2009,7.8019230769231,NA
S3299,2010,7.84166666666669,NA
S3299,2011,7.867307692307716,NA
S3299,2012,7.932692307692332,NA
S3299,2013,7.94439102564105,NA
S3299,2014,7.884696969696995,NA
S3299,2015,8.170428240740765,NA
S3299,2016,8.321428571428596,NA
S3338,1983,NA,6.747047972067831
S3338,1984,NA,6.80314632317961
S3338,1985,NA,6.7925876323993615
S3338,1986,NA,6.854095224233797
S3338,1987,6.610897435897458,6.837208048502627
S3338,1988,6.70769230769233,6.887515884790687
S3338,1989,6.71346153846156,6.859483533027867
S3338,1990,6.58717948717951,6.802604440542391
S3338,1991,6.603205128205151,6.821443371895055
S3338,1992,6.744230769230791,6.84810243264225
S3338,1993,6.882051282051303,6.912341347718873
S3338,1994,7.1544871794872,7.048080600836361
S3338,1995,7.152564102564123,7.075099025628528
S3338,1996,7.094230769230791,7.04249686216699
S3338,1997,6.986538461538483,7.011365998096978
S3338,1998,6.97820512820515,7.04176444029199
S3338,1999,6.946794871794893,7.078068425105191
S3338,2000,7.051282051282072,7.239792222243112
S3338,2001,7.101923076923099,7.268453314365508
S3338,2002,7.18717948717951,7.327362999549302
S3338,2003,7.295512820512843,7.390372603978889
S3338,2004,7.136538461538485,7.385030177515819
S3338,2005,7.225000000000024,7.409030521277248
S3338,2006,7.16666666666669,7.419989045461042
S3338,2007,7.066666666666691,7.435805620465983
S3338,2008,7.187179487179511,NA
S3338,2009,7.225000000000024,NA
S3338,2010,7.300641025641049,NA
S3338,2011,7.351282051282076,NA
S3338,2012,7.426282051282076,NA
S3338,2013,7.452644230769256,NA
S3338,2014,7.418787878787903,NA
S3338,2015,7.704745370370395,NA
S3338,2016,7.848809523809549,NA
S3340,1983,NA,7.293335704314425
S3340,1984,NA,7.379466286683717
S3340,1985,NA,7.405394099308917
S3340,1986,NA,7.497397750463264
S3340,1987,7.26794871794874,7.492844762557615
S3340,1988,7.364102564102586,7.548150439140147
S3340,1989,7.381410256410279,7.516580982697339
S3340,1990,7.2647435897436115,7.436161882449442
S3340,1991,7.283974358974381,7.442720814240308
S3340,1992,7.443589743589765,7.464144545335059
S3340,1993,7.597435897435918,7.517847266564025
S3340,1994,7.874358974358995,7.658246319110599
S3340,1995,7.855769230769252,7.643619596041189
S3340,1996,7.818589743589764,7.629053321251525
S3340,1997,7.735897435897457,7.596848473182114
S3340,1998,7.745512820512842,7.607213885967571
S3340,1999,7.716666666666688,7.605628928160079
S3340,2000,7.814102564102584,7.737742458245716
S3340,2001,7.86923076923079,7.750971241486401
S3340,2002,7.950641025641047,7.828393554687523
S3340,2003,8.055769230769252,7.914305232121417
S3340,2004,7.872435897435919,7.911571324992407
S3340,2005,7.945512820512843,7.940527077877183
S3340,2006,7.880128205128228,7.963837595339197
S3340,2007,7.784615384615407,7.98303157261442
S3340,2008,7.920512820512843,NA
S3340,2009,7.941666666666689,NA
S3340,2010,7.989102564102587,NA
S3340,2011,8.018589743589766,NA
S3340,2012,8.088461538461562,NA
S3340,2013,8.104487179487203,NA
S3340,2014,8.048636363636389,NA
S3340,2015,8.340625000000024,NA
S3340,2016,8.490476190476214,NA
S3346,1983,NA,7.644822497245616
S3346,1984,NA,7.626859381260039
S3346,1985,NA,7.567694991674202
S3346,1986,NA,7.563637327536581
S3346,1987,6.10769230769233,7.481686479617411
S3346,1988,6.205128205128228,7.490285981007134
S3346,1989,6.208974358974382,7.519211558806613
S3346,1990,6.085897435897459,7.41059754200473
S3346,1991,6.101282051282073,7.50361022949221
S3346,1992,6.2416666666666885,7.501975778433016
S3346,1993,6.375641025641047,7.445797025240408
S3346,1994,6.63846153846156,7.545165780874422
S3346,1995,6.635897435897458,7.540108079176705
S3346,1996,6.580769230769253,7.558698566143352
S3346,1997,6.481410256410277,7.623822295360099
S3346,1998,6.471794871794892,7.6244375375601185
S3346,1999,6.4397435897436095,7.641607196514446
S3346,2000,6.542948717948739,7.861407314202747
S3346,2001,6.595512820512842,7.816965308556212
S3346,2002,6.675641025641047,7.781570199819734
S3346,2003,6.780128205128227,7.899955906012142
S3346,2004,6.625641025641048,7.845249691172565
S3346,2005,6.715384615384638,7.965472677982238
S3346,2006,6.655769230769254,7.962988913500773
S3346,2007,6.555769230769253,7.837083071754115
S3346,2008,6.679487179487202,NA
S3346,2009,6.718589743589766,NA
S3346,2010,6.773076923076945,NA
S3346,2011,6.82371794871797,NA
S3346,2012,6.901282051282075,NA
S3346,2013,6.925240384615407,NA
S3346,2014,6.891742424242446,NA
S3346,2015,7.1657407407407625,NA
S3346,2016,7.305952380952403,NA
S3383,1983,NA,11.579485731858496
S3383,1984,NA,11.74080536671176
S3383,1985,NA,11.774600650102688
S3383,1986,NA,11.864645894368511
S3383,1987,9.889743589743611,11.88594149076024
S3383,1988,9.98269230769233,11.968643736227987
S3383,1989,10.027564102564124,12.04334157307945
S3383,1990,9.962820512820535,12.027106612767952
S3383,1991,10.021794871794896,12.070795068985399
S3383,1992,10.139743589743611,12.169501827924702
S3383,1993,10.295512820512844,12.307158797826546
S3383,1994,10.400000000000023,12.364234885191328
S3383,1995,10.43141025641028,12.369455738556711
S3383,1996,10.443589743589763,12.319566540840368
S3383,1997,10.442307692307716,12.299285262670296
S3383,1998,10.549358974358997,12.361242597531072
S3383,1999,10.60897435897438,12.451387806427809
S3383,2000,10.723076923076944,12.568520335662082
S3383,2001,10.744871794871816,12.55248002272388
S3383,2002,10.719871794871818,12.468307847243112
S3383,2003,10.801282051282074,12.528111149714563
S3383,2004,10.698076923076943,12.417990368248072
S3383,2005,10.744230769230793,12.430755129727473
S3383,2006,10.678846153846177,12.502796692318409
S3383,2007,10.627564102564126,12.425523013160364
S3383,2008,10.711538461538485,NA
S3383,2009,10.707692307692332,NA
S3383,2010,10.70641025641028,NA
S3383,2011,10.71666666666669,NA
S3383,2012,10.74487179487182,NA
S3383,2013,10.708360042735066,NA
S3383,2014,10.736212121212144,NA
S3383,2015,10.864872685185208,NA
S3383,2016,10.94404761904764,NA
S3410,1983,NA,6.747047972067831
S3410,1984,NA,6.80314632317961
S3410,1985,NA,6.7925876323993615
S3410,1986,NA,6.854095224233797
S3410,1987,5.980769230769253,6.837208048502627
S3410,1988,6.076282051282074,6.887515884790687
S3410,1989,6.082051282051305,6.859483533027867
S3410,1990,5.959615384615407,6.802604440542391
S3410,1991,5.975641025641048,6.821443371895055
S3410,1992,6.116025641025663,6.84810243264225
S3410,1993,6.248717948717971,6.912341347718873
S3410,1994,6.508333333333355,7.048080600836361
S3410,1995,6.50320512820515,7.075099025628528
S3410,1996,6.448717948717971,7.04249686216699
S3410,1997,6.348076923076945,7.011365998096978
S3410,1998,6.335897435897459,7.04176444029199
S3410,1999,6.303846153846176,7.078068425105191
S3410,2000,6.405769230769252,7.239792222243112
S3410,2001,6.45897435897438,7.268453314365508
S3410,2002,6.535897435897457,7.327362999549302
S3410,2003,6.637820512820533,7.390372603978889
S3410,2004,6.479487179487201,7.385030177515819
S3410,2005,6.567948717948739,7.409030521277248
S3410,2006,6.50897435897438,7.419989045461042
S3410,2007,6.411538461538482,7.435805620465983
S3410,2008,6.537179487179508,NA
S3410,2009,6.578846153846175,NA
S3410,2010,6.626282051282072,NA
S3410,2011,6.677564102564124,NA
S3410,2012,6.755128205128226,NA
S3410,2013,6.781891025641047,NA
S3410,2014,6.750530303030325,NA
S3410,2015,7.0280092592592815,NA
S3410,2016,7.170238095238117,NA
S3412,1983,NA,12.53221869835489
S3412,1984,NA,12.722747567983795
S3412,1985,NA,12.859567065116709
S3412,1986,NA,12.906169363168592
S3412,1987,14.48397435897438,12.977402868026363
S3412,1988,14.592307692307717,13.060576375325544
S3412,1989,14.600000000000025,13.034297414926405
S3412,1990,14.585256410256433,13.04772123679139
S3412,1991,14.702564102564123,13.15589783497348
S3412,1992,14.75641025641028,13.271348180526363
S3412,1993,14.810256410256434,13.34784851074221
S3412,1994,14.888461538461565,13.517434301131834
S3412,1995,14.937179487179511,13.53354895176034
S3412,1996,14.945512820512844,13.500049454126623
S3412,1997,14.986538461538483,13.590791712051804
S3412,1998,15.04487179487182,13.622105094714064
S3412,1999,15.064743589743614,13.680159505208357
S3412,2000,15.175000000000024,13.776297505696638
S3412,2001,15.1519230769231,13.780200038812122
S3412,2002,15.13589743589746,13.761080580491308
S3412,2003,15.24615384615387,13.865561812963264
S3412,2004,15.182692307692331,13.792352474245272
S3412,2005,15.283974358974382,13.77365188598635
S3412,2006,15.3269230769231,13.806227814709722
S3412,2007,15.275641025641049,13.628812226795038
S3412,2008,15.339743589743613,NA
S3412,2009,15.392307692307714,NA
S3412,2010,15.386538461538484,NA
S3412,2011,15.44871794871797,NA
S3412,2012,15.548717948717972,NA
S3412,2013,15.605689102564124,NA
S3412,2014,15.68848484848487,NA
S3412,2015,15.823263888888912,NA
S3412,2016,15.85357142857145,NA
S3430,1983,NA,11.290609076084255
S3430,1984,NA,11.419583599384037
S3430,1985,NA,11.51581921699722
S3430,1986,NA,11.541517169658976
S3430,1987,7.701282051282072,11.562522066556513
S3430,1988,7.7929487179487396,11.609621253380432
S3430,1989,7.7929487179487396,11.601381507286682
S3430,1990,7.748076923076945,11.603486828926306
S3430,1991,7.889102564102585,11.71986522185499
S3430,1992,7.941666666666689,11.770222355769253
S3430,1993,7.980128205128227,11.85794122157955
S3430,1994,8.0294871794872,11.927713599571838
S3430,1995,8.04423076923079,11.958161143767551
S3430,1996,8.02371794871797,11.955156922951746
S3430,1997,8.05897435897438,11.961885657677309
S3430,1998,8.110897435897458,11.917926064515749
S3430,1999,8.099358974358996,11.940193528395456
S3430,2000,8.188461538461562,12.023284481733295
S3430,2001,8.143589743589766,12.028661052997318
S3430,2002,8.117307692307715,12.017447994916887
S3430,2003,8.203846153846175,12.0268253032978
S3430,2004,8.09423076923079,11.927571673271007
S3430,2005,8.178846153846175,11.888188055789854
S3430,2006,8.205769230769253,11.876828041783108
S3430,2007,8.16217948717951,11.792919776553225
S3430,2008,8.217307692307713,NA
S3430,2009,8.282051282051302,NA
S3430,2010,8.19423076923079,NA
S3430,2011,8.237179487179509,NA
S3430,2012,8.331410256410278,NA
S3430,2013,8.357986111111131,NA
S3430,2014,8.423674242424262,NA
S3430,2015,8.538252314814834,NA
S3430,2016,8.53452380952383,NA
S3432,1983,NA,8.432757803109999
S3432,1984,NA,8.544106860038584
S3432,1985,NA,8.549626237918192
S3432,1986,NA,8.698981025891449
S3432,1987,7.232051282051306,8.744392355894453
S3432,1988,7.328846153846177,8.802215341421297
S3432,1989,7.343589743589767,8.841715260041088
S3432,1990,7.230128205128229,8.762898919521257
S3432,1991,7.250641025641049,8.772589424328949
S3432,1992,7.415384615384639,8.810124871669695
S3432,1993,7.567948717948741,8.875588402381332
S3432,1994,7.846153846153869,9.118734076084255
S3432,1995,7.824358974358997,9.088117120204853
S3432,1996,7.7891025641025875,9.063906703851185
S3432,1997,7.708333333333357,8.995007011217972
S3432,1998,7.723076923076946,8.990594482421898
S3432,1999,7.698076923076945,8.95502624511721
S3432,2000,7.796794871794893,9.06399101844203
S3432,2001,7.857051282051303,9.083426020695637
S3432,2002,7.939743589743611,9.138870787009235
S3432,2003,8.041666666666687,9.21235809326174
S3432,2004,7.848717948717969,9.12309405498018
S3432,2005,7.92371794871797,9.17108402830184
S3432,2006,7.85897435897438,9.176104252426736
S3432,2007,7.76346153846156,9.1731393723261
S3432,2008,7.900641025641046,NA
S3432,2009,7.921794871794892,NA
S3432,2010,7.966025641025661,NA
S3432,2011,7.991025641025661,NA
S3432,2012,8.056410256410278,NA
S3432,2013,8.068776709401728,NA
S3432,2014,8.009734848484868,NA
S3432,2015,8.307175925925947,NA
S3432,2016,8.454761904761924,NA
S3440,1983,NA,10.107278246757334
S3440,1984,NA,10.143396191719274
S3440,1985,NA,10.187985894618912
S3440,1986,NA,10.188093684269855
S3440,1987,12.28141025641028,10.212966292943731
S3440,1988,12.371794871794895,10.364255621494411
S3440,1989,12.380769230769252,10.362907957419392
S3440,1990,12.357051282051303,10.362315212151966
S3440,1991,12.483333333333356,10.50300672482224
S3440,1992,12.528205128205151,10.550864351712764
S3440,1993,12.564102564102589,10.59724011543472
S3440,1994,12.625641025641048,10.64012885460489
S3440,1995,12.641666666666689,10.66661341740537
S3440,1996,12.636538461538484,10.677650021284077
S3440,1997,12.66666666666669,10.739121226775364
S3440,1998,12.708974358974382,10.756940949268852
S3440,1999,12.698076923076943,10.782733975924002
S3440,2000,12.790384615384635,10.857012978578249
S3440,2001,12.748076923076946,10.756614059057014
S3440,2002,12.710897435897458,10.711139150766249
S3440,2003,12.801282051282074,10.754597747020256
S3440,2004,12.700641025641048,10.665485326652876
S3440,2005,12.79743589743592,10.673527099147009
S3440,2006,12.82371794871797,10.680246112964792
S3440,2007,12.78717948717951,10.603912789481049
S3440,2008,12.848076923076944,NA
S3440,2009,12.903846153846176,NA
S3440,2010,12.93717948717951,NA
S3440,2011,12.981410256410278,NA
S3440,2012,13.08846153846156,NA
S3440,2013,13.134294871794893,NA
S3440,2014,13.231174242424265,NA
S3440,2015,13.376678240740764,NA
S3440,2016,13.427380952380975,NA
S3450,1983,NA,9.260708696414286
S3450,1984,NA,9.355952688363905
S3450,1985,NA,9.444540522648762
S3450,1986,NA,9.45218439346707
S3450,1987,5.944871794871818,9.468468260153768
S3450,1988,6.05064102564105,9.523139523237202
S3450,1989,6.046153846153869,9.490352689302908
S3450,1990,5.989102564102587,9.507012548202146
S3450,1991,6.1455128205128435,9.592749727689323
S3450,1992,6.2006410256410485,9.616098609337463
S3450,1993,6.2416666666666885,9.698436013246218
S3450,1994,6.298717948717971,9.755327038887245
S3450,1995,6.303846153846176,9.774976837940727
S3450,1996,6.286538461538483,9.785876308343372
S3450,1997,6.324358974358995,9.833352856758337
S3450,1998,6.355769230769253,9.805983479817732
S3450,1999,6.323076923076944,9.820852778508137
S3450,2000,6.415384615384638,9.878176136505932
S3450,2001,6.369230769230792,9.885804552909676
S3450,2002,6.360256410256433,9.857977216671696
S3450,2003,6.450000000000023,9.88126643254209
S3450,2004,6.321153846153868,9.83280760773229
S3450,2005,6.425641025641048,9.817438634236677
S3450,2006,6.448076923076946,9.831688022613548
S3450,2007,6.403205128205151,9.717507571265834
S3450,2008,6.4788461538461775,NA
S3450,2009,6.542948717948742,NA
S3450,2010,6.485256410256434,NA
S3450,2011,6.536538461538485,NA
S3450,2012,6.657692307692331,NA
S3450,2013,6.685496794871818,NA
S3450,2014,6.761515151515175,NA
S3450,2015,6.9076967592592835,NA
S3450,2016,6.939285714285739,NA
S3473,1983,NA,11.579485731858496
S3473,1984,NA,11.74080536671176
S3473,1985,NA,11.774600650102688
S3473,1986,NA,11.864645894368511
S3473,1987,9.9269230769231,11.88594149076024
S3473,1988,10.019871794871818,11.968643736227987
S3473,1989,10.06666666666669,12.04334157307945
S3473,1990,10.003846153846178,12.027106612767952
S3473,1991,10.06089743589746,12.070795068985399
S3473,1992,10.178205128205152,12.169501827924702
S3473,1993,10.333974358974384,12.307158797826546
S3473,1994,10.437820512820537,12.364234885191328
S3473,1995,10.471794871794897,12.369455738556711
S3473,1996,10.483974358974384,12.319566540840368
S3473,1997,10.48141025641028,12.299285262670296
S3473,1998,10.585897435897458,12.361242597531072
S3473,1999,10.646153846153869,12.451387806427809
S3473,2000,10.762179487179507,12.568520335662082
S3473,2001,10.783974358974382,12.55248002272388
S3473,2002,10.755769230769255,12.468307847243112
S3473,2003,10.833974358974382,12.528111149714563
S3473,2004,10.732051282051303,12.417990368248072
S3473,2005,10.779487179487202,12.430755129727473
S3473,2006,10.714743589743613,12.502796692318409
S3473,2007,10.66346153846156,12.425523013160364
S3473,2008,10.74615384615387,NA
S3473,2009,10.742307692307715,NA
S3473,2010,10.742948717948742,NA
S3473,2011,10.754487179487205,NA
S3473,2012,10.782692307692331,NA
S3473,2013,10.745005341880365,NA
S3473,2014,10.773181818181843,NA
S3473,2015,10.903125000000024,NA
S3473,2016,10.983333333333356,NA
S3680,1983,NA,11.286829982659778
S3680,1984,NA,11.456515150803808
S3680,1985,NA,11.478027500250423
S3680,1986,NA,11.546266956818432
S3680,1987,9.832692307692332,11.587794142503029
S3680,1988,9.9269230769231,11.64378626896787
S3680,1989,9.972435897435922,11.726398526705252
S3680,1990,9.910256410256434,11.723201223520157
S3680,1991,9.968589743589767,11.757305008325844
S3680,1992,10.087820512820535,11.828220621744814
S3680,1993,10.244230769230793,11.952845607659778
S3680,1994,10.34743589743592,12.004567816318632
S3680,1995,10.37820512820515,12.029660699306412
S3680,1996,10.393589743589766,11.971493804149162
S3680,1997,10.39166666666669,11.928789539826244
S3680,1998,10.498076923076946,11.971955871582054
S3680,1999,10.557051282051306,12.075276066706753
S3680,2000,10.671794871794894,12.174658711751324
S3680,2001,10.692307692307716,12.15212343656102
S3680,2002,10.667307692307716,12.069009203788584
S3680,2003,10.745512820512843,12.11539240127957
S3680,2004,10.640384615384638,12.04619796622515
S3680,2005,10.687179487179511,12.083782369440277
S3680,2006,10.61987179487182,12.165464726200833
S3680,2007,10.567307692307716,12.122163027808805
S3680,2008,10.650641025641049,NA
S3680,2009,10.646153846153869,NA
S3680,2010,10.643589743589768,NA
S3680,2011,10.65512820512823,NA
S3680,2012,10.683333333333357,NA
S3680,2013,10.644684829059852,NA
S3680,2014,10.670340909090932,NA
S3680,2015,10.798611111111134,NA
S3680,2016,10.877380952380976,NA
S3715,1983,NA,12.43596586569764
S3715,1984,NA,12.574895379482196
S3715,1985,NA,12.694041677621716
S3715,1986,NA,12.774873938927309
S3715,1987,11.489102564102584,12.831607681665687
S3715,1988,11.58974358974361,12.847223291641647
S3715,1989,11.605769230769251,12.818359922751425
S3715,1990,11.594871794871816,12.836980340419696
S3715,1991,11.71794871794874,12.937531260955051
S3715,1992,11.790384615384635,12.97076588166068
S3715,1993,11.8769230769231,13.03960629976715
S3715,1994,11.9769230769231,13.055070691230991
S3715,1995,11.976282051282077,13.06129373403698
S3715,1996,11.958333333333355,13.010655095027063
S3715,1997,11.991025641025663,13.026773266914589
S3715,1998,12.035256410256435,12.998868267352789
S3715,1999,12.058974358974384,13.004298244378528
S3715,2000,12.15641025641028,13.038301086425804
S3715,2001,12.11410256410259,13.041971607697338
S3715,2002,12.06538461538464,12.997999298878227
S3715,2003,12.116025641025669,13.078416638496618
S3715,2004,11.991666666666692,12.97944599705886
S3715,2005,12.094230769230796,12.975420888264996
S3715,2006,12.070512820512846,13.052506648169649
S3715,2007,11.998717948717974,12.938093348911853
S3715,2008,12.080769230769256,NA
S3715,2009,12.101282051282077,NA
S3715,2010,12.073717948717974,NA
S3715,2011,12.108333333333356,NA
S3715,2012,12.216666666666692,NA
S3715,2013,12.25777243589746,NA
S3715,2014,12.340606060606085,NA
S3715,2015,12.47418981481484,NA
S3715,2016,12.525000000000023,NA
S3723,1983,NA,11.423350759652967
S3723,1984,NA,11.557916259765648
S3723,1985,NA,11.651235883663883
S3723,1986,NA,11.720898124499222
S3723,1987,10.224358974358998,11.782700132712362
S3723,1988,10.333333333333355,11.804051482371818
S3723,1989,10.349358974358998,11.774546461838964
S3723,1990,10.33012820512823,11.793030528533176
S3723,1991,10.467948717948742,11.881670986077747
S3723,1992,10.549358974359,11.92082953819864
S3723,1993,10.630769230769255,11.983302737505031
S3723,1994,10.73141025641028,12.017524875738705
S3723,1995,10.734615384615408,12.032754125350584
S3723,1996,10.729487179487204,12.00011870555391
S3723,1997,10.774358974358998,12.01974033453528
S3723,1998,10.816666666666691,12.002810512444936
S3723,1999,10.820512820512844,11.997964673164589
S3723,2000,10.916666666666693,12.036505244328447
S3723,2001,10.86987179487182,12.059607833471077
S3723,2002,10.832051282051308,12.03289028069914
S3723,2003,10.89743589743592,12.090540528908775
S3723,2004,10.76666666666669,12.013286233559654
S3723,2005,10.86538461538464,12.0041685971347
S3723,2006,10.853205128205152,12.059254158867752
S3723,2007,10.778846153846178,11.943309311639718
S3723,2008,10.873076923076946,NA
S3723,2009,10.902564102564126,NA
S3723,2010,10.869871794871818,NA
S3723,2011,10.91346153846156,NA
S3723,2012,11.033974358974382,NA
S3723,2013,11.085229700854722,NA
S3723,2014,11.171212121212143,NA
S3723,2015,11.322337962962983,NA
S3723,2016,11.377380952380973,NA
S374,1983,NA,8.80173253768532
S374,1984,NA,8.965218529334457
S374,1985,NA,9.025800812550102
S374,1986,NA,9.1856632330478991
S374,1987,7.400000000000023,9.206390537359798
S374,1988,7.513461538461561,9.264443187224582
S374,1989,7.535897435897458,9.30021174504209
S374,1990,7.412820512820535,9.25642469357224
S374,1991,7.408974358974381,9.310440219976986
S374,1992,7.540384615384638,9.391250375600984
S374,1993,7.66346153846156,9.469834313025864
S374,1994,7.9032051282051485,9.677193626990707
S374,1995,7.906410256410276,9.669895622057815
S374,1996,7.869230769230789,9.560010039500725
S374,1997,7.772435897435918,9.428526423527668
S374,1998,7.778846153846175,9.380336820162285
S374,1999,7.751282051282072,9.292226703350384
S374,2000,7.846153846153866,9.37849285419173
S374,2001,7.894871794871817,9.370401783478588
S374,2002,7.978846153846176,9.396072152944734
S374,2003,8.111538461538483,9.436887066180912
S374,2004,8.014743589743611,9.350634258628933
S374,2005,8.087820512820535,9.305576312903224
S374,2006,8.048076923076946,9.30005637628063
S374,2007,7.979487179487203,9.32662062872026
S374,2008,8.102564102564127,NA
S374,2009,8.14038461538464,NA
S374,2010,8.212820512820537,NA
S374,2011,8.275641025641049,NA
S374,2012,8.380128205128228,NA
S374,2013,8.430154914529936,NA
S374,2014,8.403674242424264,NA
S374,2015,8.664583333333354,NA
S374,2016,8.823809523809544,NA
S3782,1983,NA,14.483228986691229
S3782,1984,NA,14.625740012144451
S3782,1985,NA,14.64331715901695
S3782,1986,NA,14.607715078500624
S3782,1987,13.841025641025665,14.649088893792593
S3782,1988,13.92371794871797,14.750942680163284
S3782,1989,13.936538461538484,14.798042649489206
S3782,1990,13.930769230769254,14.728576425405672
S3782,1991,14.08141025641028,14.908514130421196
S3782,1992,14.141025641025664,14.984641598432514
S3782,1993,14.184615384615409,15.085156719501224
S3782,1994,14.226282051282077,15.163538575783775
S3782,1995,14.260256410256437,15.216642096103788
S3782,1996,14.2519230769231,15.155447505070637
S3782,1997,14.317948717948742,15.192458676069233
S3782,1998,14.383974358974385,15.262271939791187
