siteid,year,air,water
S10038,1996,4.828846153846177,6.49905450282955
S10038,1997,4.7660256410256645,6.488608492337763
S10038,1998,4.7750000000000234,6.501648888221177
S10038,1999,4.800641025641049,6.5302998078175305
S10038,2000,4.895512820512844,6.61137620974812
S10038,2001,4.9974358974359205,6.675730935121217
S10038,2002,5.067948717948741,6.67578805776745
S10038,2003,5.135256410256433,6.781715353941329
S10038,2004,4.99166666666669,6.821036104055574
S10038,2005,5.132051282051305,6.867335961081787
S10038,2006,5.092948717948741,6.852348723234977
S10038,2007,5.07243589743592,6.913745407831124
S10038,2008,5.207692307692331,NA
S10038,2009,5.335256410256433,NA
S10038,2010,5.382051282051305,NA
S10038,2011,5.394230769230792,NA
S10038,2012,5.426282051282073,NA
S10038,2013,5.428285256410279,NA
S10038,2014,5.401250000000022,NA
S10038,2015,5.6335648148148385,NA
S10038,2016,5.786904761904786,NA
S10203,1983,NA,14.122956848144554
S10203,1984,NA,14.080211111215467
S10203,1985,NA,14.205797205215868
S10203,1986,NA,14.297799095740707
S10203,1987,11.544230769230792,14.207300587189524
S10203,1988,11.56666666666669,14.245023248134538
S10203,1989,11.636538461538484,14.295438482822538
S10203,1990,11.554487179487204,14.20778006529199
S10203,1991,11.518589743589768,14.237175926795397
S10203,1992,11.70064102564105,14.344971055250925
S10203,1993,11.721794871794897,14.365811039851284
S10203,1994,11.639102564102588,14.30095375256663
S10203,1995,11.662820512820536,14.29075853396687
S10203,1996,11.787820512820536,14.295405813363905
S10203,1997,11.72115384615387,14.31477723732975
S10203,1998,11.696794871794896,14.312312551645157
S10203,1999,11.780128205128229,14.398653235802309
S10203,2000,11.95641025641028,14.57082499968702
S10203,2001,12.044230769230792,14.627610583183117
S10203,2002,12.00897435897438,14.585461895282474
S10203,2003,12.076282051282073,14.551060368464563
S10203,2004,12.16666666666669,14.585431328797974
S10203,2005,12.120512820512843,14.525491795395382
S10203,2006,12.268589743589768,14.488823650501416
S10203,2007,12.23717948717951,14.513303556896414
S10203,2008,12.10064102564105,NA
S10203,2009,12.155128205128229,NA
S10203,2010,12.333333333333355,NA
S10203,2011,12.427564102564128,NA
S10203,2012,12.38910256410259,NA
S10203,2013,12.2689636752137,NA
S10203,2014,12.393863636363662,NA
S10203,2015,12.476678240740767,NA
S10203,2016,12.2261904761905,NA
S1026,1983,NA,8.313223775227888
S1026,1984,NA,8.421599324544294
S1026,1985,NA,8.451946512858095
S1026,1986,NA,8.554901279547298
S1026,1987,6.672435897435921,8.55939870981072
S1026,1988,6.782692307692331,8.59850248679139
S1026,1989,6.803205128205152,8.631055157001224
S1026,1990,6.682692307692332,8.5945500691732
S1026,1991,6.679487179487205,8.587289624336462
S1026,1992,6.81410256410259,8.66436704977967
S1026,1993,6.948076923076949,8.728873776166889
S1026,1994,7.203205128205154,8.895272044646457
S1026,1995,7.198717948717975,8.890780091897058
S1026,1996,7.162179487179513,8.826252042330252
S1026,1997,7.071794871794896,8.749719629532274
S1026,1998,7.078205128205153,8.71306117131162
S1026,1999,7.055769230769256,8.68280475323019
S1026,2000,7.151923076923102,8.753113731971176
S1026,2001,7.20961538461541,8.722881767077347
S1026,2002,7.301282051282077,8.745987290602487
S1026,2003,7.445512820512846,8.794836738782074
S1026,2004,7.333974358974384,8.75539971376079
S1026,2005,7.420512820512846,8.731495296593891
S1026,2006,7.366666666666692,8.713996717664953
S1026,2007,7.287179487179512,8.73737487792971
S1026,2008,7.425641025641049,NA
S1026,2009,7.454487179487202,NA
S1026,2010,7.523076923076947,NA
S1026,2011,7.580769230769255,NA
S1026,2012,7.688461538461562,NA
S1026,2013,7.7354433760684,NA
S1026,2014,7.692537878787903,NA
S1026,2015,7.950810185185208,NA
S1026,2016,8.123809523809546,NA
S1029,1983,NA,8.403102542192531
S1029,1984,NA,8.514586580716669
S1029,1985,NA,8.544093948755531
S1029,1986,NA,8.64135640462242
S1029,1987,6.812179487179508,8.64146419427336
S1029,1988,6.92500000000002,8.675818184094574
S1029,1989,6.946794871794892,8.709312399839765
S1029,1990,6.8243589743589945,8.674280176407274
S1029,1991,6.819230769230789,8.66004822559848
S1029,1992,6.955128205128225,8.737180817432915
S1029,1993,7.0878205128205325,8.802163109412582
S1029,1994,7.344230769230791,8.970632073818132
S1029,1995,7.340384615384636,8.967383516751825
S1029,1996,7.302564102564124,8.904659329927908
S1029,1997,7.207692307692328,8.83122269068011
S1029,1998,7.214743589743611,8.796805318196638
S1029,1999,7.193589743589764,8.773572051219475
S1029,2000,7.292307692307714,8.843994101499922
S1029,2001,7.348717948717971,8.81498968662362
S1029,2002,7.442307692307714,8.837891172751425
S1029,2003,7.589743589743611,8.887641476362202
S1029,2004,7.476282051282072,8.855576500525864
S1029,2005,7.560897435897457,8.829740963560184
S1029,2006,7.510256410256432,8.812301837073456
S1029,2007,7.433333333333354,8.839666166759695
S1029,2008,7.571794871794893,NA
S1029,2009,7.600000000000021,NA
S1029,2010,7.675641025641047,NA
S1029,2011,7.73397435897438,NA
S1029,2012,7.8391025641025855,NA
S1029,2013,7.884107905982927,NA
S1029,2014,7.838143939393961,NA
S1029,2015,8.099884259259282,NA
S1029,2016,8.27261904761907,NA
S1031,1983,NA,8.403102542192531
S1031,1984,NA,8.514586580716669
S1031,1985,NA,8.544093948755531
S1031,1986,NA,8.64135640462242
S1031,1987,6.812179487179508,8.64146419427336
S1031,1988,6.92500000000002,8.675818184094574
S1031,1989,6.946794871794892,8.709312399839765
S1031,1990,6.8243589743589945,8.674280176407274
S1031,1991,6.819230769230789,8.66004822559848
S1031,1992,6.955128205128225,8.737180817432915
S1031,1993,7.0878205128205325,8.802163109412582
S1031,1994,7.344230769230791,8.970632073818132
S1031,1995,7.340384615384636,8.967383516751825
S1031,1996,7.302564102564124,8.904659329927908
S1031,1997,7.207692307692328,8.83122269068011
S1031,1998,7.214743589743611,8.796805318196638
S1031,1999,7.193589743589764,8.773572051219475
S1031,2000,7.292307692307714,8.843994101499922
S1031,2001,7.348717948717971,8.81498968662362
S1031,2002,7.442307692307714,8.837891172751425
S1031,2003,7.589743589743611,8.887641476362202
S1031,2004,7.476282051282072,8.855576500525864
S1031,2005,7.560897435897457,8.829740963560184
S1031,2006,7.510256410256432,8.812301837073456
S1031,2007,7.433333333333354,8.839666166759695
S1031,2008,7.571794871794893,NA
S1031,2009,7.600000000000021,NA
S1031,2010,7.675641025641047,NA
S1031,2011,7.73397435897438,NA
S1031,2012,7.8391025641025855,NA
S1031,2013,7.884107905982927,NA
S1031,2014,7.838143939393961,NA
S1031,2015,8.099884259259282,NA
S1031,2016,8.27261904761907,NA
S10328,1983,NA,13.7491157336113
S10328,1984,NA,13.697944601988205
S10328,1985,NA,13.836769651755333
S10328,1986,NA,13.940659703963863
S10328,1987,11.22243589743592,13.862265132023762
S10328,1988,11.251282051282072,13.892359180939524
S10328,1989,11.3269230769231,13.944873672876623
S10328,1990,11.236538461538483,13.854917046962663
S10328,1991,11.199358974358995,13.877854528182615
S10328,1992,11.389743589743611,13.990785999787182
S10328,1993,11.414743589743612,14.012268222906672
S10328,1994,11.335256410256433,13.957006953312824
S10328,1995,11.364102564102586,13.953168976612602
S10328,1996,11.492307692307714,13.968845621744814
S10328,1997,11.423076923076945,13.990880095653068
S10328,1998,11.389102564102586,13.975545990772758
S10328,1999,11.469871794871818,14.069949184319936
S10328,2000,11.63397435897438,14.23308031131062
S10328,2001,11.71346153846156,14.288140282264145
S10328,2002,11.6769230769231,14.266581960824842
S10328,2003,11.744871794871816,14.228354977338764
S10328,2004,11.844871794871818,14.264715595734447
S10328,2005,11.789743589743612,14.206217771587973
S10328,2006,11.919230769230792,14.156183797341829
S10328,2007,11.887820512820536,14.17670593261721
S10328,2008,11.742307692307714,NA
S10328,2009,11.790384615384635,NA
S10328,2010,11.962820512820535,NA
S10328,2011,12.057051282051304,NA
S10328,2012,12.01794871794874,NA
S10328,2013,11.90681089743592,NA
S10328,2014,12.02636363636366,NA
S10328,2015,12.083159722222245,NA
S10328,2016,11.845238095238116,NA
S1034,1983,NA,11.46717713184848
S1034,1984,NA,11.609175031613104
S1034,1985,NA,11.646586648011844
S1034,1986,NA,11.726902653620815
S1034,1987,10.219871794871818,11.750309049166187
S1034,1988,10.31794871794874,11.84945479172929
S1034,1989,10.369871794871816,11.95668143247949
S1034,1990,10.3044871794872,11.951377047025264
S1034,1991,10.368589743589764,12.025149770883436
S1034,1992,10.489102564102584,12.12401283459788
S1034,1993,10.646794871794892,12.255460455478788
S1034,1994,10.7544871794872,12.336636235163784
S1034,1995,10.785897435897455,12.342973914513244
S1034,1996,10.800641025641047,12.291940698868212
S1034,1997,10.799358974358997,12.284691404685018
S1034,1998,10.9044871794872,12.345635595077146
S1034,1999,10.960256410256433,12.43084869384768
S1034,2000,11.073717948717972,12.536187548515146
S1034,2001,11.09294871794874,12.526587031437824
S1034,2002,11.06794871794874,12.418155337602688
S1034,2003,11.160256410256432,12.463604814578348
S1034,2004,11.05769230769233,12.355606863233804
S1034,2005,11.1044871794872,12.357039075909263
S1034,2006,11.041025641025664,12.423673371915488
S1034,2007,10.983333333333356,12.330432056245373
S1034,2008,11.074358974358995,NA
S1034,2009,11.06794871794874,NA
S1034,2010,11.07243589743592,NA
S1034,2011,11.090384615384636,NA
S1034,2012,11.130769230769252,NA
S1034,2013,11.09866452991455,NA
S1034,2014,11.11939393939396,NA
S1034,2015,11.252777777777798,NA
S1034,2016,11.332142857142877,NA
S1038,1983,NA,8.313223775227888
S1038,1984,NA,8.421599324544294
S1038,1985,NA,8.451946512858095
S1038,1986,NA,8.554901279547298
S1038,1987,6.632051282051306,8.55939870981072
S1038,1988,6.743589743589766,8.59850248679139
S1038,1989,6.764102564102586,8.631055157001224
S1038,1990,6.643589743589767,8.5945500691732
S1038,1991,6.639743589743612,8.587289624336462
S1038,1992,6.7750000000000234,8.66436704977967
S1038,1993,6.907692307692331,8.728873776166889
S1038,1994,7.160256410256433,8.895272044646457
S1038,1995,7.157051282051305,8.890780091897058
S1038,1996,7.1217948717948945,8.826252042330252
S1038,1997,7.0294871794872025,8.749719629532274
S1038,1998,7.035897435897459,8.71306117131162
S1038,1999,7.011538461538485,8.68280475323019
S1038,2000,7.110256410256433,8.753113731971176
S1038,2001,7.16666666666669,8.722881767077347
S1038,2002,7.258333333333356,8.745987290602487
S1038,2003,7.4019230769231,8.794836738782074
S1038,2004,7.288461538461562,8.75539971376079
S1038,2005,7.374358974358998,8.731495296593891
S1038,2006,7.320512820512844,8.713996717664953
S1038,2007,7.242948717948741,8.73737487792971
S1038,2008,7.380769230769254,NA
S1038,2009,7.409615384615408,NA
S1038,2010,7.478205128205153,NA
S1038,2011,7.53461538461541,NA
S1038,2012,7.642948717948743,NA
S1038,2013,7.686752136752162,NA
S1038,2014,7.641742424242449,NA
S1038,2015,7.900752314814839,NA
S1038,2016,8.075000000000024,NA
S1041,1983,NA,8.565528634878328
S1041,1984,NA,8.689426480806814
S1041,1985,NA,8.720903993264246
S1041,1986,NA,8.820347086588564
S1041,1987,7.225000000000021,8.822359681740808
S1041,1988,7.335897435897457,8.85203763521637
S1041,1989,7.357692307692329,8.886477309006933
S1041,1990,7.234615384615405,8.85190108861681
S1041,1991,7.230769230769252,8.83420813144784
S1041,1992,7.365384615384636,8.915368261092771
S1041,1993,7.5012820512820735,8.983301368126526
S1041,1994,7.755128205128227,9.15811212001705
S1041,1995,7.748717948717972,9.157957380245916
S1041,1996,7.712820512820536,9.088252297425903
S1041,1997,7.619230769230792,9.013003774789686
S1041,1998,7.628205128205151,8.981738124749622
S1041,1999,7.604487179487203,8.965164927947239
S1041,2000,7.703205128205151,9.032297144180712
S1041,2001,7.757051282051306,9.008870207957756
S1041,2002,7.851282051282076,9.031568243564726
S1041,2003,8.000000000000025,9.08535117124902
S1041,2004,7.884615384615409,9.058728341974788
S1041,2005,7.969871794871819,9.030852589462764
S1041,2006,7.917948717948743,9.015515051947723
S1041,2007,7.842948717948742,9.051309204101583
S1041,2008,7.98141025641028,NA
S1041,2009,8.00641025641028,NA
S1041,2010,8.082692307692332,NA
S1041,2011,8.13589743589746,NA
S1041,2012,8.24038461538464,NA
S1041,2013,8.28413461538464,NA
S1041,2014,8.23571969696972,NA
S1041,2015,8.496990740740763,NA
S1041,2016,8.667857142857164,NA
S10458,1983,NA,16.507668089255333
S10458,1984,NA,16.546228027343773
S10458,1985,NA,16.726526465782776
S10458,1986,NA,16.84612700633516
S10458,1987,14.19743589743592,16.706502239520756
S10458,1988,14.2519230769231,16.706771224584358
S10458,1989,14.32243589743592,16.798301657652267
S10458,1990,14.303846153846177,16.761959134615406
S10458,1991,14.285256410256434,16.798562817695835
S10458,1992,14.45064102564105,16.929675918970375
S10458,1993,14.49743589743592,16.969895935058616
S10458,1994,14.450000000000022,16.967269662710358
S10458,1995,14.500641025641048,16.95760615422178
S10458,1996,14.602564102564124,16.97512872157955
S10458,1997,14.525641025641049,16.922665483523662
S10458,1998,14.493589743589768,16.871244929387043
S10458,1999,14.562820512820537,16.926710432003727
S10458,2000,14.675000000000022,17.127481079101585
S10458,2001,14.737820512820534,17.227583234738102
S10458,2002,14.707692307692328,17.163185863005832
S10458,2003,14.769871794871817,17.166665845039585
S10458,2004,14.8794871794872,17.223028763339073
S10458,2005,14.850641025641046,17.163595430778756
S10458,2006,14.950641025641048,17.139709797611964
S10458,2007,14.909615384615408,17.159458778018067
S10458,2008,14.782051282051304,NA
S10458,2009,14.793589743589765,NA
S10458,2010,14.91794871794874,NA
S10458,2011,15.011538461538482,NA
S10458,2012,14.984615384615406,NA
S10458,2013,14.923210470085492,NA
S10458,2014,14.975871212121234,NA
S10458,2015,14.975520833333356,NA
S10458,2016,14.7261904761905,NA
S1054,1983,NA,8.417036359738104
S1054,1984,NA,8.500351304274362
S1054,1985,NA,8.515225884853288
S1054,1986,NA,8.57574635041068
S1054,1987,6.5987179487179715,8.547480813050905
S1054,1988,6.7096153846154065,8.572200442583156
S1054,1989,6.72820512820515,8.599629485301506
S1054,1990,6.607051282051303,8.574595289963964
S1054,1991,6.603846153846176,8.55079294840497
S1054,1992,6.739102564102586,8.615948564578348
S1054,1993,6.872435897435919,8.647630701309618
S1054,1994,7.124358974358995,8.771767601600082
S1054,1995,7.11923076923079,8.78081234662963
S1054,1996,7.08397435897438,8.746397126026665
S1054,1997,6.994230769230791,8.708423673189627
S1054,1998,7.000000000000022,8.671114760178808
S1054,1999,6.977564102564124,8.664145992963764
S1054,2000,7.07371794871797,8.736812258989406
S1054,2001,7.130128205128226,8.69736261612332
S1054,2002,7.221153846153869,8.710774504832756
S1054,2003,7.364743589743614,8.764967072315727
S1054,2004,7.251282051282075,8.756005647447397
S1054,2005,7.339743589743613,8.747452233054442
S1054,2006,7.28589743589746,8.731057898203556
S1054,2007,7.208974358974383,8.74483824230378
S1054,2008,7.348717948717973,NA
S1054,2009,7.376282051282076,NA
S1054,2010,7.441666666666691,NA
S1054,2011,7.500000000000025,NA
S1054,2012,7.608333333333358,NA
S1054,2013,7.655448717948744,NA
S1054,2014,7.612765151515176,NA
S1054,2015,7.870312500000024,NA
S1054,2016,8.041666666666691,NA
S10580,1983,NA,16.476192533052906
S10580,1984,NA,16.518000636956653
S10580,1985,NA,16.698864237467472
S10580,1986,NA,16.818776800693634
S10580,1987,14.168589743589768,16.680677130283478
S10580,1988,14.22564102564105,16.683284622583656
S10580,1989,14.298076923076948,16.77490660838594
S10580,1990,14.278846153846178,16.73739209297378
S10580,1991,14.26089743589746,16.774493056077247
S10580,1992,14.427564102564128,16.90647649520485
S10580,1993,14.475000000000025,16.946824059119614
S10580,1994,14.4269230769231,16.943231201171898
S10580,1995,14.479487179487204,16.93235794458636
S10580,1996,14.582051282051305,16.949581009302406
S10580,1997,14.503846153846176,16.89631824982474
S10580,1998,14.470512820512845,16.84419833452276
S10580,1999,14.54038461538464,16.89998974922378
S10580,2000,14.655769230769252,17.100667474208755
S10580,2001,14.716666666666688,17.200222856570537
S10580,2002,14.68269230769233,17.13663283128007
S10580,2003,14.743589743589766,17.140854820838364
S10580,2004,14.8544871794872,17.196626640385055
S10580,2005,14.824358974358995,17.13656641642255
S10580,2006,14.925641025641047,17.113193995864325
S10580,2007,14.884615384615408,17.1333440871466
S10580,2008,14.753846153846178,NA
S10580,2009,14.76346153846156,NA
S10580,2010,14.88717948717951,NA
S10580,2011,14.980128205128228,NA
S10580,2012,14.955769230769254,NA
S10580,2013,14.89121260683763,NA
S10580,2014,14.947727272727295,NA
S10580,2015,14.947627314814838,NA
S10580,2016,14.696428571428594,NA
S1060,1983,NA,8.245229828663383
S1060,1984,NA,8.32127630771737
S1060,1985,NA,8.34438906938604
S1060,1986,NA,8.385847981770857
S1060,1987,7.018589743589769,8.354379663711962
S1060,1988,7.130769230769255,8.37237251477366
S1060,1989,7.1512820512820765,8.387623283190628
S1060,1990,7.029487179487203,8.385210047012743
S1060,1991,7.021794871794895,8.35997279240537
S1060,1992,7.156410256410279,8.422584103315327
S1060,1993,7.290384615384639,8.451748344225784
S1060,1994,7.546153846153869,8.55825860439205
S1060,1995,7.539102564102586,8.580202894944433
S1060,1996,7.502564102564125,8.552886923765547
S1060,1997,7.409615384615407,8.52380308493592
S1060,1998,7.418589743589766,8.486638543544695
S1060,1999,7.394871794871817,8.494539661896557
S1060,2000,7.491666666666688,8.554725999098581
S1060,2001,7.547435897435918,8.524426543406975
S1060,2002,7.639743589743611,8.54236285869894
S1060,2003,7.786538461538484,8.588930726662683
S1060,2004,7.673076923076947,8.579162346603546
S1060,2005,7.760897435897459,8.57233810424807
S1060,2006,7.708333333333356,8.550797028011768
S1060,2007,7.63141025641028,8.555442519415015
S1060,2008,7.773076923076946,NA
S1060,2009,7.7980769230769456,NA
S1060,2010,7.871794871794894,NA
S1060,2011,7.926282051282073,NA
S1060,2012,8.032692307692331,NA
S1060,2013,8.0777777777778,NA
S1060,2014,8.03098484848487,NA
S1060,2015,8.289988425925948,NA
S1060,2016,8.460714285714307,NA
S1065,1983,NA,8.30681058443512
S1065,1984,NA,8.385639249361502
S1065,1985,NA,8.405750724596878
S1065,1986,NA,8.448946008926805
S1065,1987,6.425000000000021,8.417356011806413
S1065,1988,6.535256410256431,8.436120801094274
S1065,1989,6.557051282051303,8.452047259991009
S1065,1990,6.437820512820533,8.445628591684217
S1065,1991,6.43397435897438,8.420729964818733
S1065,1992,6.567948717948739,8.481528218587263
S1065,1993,6.7000000000000215,8.509905458107996
S1065,1994,6.954487179487201,8.618950046637142
S1065,1995,6.950000000000022,8.638797818697439
S1065,1996,6.912820512820535,8.607862580128227
S1065,1997,6.82243589743592,8.573382020607996
S1065,1998,6.8269230769231,8.535549809382534
S1065,1999,6.803205128205151,8.542491580278469
S1065,2000,6.901282051282074,8.605530332907675
S1065,2001,6.957051282051305,8.569417474208757
S1065,2002,7.044230769230792,8.585716208433515
S1065,2003,7.183333333333357,8.632536628918793
S1065,2004,7.071794871794895,8.621334656283409
S1065,2005,7.160897435897459,8.61515263644134
S1065,2006,7.106410256410279,8.592433088797133
S1065,2007,7.0269230769231,8.598996916271414
S1065,2008,7.166025641025664,NA
S1065,2009,7.196153846153868,NA
S1065,2010,7.257051282051305,NA
S1065,2011,7.3160256410256626,NA
S1065,2012,7.424358974358997,NA
S1065,2013,7.470112179487201,NA
S1065,2014,7.430303030303053,NA
S1065,2015,7.685474537037059,NA
S1065,2016,7.855952380952404,NA
S10806,1983,NA,16.507668089255333
S10806,1984,NA,16.546228027343773
S10806,1985,NA,16.726526465782776
S10806,1986,NA,16.84612700633516
S10806,1987,14.120512820512843,16.706502239520756
S10806,1988,14.173076923076946,16.706771224584358
S10806,1989,14.239102564102588,16.798301657652267
S10806,1990,14.226282051282071,16.761959134615406
S10806,1991,14.204487179487202,16.798562817695835
S10806,1992,14.367307692307714,16.929675918970375
S10806,1993,14.41346153846156,16.969895935058616
S10806,1994,14.371153846153868,16.967269662710358
S10806,1995,14.42371794871797,16.95760615422178
S10806,1996,14.521794871794892,16.97512872157955
S10806,1997,14.443589743589763,16.922665483523662
S10806,1998,14.415384615384635,16.871244929387043
S10806,1999,14.486538461538483,16.926710432003727
S10806,2000,14.59423076923079,17.127481079101585
S10806,2001,14.660256410256432,17.227583234738102
S10806,2002,14.634615384615406,17.163185863005832
S10806,2003,14.69423076923079,17.166665845039585
S10806,2004,14.808333333333357,17.223028763339073
S10806,2005,14.780769230769254,17.163595430778756
S10806,2006,14.87820512820515,17.139709797611964
S10806,2007,14.836538461538485,17.159458778018067
S10806,2008,14.71346153846156,NA
S10806,2009,14.728846153846176,NA
S10806,2010,14.848076923076947,NA
S10806,2011,14.936538461538484,NA
S10806,2012,14.914102564102588,NA
S10806,2013,14.854887820512843,NA
S10806,2014,14.90564393939396,NA
S10806,2015,14.903935185185205,NA
S10806,2016,14.661904761904784,NA
S1081,1983,NA,8.192166411571037
S1081,1984,NA,8.268147160456753
S1081,1985,NA,8.29253090100413
S1081,1986,NA,8.33453541291068
S1081,1987,6.6961538461538685,8.305298594939426
S1081,1988,6.8070512820513045,8.32136903420475
S1081,1989,6.8269230769231,8.3363713582357
S1081,1990,6.707051282051305,8.337648792755932
S1081,1991,6.700641025641049,8.310601024138645
S1081,1992,6.837179487179511,8.371500416291088
S1081,1993,6.970512820512844,8.40075386242991
S1081,1994,7.223076923076946,8.502463668432014
S1081,1995,7.218589743589767,8.522798743614807
S1081,1996,7.180769230769256,8.49763621794874
S1081,1997,7.091025641025665,8.46901777218552
S1081,1998,7.097435897435921,8.435695902506533
S1081,1999,7.074358974358999,8.442274983723982
S1081,2000,7.17115384615387,8.49957232353017
S1081,2001,7.228205128205152,8.47613697541068
S1081,2002,7.319230769230793,8.494711421086262
S1081,2003,7.462179487179511,8.532137122521057
S1081,2004,7.349358974358998,8.527602401146545
S1081,2005,7.436538461538484,8.519695663452172
S1081,2006,7.384615384615407,8.501056660546219
S1081,2007,7.307692307692331,8.5040716262091
S1081,2008,7.446794871794893,NA
S1081,2009,7.475641025641047,NA
S1081,2010,7.540384615384637,NA
S1081,2011,7.597435897435919,NA
S1081,2012,7.7044871794872,NA
S1081,2013,7.751442307692329,NA
S1081,2014,7.707196969696991,NA
S1081,2015,7.964467592592613,NA
S1081,2016,8.13452380952383,NA
S1087,1983,NA,11.46717713184848
S1087,1984,NA,11.609175031613104
S1087,1985,NA,11.646586648011844
S1087,1986,NA,11.726902653620815
S1087,1987,10.209615384615407,11.750309049166187
S1087,1988,10.307051282051304,11.84945479172929
S1087,1989,10.359615384615408,11.95668143247949
S1087,1990,10.295512820512842,11.951377047025264
S1087,1991,10.359615384615408,12.025149770883436
S1087,1992,10.481410256410278,12.12401283459788
S1087,1993,10.639102564102586,12.255460455478788
S1087,1994,10.744871794871816,12.336636235163784
S1087,1995,10.776282051282074,12.342973914513244
S1087,1996,10.791025641025664,12.291940698868212
S1087,1997,10.789102564102588,12.284691404685018
S1087,1998,10.893589743589766,12.345635595077146
S1087,1999,10.950000000000022,12.43084869384768
S1087,2000,11.064743589743614,12.536187548515146
S1087,2001,11.084615384615407,12.526587031437824
S1087,2002,11.059615384615409,12.418155337602688
S1087,2003,11.1519230769231,12.463604814578348
S1087,2004,11.050641025641047,12.355606863233804
S1087,2005,11.098076923076944,12.357039075909263
S1087,2006,11.03269230769233,12.423673371915488
S1087,2007,10.976923076923098,12.330432056245373
S1087,2008,11.068589743589763,NA
S1087,2009,11.061538461538484,NA
S1087,2010,11.06474358974361,NA
S1087,2011,11.083333333333352,NA
S1087,2012,11.12371794871797,NA
S1087,2013,11.09099893162395,NA
S1087,2014,11.11064393939396,NA
S1087,2015,11.240972222222242,NA
S1087,2016,11.322619047619066,NA
S10918,1983,NA,17.023670646471878
S10918,1984,NA,16.946884703024864
S10918,1985,NA,17.032305360451744
S10918,1986,NA,17.149495207957756
S10918,1987,14.269871794871817,17.085574771196438
S10918,1988,14.322435897435918,17.152907699193733
S10918,1989,14.389743589743611,17.209121273725483
S10918,1990,14.376282051282072,17.209151008801605
S10918,1991,14.357051282051303,17.18336541591549
S10918,1992,14.519230769230791,17.29337991567761
S10918,1993,14.567307692307716,17.298652805426205
S10918,1994,14.520512820512844,17.266300260103687
S10918,1995,14.573076923076949,17.34908369015427
S10918,1996,14.671794871794896,17.40887388571717
S10918,1997,14.592948717948742,17.391245484963463
S10918,1998,14.564743589743614,17.400657419058014
S10918,1999,14.63397435897438,17.459927250788784
S10918,2000,14.744871794871818,17.569677851750324
S10918,2001,14.808974358974382,17.63714771759818
S10918,2002,14.783333333333356,17.534719966008137
S10918,2003,14.843589743589764,17.573280882224083
S10918,2004,14.954487179487202,17.70810097262393
S10918,2005,14.926282051282074,17.70027005744705
S10918,2006,15.025641025641049,17.709855916765022
S10918,2007,14.985256410256431,17.860338192894368
S10918,2008,14.85897435897438,NA
S10918,2009,14.874358974358996,NA
S10918,2010,14.999358974358998,NA
S10918,2011,15.089102564102586,NA
S10918,2012,15.06217948717951,NA
S10918,2013,15.000213675213695,NA
S10918,2014,15.053257575757598,NA
S10918,2015,15.051504629629653,NA
S10918,2016,14.804761904761929,NA
S1095,1983,NA,13.244630432128927
S1095,1984,NA,13.429314598670397
S1095,1985,NA,13.487375464806211
S1095,1986,NA,13.483095374474182
S1095,1987,13.41987179487182,13.488615926106794
S1095,1988,13.475000000000025,13.511130269368511
S1095,1989,13.528205128205151,13.559827520908476
S1095,1990,13.539743589743612,13.589670582306711
S1095,1991,13.690384615384636,13.710378558819134
S1095,1992,13.748076923076946,13.756822400215368
S1095,1993,13.823076923076943,13.791848168006332
S1095,1994,13.84871794871797,13.81616598275994
S1095,1995,13.87243589743592,13.87993070162262
S1095,1996,13.84487179487182,13.83798037797979
