"sYNGEO_ID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
241,0.734090909090909,-0.299242424242424,-0.224242424242426,0.192424242424241,0.142424242424241,-0.299242424242424,0.375757575757575,-0.965909090909092,1.00909090909091,0.0507575757575758,-0.715909090909092
242,0.720454545454547,-0.279545454545453,-0.237878787878785,0.262121212121215,0.0537878787878832,-0.354545454545455,0.42878787878788,-0.954545454545453,0.995454545454546,0.0621212121212125,-0.696212121212122
249,0.718939393939394,-0.297727272727276,-0.231060606060609,0.218939393939394,0.110606060606063,-0.314393939393939,0.402272727272727,-0.947727272727272,1.00227272727273,0.0356060606060602,-0.697727272727272
360,0.745454545454546,-0.321212121212119,-0.204545454545453,0.228787878787879,0.287121212121212,-0.179545454545456,0.312121212121212,-1.07954545454545,0.953787878787882,0.0287878787878775,-0.771212121212123
361,0.728030303030302,-0.296969696969699,-0.221969696969698,0.186363636363637,0.161363636363639,-0.280303030303031,0.361363636363635,-0.988636363636363,1.0030303030303,0.0530303030303045,-0.705303030303032
400,0.485606060606059,-0.372727272727271,-0.539393939393936,0.452272727272728,0.118939393939392,-0.256060606060604,0.527272727272727,-0.897727272727273,0.893939393939394,0.210606060606061,-0.622727272727271
405,0.499242424242425,-0.367424242424242,-0.584090909090907,0.449242424242424,0.0909090909090935,-0.242424242424239,0.499242424242425,-0.884090909090908,0.924242424242426,0.207575757575757,-0.59242424242424
407,0.484090909090909,-0.382575757575758,-0.549242424242429,0.459090909090907,0.0924242424242401,-0.240909090909092,0.517424242424241,-0.882575757575758,0.917424242424243,0.200757575757574,-0.615909090909096
408,0.521969696969691,-0.361363636363635,-0.594696969696972,0.43030303030303,0.0636363636363626,-0.253030303030307,0.521969696969698,-0.861363636363638,0.93030303030303,0.213636363636361,-0.611363636363638
623,0.515151515151517,-0.326515151515151,-0.484848484848484,0.381818181818183,0.315151515151516,-0.27651515151515,0.398484848484848,-0.943181818181818,0.715151515151517,0.22348484848485,-0.518181818181818
627,0.446212121212124,-0.362121212121213,-0.670454545454547,0.44621212121212,0.254545454545454,-0.195454545454545,0.454545454545453,-0.895454545454545,0.754545454545454,0.262878787878787,-0.495454545454546
628,0.441666666666666,-0.341666666666665,-0.641666666666666,0.433333333333334,0.225000000000001,-0.191666666666666,0.475000000000001,-0.908333333333331,0.758333333333336,0.258333333333336,-0.508333333333333
630,0.465909090909093,-0.367424242424242,-0.617424242424242,0.457575757575757,0.149242424242427,-0.200757575757574,0.499242424242425,-0.925757575757572,0.857575757575759,0.240909090909092,-0.559090909090905
634,0.474242424242423,-0.334090909090911,-0.617424242424242,0.474242424242423,0.149242424242424,-0.234090909090906,0.482575757575759,-0.942424242424241,0.857575757575759,0.249242424242425,-0.559090909090909
635,0.498484848484848,-0.351515151515152,-0.559848484848482,0.415151515151514,0.315151515151516,-0.25151515151515,0.423484848484851,-0.884848484848485,0.690151515151516,0.22348484848485,-0.518181818181818
641,0.471212121212119,-0.345454545454547,-0.587121212121215,0.437878787878788,0.296212121212122,-0.23712121212121,0.44621212121212,-0.903787878787877,0.721212121212119,0.229545454545455,-0.528787878787877
649,0.63712121212121,-0.296212121212122,-0.437878787878789,0.353787878787879,0.228787878787882,-0.304545454545455,0.437121212121211,-0.954545454545455,0.778787878787877,0.145454545454545,-0.58787878787879
650,0.545454545454547,-0.337878787878788,-0.462878787878788,0.387121212121212,0.22878787878788,-0.304545454545455,0.445454545454545,-0.904545454545454,0.78712121212121,0.212121212121213,-0.596212121212123
651,0.690909090909091,-0.292424242424241,-0.242424242424242,0.332575757575757,0.0409090909090928,-0.392424242424244,0.457575757575759,-0.942424242424245,1.02424242424243,0.0492424242424221,-0.725757575757575
652,0.678030303030305,-0.30530303030303,-0.288636363636364,0.344696969696972,0.0363636363636353,-0.380303030303033,0.478030303030305,-0.955303030303028,1.0030303030303,0.0946969696969688,-0.705303030303028
656,0.662878787878793,-0.245454545454546,-0.395454545454545,0.32121212121212,0.121212121212121,-0.345454545454547,0.454545454545457,-0.937121212121212,0.89621212121212,0.096212121212119,-0.628787878787879
659,0.581818181818184,-0.334848484848486,-0.418181818181818,0.423484848484849,0.0734848484848474,-0.309848484848487,0.506818181818177,-0.918181818181818,0.948484848484847,0.15681818181818,-0.709848484848484
660,0.675757575757579,-0.274242424242424,-0.374242424242421,0.334090909090911,0.109090909090913,-0.34090909090909,0.459090909090911,-0.949242424242424,0.925757575757576,0.0840909090909108,-0.649242424242427
666,0.61212121212121,-0.329545454545457,-0.371212121212121,0.378787878787879,0.0787878787878746,-0.354545454545455,0.495454545454546,-0.921212121212125,0.962121212121211,0.137121212121212,-0.687878787878791
668,0.531060606060604,-0.352272727272725,-0.452272727272724,0.397727272727273,0.222727272727274,-0.277272727272726,0.472727272727271,-0.918939393939395,0.814393939393939,0.206060606060605,-0.643939393939394
674,0.676515151515151,-0.265151515151517,-0.415151515151516,0.326515151515149,0.168181818181818,-0.306818181818182,0.44318181818182,-0.956818181818182,0.851515151515152,0.101515151515152,-0.623484848484848
677,0.709848484848486,-0.240151515151517,-0.281818181818181,0.25151515151515,0.076515151515153,-0.356818181818181,0.44318181818182,-0.965151515151515,0.934848484848487,0.0848484848484858,-0.656818181818181
814,0.394696969696966,-0.280303030303028,-0.163636363636364,0.536363636363635,-0.363636363636363,-0.430303030303033,0.51969696969697,-0.605303030303032,0.719696969696969,0.086363636363636,-0.413636363636366
821,0.41212121212121,-0.296212121212122,-0.229545454545455,0.53712121212121,-0.33787878787879,-0.40454545454546,0.528787878787877,-0.604545454545455,0.712121212121211,0.103787878787877,-0.421212121212122
830,0.411363636363635,-0.288636363636364,-0.271969696969698,0.544696969696968,-0.313636363636363,-0.413636363636364,0.553030303030301,-0.605303030303034,0.678030303030305,0.1280303030303,-0.421969696969697
837,0.414393939393939,-0.293939393939393,-0.252272727272729,0.539393939393939,-0.327272727272728,-0.41060606060606,0.522727272727273,-0.602272727272727,0.706060606060607,0.131060606060608,-0.427272727272726
