BioRealm;HydroBasin;Country;SiteID_Orig;SiteID_Dest;TotLong_Meters
Nearctic;7080047060;USA;S10806;S11383;1185727.934
Nearctic;7080047060;USA;S10806;S11264;1186740.555
Nearctic;7080047060;USA;S10806;S4573;1212376.632
Nearctic;7080047060;USA;S10806;S4668;1215687.908
Nearctic;7080047060;USA;S10806;S8702;1529512.267
Nearctic;7080047060;USA;S10806;S9269;1650074.127
Nearctic;7080047060;USA;S10806;S9272;1650989.706
Nearctic;7080047060;USA;S10918;S10918;0
Nearctic;7080047060;USA;S10918;S10806;9866.332845
Nearctic;7080047060;USA;S10918;S10458;15030.57627
Nearctic;7080047060;USA;S10918;S10580;17176.19033
Nearctic;7080047060;USA;S10918;S176;97170.29785
Nearctic;7080047060;USA;S10918;S936;234277.9649
Nearctic;7080047060;USA;S10918;S995;240346.0417
Nearctic;7080047060;USA;S10918;S8888;257576.6316
Nearctic;7080047060;USA;S10918;S8633;268558.4773
Nearctic;7080047060;USA;S10918;S9019;283725.8721
Nearctic;7080047060;USA;S10918;S9445;294337.67
Nearctic;7080047060;USA;S10918;S9163;299679.5881
Nearctic;7080047060;USA;S10918;S9840;458989.0535
Nearctic;7080047060;USA;S10918;S1664;465387.3421
Nearctic;7080047060;USA;S10918;S1697;465879.3994
Nearctic;7080047060;USA;S10918;S10203;471507.5651
Nearctic;7080047060;USA;S10918;S9964;484622.6978
Nearctic;7080047060;USA;S10918;S10328;517088.4443
Nearctic;7080047060;USA;S10918;S4287;744359.7989
Nearctic;7080047060;USA;S10918;S4401;751453.7568
Nearctic;7080047060;USA;S10918;S1298;772918.1353
Nearctic;7080047060;USA;S10918;S3234;775983.7164
Nearctic;7080047060;USA;S10918;S5110;799143.1695
Nearctic;7080047060;USA;S10918;S9165;812139.0194
Nearctic;7080047060;USA;S10918;S9447;813776.8462
Nearctic;7080047060;USA;S10918;S5557;815206.5372
Nearctic;7080047060;USA;S10918;S9313;817926.0737
Nearctic;7080047060;USA;S10918;S6923;818685.2954
Nearctic;7080047060;USA;S10918;S1296;821350.3204
Nearctic;7080047060;USA;S10918;S11384;830981.4539
Nearctic;7080047060;USA;S10918;S6018;832044.5025
Nearctic;7080047060;USA;S10918;S11804;843877.9149
Nearctic;7080047060;USA;S10918;S11498;847969.4284
Nearctic;7080047060;USA;S10918;S11988;854926.3971
Nearctic;7080047060;USA;S10918;S6165;972944.4676
Nearctic;7080047060;USA;S10918;S6120;973922.0411
Nearctic;7080047060;USA;S10918;S11816;1059623.137
Nearctic;7080047060;USA;S10918;S11784;1069140.011
Nearctic;7080047060;USA;S10918;S11830;1070074.475
Nearctic;7080047060;USA;S10918;S11872;1070706.891
Nearctic;7080047060;USA;S10918;S11849;1074357.425
Nearctic;7080047060;USA;S10918;S5610;1110505.107
Nearctic;7080047060;USA;S10918;S5646;1116209.434
Nearctic;7080047060;USA;S10918;S11151;1176961.711
Nearctic;7080047060;USA;S10918;S11618;1177365.331
Nearctic;7080047060;USA;S10918;S11383;1179145.803
Nearctic;7080047060;USA;S10918;S11264;1180158.425
Nearctic;7080047060;USA;S10918;S4573;1216294.952
Nearctic;7080047060;USA;S10918;S4668;1219606.228
Nearctic;7080047060;USA;S10918;S8702;1533430.586
Nearctic;7080047060;USA;S10918;S9269;1653992.447
Nearctic;7080047060;USA;S10918;S9272;1654908.026
Nearctic;7080047060;USA;S11151;S11151;0
Nearctic;7080047060;USA;S11151;S11618;10090.2525
Nearctic;7080047060;USA;S11151;S11383;11870.72456
Nearctic;7080047060;USA;S11151;S11264;12883.34607
Nearctic;7080047060;USA;S11151;S11872;106254.8204
Nearctic;7080047060;USA;S11151;S11849;106370.7508
Nearctic;7080047060;USA;S11151;S11830;106887.2362
Nearctic;7080047060;USA;S11151;S11784;107821.7002
Nearctic;7080047060;USA;S11151;S11816;129219.8206
Nearctic;7080047060;USA;S11151;S6018;344917.2087
Nearctic;7080047060;USA;S11151;S1296;355611.3908
Nearctic;7080047060;USA;S11151;S6923;358276.4158
Nearctic;7080047060;USA;S11151;S5557;361755.174
Nearctic;7080047060;USA;S11151;S5110;380156.7782
Nearctic;7080047060;USA;S11151;S9445;882624.0412
Nearctic;7080047060;USA;S11151;S9163;886469.095
Nearctic;7080047060;USA;S11151;S9019;905772.2342
Nearctic;7080047060;USA;S11151;S8633;908403.2339
Nearctic;7080047060;USA;S11151;S8888;919385.0796
Nearctic;7080047060;USA;S11151;S9840;1063159.159
Nearctic;7080047060;USA;S11151;S10203;1075677.671
Nearctic;7080047060;USA;S11151;S9964;1088792.804
Nearctic;7080047060;USA;S11151;S10328;1121258.55
Nearctic;7080047060;USA;S11151;S10580;1165077.785
Nearctic;7080047060;USA;S11151;S10458;1166331.089
Nearctic;7080047060;USA;S11151;S10918;1176961.711
Nearctic;7080047060;USA;S11151;S10806;1183543.842
Nearctic;7080047060;USA;S11151;S176;1270847.807
Nearctic;7080047060;USA;S11151;S1298;1377088.241
Nearctic;7080047060;USA;S11151;S3234;1380153.822
Nearctic;7080047060;USA;S11151;S936;1407955.474
Nearctic;7080047060;USA;S11151;S995;1414023.551
Nearctic;7080047060;USA;S11151;S9165;1416309.125
Nearctic;7080047060;USA;S11151;S9447;1417946.952
Nearctic;7080047060;USA;S11151;S9313;1422096.18
Nearctic;7080047060;USA;S11151;S11384;1435151.56
Nearctic;7080047060;USA;S11151;S11804;1448048.021
Nearctic;7080047060;USA;S11151;S11498;1452139.534
Nearctic;7080047060;USA;S11151;S11988;1459096.503
Nearctic;7080047060;USA;S11151;S1664;1639064.851
Nearctic;7080047060;USA;S11151;S1697;1639556.908
Nearctic;7080047060;USA;S11151;S4287;1918037.308
Nearctic;7080047060;USA;S11151;S4401;1925131.266
Nearctic;7080047060;USA;S11151;S6165;2146621.977
Nearctic;7080047060;USA;S11151;S6120;2147599.55
Nearctic;7080047060;USA;S11151;S5610;2284182.616
Nearctic;7080047060;USA;S11151;S5646;2289886.943
Nearctic;7080047060;USA;S11151;S4573;2389972.461
Nearctic;7080047060;USA;S11151;S4668;2393283.737
Nearctic;7080047060;USA;S11151;S8702;2707108.096
Nearctic;7080047060;USA;S11151;S9269;2827669.956
Nearctic;7080047060;USA;S11151;S9272;2828585.535
Nearctic;7080047060;USA;S11264;S11264;0
Nearctic;7080047060;USA;S11264;S11383;1012.621514
Nearctic;7080047060;USA;S11264;S11618;2793.093577
Nearctic;7080047060;USA;S11264;S11151;12883.34607
Nearctic;7080047060;USA;S11264;S11872;109451.534
Nearctic;7080047060;USA;S11264;S11849;109567.4644
Nearctic;7080047060;USA;S11264;S11830;110083.9498
Nearctic;7080047060;USA;S11264;S11784;111018.4138
Nearctic;7080047060;USA;S11264;S11816;132416.5342
Nearctic;7080047060;USA;S11264;S6018;348113.9223
Nearctic;7080047060;USA;S11264;S1296;358808.1044
Nearctic;7080047060;USA;S11264;S6923;361473.1294
Nearctic;7080047060;USA;S11264;S5557;364951.8876
Nearctic;7080047060;USA;S11264;S5110;383353.4918
Nearctic;7080047060;USA;S11264;S9445;885820.7548
Nearctic;7080047060;USA;S11264;S9163;889665.8086
Nearctic;7080047060;USA;S11264;S9019;908968.9478
Nearctic;7080047060;USA;S11264;S8633;911599.9475
Nearctic;7080047060;USA;S11264;S8888;922581.7931
Nearctic;7080047060;USA;S11264;S9840;1066355.873
Nearctic;7080047060;USA;S11264;S10203;1078874.385
Nearctic;7080047060;USA;S11264;S9964;1091989.517
Nearctic;7080047060;USA;S11264;S10328;1124455.264
Nearctic;7080047060;USA;S11264;S10580;1168274.499
Nearctic;7080047060;USA;S11264;S10458;1169527.802
Nearctic;7080047060;USA;S11264;S10918;1180158.425
Nearctic;7080047060;USA;S11264;S10806;1186740.555
Nearctic;7080047060;USA;S11264;S176;1274044.52
Nearctic;7080047060;USA;S11264;S1298;1380284.955
Nearctic;7080047060;USA;S11264;S3234;1383350.536
Nearctic;7080047060;USA;S11264;S936;1411152.188
Nearctic;7080047060;USA;S11264;S995;1417220.264
Nearctic;7080047060;USA;S11264;S9165;1419505.839
Nearctic;7080047060;USA;S11264;S9447;1421143.666
Nearctic;7080047060;USA;S11264;S9313;1425292.893
Nearctic;7080047060;USA;S11264;S11384;1438348.273
Nearctic;7080047060;USA;S11264;S11804;1451244.734
Nearctic;7080047060;USA;S11264;S11498;1455336.248
Nearctic;7080047060;USA;S11264;S11988;1462293.217
Nearctic;7080047060;USA;S11264;S1664;1642261.565
Nearctic;7080047060;USA;S11264;S1697;1642753.622
Nearctic;7080047060;USA;S11264;S4287;1921234.022
Nearctic;7080047060;USA;S11264;S4401;1928327.979
Nearctic;7080047060;USA;S11264;S6165;2149818.69
Nearctic;7080047060;USA;S11264;S6120;2150796.264
Nearctic;7080047060;USA;S11264;S5610;2287379.33
Nearctic;7080047060;USA;S11264;S5646;2293083.656
Nearctic;7080047060;USA;S11264;S4573;2393169.174
Nearctic;7080047060;USA;S11264;S4668;2396480.451
Nearctic;7080047060;USA;S11264;S8702;2710304.809
Nearctic;7080047060;USA;S11264;S9269;2830866.669
Nearctic;7080047060;USA;S11264;S9272;2831782.248
Nearctic;7080047060;USA;S11383;S11383;0
Nearctic;7080047060;USA;S11383;S11264;1012.621514
Nearctic;7080047060;USA;S11383;S11618;1780.472063
Nearctic;7080047060;USA;S11383;S11151;11870.72456
Nearctic;7080047060;USA;S11383;S11872;108438.9125
Nearctic;7080047060;USA;S11383;S11849;108554.8429
Nearctic;7080047060;USA;S11383;S11830;109071.3283
Nearctic;7080047060;USA;S11383;S11784;110005.7923
Nearctic;7080047060;USA;S11383;S11816;131403.9127
Nearctic;7080047060;USA;S11383;S6018;347101.3007
Nearctic;7080047060;USA;S11383;S1296;357795.4828
Nearctic;7080047060;USA;S11383;S6923;360460.5079
Nearctic;7080047060;USA;S11383;S5557;363939.266
Nearctic;7080047060;USA;S11383;S5110;382340.8703
Nearctic;7080047060;USA;S11383;S9445;884808.1333
Nearctic;7080047060;USA;S11383;S9163;888653.1871
Nearctic;7080047060;USA;S11383;S9019;907956.3263
Nearctic;7080047060;USA;S11383;S8633;910587.326
Nearctic;7080047060;USA;S11383;S8888;921569.1716
Nearctic;7080047060;USA;S11383;S9840;1065343.252
Nearctic;7080047060;USA;S11383;S10203;1077861.763
Nearctic;7080047060;USA;S11383;S9964;1090976.896
Nearctic;7080047060;USA;S11383;S10328;1123442.642
Nearctic;7080047060;USA;S11383;S10580;1167261.877
Nearctic;7080047060;USA;S11383;S10458;1168515.181
Nearctic;7080047060;USA;S11383;S10918;1179145.803
Nearctic;7080047060;USA;S11383;S10806;1185727.934
Nearctic;7080047060;USA;S11383;S176;1273031.899
Nearctic;7080047060;USA;S11383;S1298;1379272.333
Nearctic;7080047060;USA;S11383;S3234;1382337.914
Nearctic;7080047060;USA;S11383;S936;1410139.566
Nearctic;7080047060;USA;S11383;S995;1416207.643
Nearctic;7080047060;USA;S11383;S9165;1418493.217
Nearctic;7080047060;USA;S11383;S9447;1420131.044
Nearctic;7080047060;USA;S11383;S9313;1424280.272
Nearctic;7080047060;USA;S11383;S11384;1437335.652
Nearctic;7080047060;USA;S11383;S11804;1450232.113
Nearctic;7080047060;USA;S11383;S11498;1454323.626
Nearctic;7080047060;USA;S11383;S11988;1461280.595
Nearctic;7080047060;USA;S11383;S1664;1641248.943
Nearctic;7080047060;USA;S11383;S1697;1641741.001
Nearctic;7080047060;USA;S11383;S4287;1920221.4
Nearctic;7080047060;USA;S11383;S4401;1927315.358
Nearctic;7080047060;USA;S11383;S6165;2148806.069
Nearctic;7080047060;USA;S11383;S6120;2149783.642
Nearctic;7080047060;USA;S11383;S5610;2286366.708
Nearctic;7080047060;USA;S11383;S5646;2292071.035
Nearctic;7080047060;USA;S11383;S4573;2392156.553
Nearctic;7080047060;USA;S11383;S4668;2395467.829
Nearctic;7080047060;USA;S11383;S8702;2709292.188
Nearctic;7080047060;USA;S11383;S9269;2829854.048
Nearctic;7080047060;USA;S11383;S9272;2830769.627
Nearctic;7080047060;USA;S11618;S11618;0
Nearctic;7080047060;USA;S11618;S11383;1780.472063
Nearctic;7080047060;USA;S11618;S11264;2793.093577
Nearctic;7080047060;USA;S11618;S11151;10090.2525
Nearctic;7080047060;USA;S11618;S11872;106658.4404
Nearctic;7080047060;USA;S11618;S11849;106774.3709
Nearctic;7080047060;USA;S11618;S11830;107290.8562
Nearctic;7080047060;USA;S11618;S11784;108225.3202
Nearctic;7080047060;USA;S11618;S11816;129623.4406
Nearctic;7080047060;USA;S11618;S6018;345320.8287
Nearctic;7080047060;USA;S11618;S1296;356015.0108
Nearctic;7080047060;USA;S11618;S6923;358680.0358
Nearctic;7080047060;USA;S11618;S5557;362158.794
Nearctic;7080047060;USA;S11618;S5110;380560.3983
Nearctic;7080047060;USA;S11618;S9445;883027.6612
Nearctic;7080047060;USA;S11618;S9163;886872.715
Nearctic;7080047060;USA;S11618;S9019;906175.8542
Nearctic;7080047060;USA;S11618;S8633;908806.8539
Nearctic;7080047060;USA;S11618;S8888;919788.6996
Nearctic;7080047060;USA;S11618;S9840;1063562.779
Nearctic;7080047060;USA;S11618;S10203;1076081.291
Nearctic;7080047060;USA;S11618;S9964;1089196.424
Nearctic;7080047060;USA;S11618;S10328;1121662.17
Nearctic;7080047060;USA;S11618;S10580;1165481.405
Nearctic;7080047060;USA;S11618;S10458;1166734.709
Nearctic;7080047060;USA;S11618;S10918;1177365.331
Nearctic;7080047060;USA;S11618;S10806;1183947.462
Nearctic;7080047060;USA;S11618;S176;1271251.427
Nearctic;7080047060;USA;S11618;S1298;1377491.861
Nearctic;7080047060;USA;S11618;S3234;1380557.442
Nearctic;7080047060;USA;S11618;S936;1408359.094
Nearctic;7080047060;USA;S11618;S995;1414427.171
Nearctic;7080047060;USA;S11618;S9165;1416712.745
Nearctic;7080047060;USA;S11618;S9447;1418350.572
Nearctic;7080047060;USA;S11618;S9313;1422499.8
Nearctic;7080047060;USA;S11618;S11384;1435555.18
Nearctic;7080047060;USA;S11618;S11804;1448451.641
Nearctic;7080047060;USA;S11618;S11498;1452543.154
Nearctic;7080047060;USA;S11618;S11988;1459500.123
Nearctic;7080047060;USA;S11618;S1664;1639468.471
Nearctic;7080047060;USA;S11618;S1697;1639960.528
Nearctic;7080047060;USA;S11618;S4287;1918440.928
Nearctic;7080047060;USA;S11618;S4401;1925534.886
Nearctic;7080047060;USA;S11618;S6165;2147025.597
Nearctic;7080047060;USA;S11618;S6120;2148003.17
Nearctic;7080047060;USA;S11618;S5610;2284586.236
Nearctic;7080047060;USA;S11618;S5646;2290290.563
Nearctic;7080047060;USA;S11618;S4573;2390376.081
Nearctic;7080047060;USA;S11618;S4668;2393687.357
Nearctic;7080047060;USA;S11618;S8702;2707511.716
Nearctic;7080047060;USA;S11618;S9269;2828073.576
Nearctic;7080047060;USA;S11618;S9272;2828989.155
Nearctic;7080047060;USA;S11784;S11784;0
Nearctic;7080047060;USA;S11784;S11830;934.4639753
Nearctic;7080047060;USA;S11784;S11872;1566.879799
Nearctic;7080047060;USA;S11784;S11849;5217.414204
Nearctic;7080047060;USA;S11784;S11816;21398.12039
Nearctic;7080047060;USA;S11784;S11151;107821.7002
Nearctic;7080047060;USA;S11784;S11618;108225.3202
Nearctic;7080047060;USA;S11784;S11383;110005.7923
Nearctic;7080047060;USA;S11784;S11264;111018.4138
Nearctic;7080047060;USA;S11784;S6018;237095.5085
Nearctic;7080047060;USA;S11784;S1296;247789.6906
Nearctic;7080047060;USA;S11784;S6923;250454.7156
Nearctic;7080047060;USA;S11784;S5557;253933.4738
Nearctic;7080047060;USA;S11784;S5110;272335.078
Nearctic;7080047060;USA;S11784;S9445;774802.341
Nearctic;7080047060;USA;S11784;S9163;778647.3948
Nearctic;7080047060;USA;S11784;S9019;797950.534
Nearctic;7080047060;USA;S11784;S8633;800581.5337
Nearctic;7080047060;USA;S11784;S8888;811563.3793
Nearctic;7080047060;USA;S11784;S9840;955337.4592
Nearctic;7080047060;USA;S11784;S10203;967855.9708
Nearctic;7080047060;USA;S11784;S9964;980971.1035
Nearctic;7080047060;USA;S11784;S10328;1013436.85
Nearctic;7080047060;USA;S11784;S10580;1057256.085
Nearctic;7080047060;USA;S11784;S10458;1058509.388
Nearctic;7080047060;USA;S11784;S10918;1069140.011
Nearctic;7080047060;USA;S11784;S10806;1075722.142
Nearctic;7080047060;USA;S11784;S176;1163026.107
Nearctic;7080047060;USA;S11784;S1298;1269266.541
Nearctic;7080047060;USA;S11784;S3234;1272332.122
Nearctic;7080047060;USA;S11784;S936;1300133.774
Nearctic;7080047060;USA;S11784;S995;1306201.851
Nearctic;7080047060;USA;S11784;S9165;1308487.425
Nearctic;7080047060;USA;S11784;S9447;1310125.252
Nearctic;7080047060;USA;S11784;S9313;1314274.479
Nearctic;7080047060;USA;S11784;S11384;1327329.86
Nearctic;7080047060;USA;S11784;S11804;1340226.321
Nearctic;7080047060;USA;S11784;S11498;1344317.834
Nearctic;7080047060;USA;S11784;S11988;1351274.803
Nearctic;7080047060;USA;S11784;S1664;1531243.151
Nearctic;7080047060;USA;S11784;S1697;1531735.208
Nearctic;7080047060;USA;S11784;S4287;1810215.608
Nearctic;7080047060;USA;S11784;S4401;1817309.566
Nearctic;7080047060;USA;S11784;S6165;2038800.276
Nearctic;7080047060;USA;S11784;S6120;2039777.85
Nearctic;7080047060;USA;S11784;S5610;2176360.916
Nearctic;7080047060;USA;S11784;S5646;2182065.242
Nearctic;7080047060;USA;S11784;S4573;2282150.76
Nearctic;7080047060;USA;S11784;S4668;2285462.037
Nearctic;7080047060;USA;S11784;S8702;2599286.395
Nearctic;7080047060;USA;S11784;S9269;2719848.256
Nearctic;7080047060;USA;S11784;S9272;2720763.835
Nearctic;7080047060;USA;S11816;S11816;0
Nearctic;7080047060;USA;S11816;S11784;21398.12039
Nearctic;7080047060;USA;S11816;S11830;22332.58436
Nearctic;7080047060;USA;S11816;S11872;22965.00018
Nearctic;7080047060;USA;S11816;S11849;26615.53459
Nearctic;7080047060;USA;S11816;S11151;129219.8206
Nearctic;7080047060;USA;S11816;S11618;129623.4406
Nearctic;7080047060;USA;S11816;S11383;131403.9127
Nearctic;7080047060;USA;S11816;S11264;132416.5342
Nearctic;7080047060;USA;S11816;S6018;227578.6347
Nearctic;7080047060;USA;S11816;S1296;238272.8168
Nearctic;7080047060;USA;S11816;S6923;240937.8419
Nearctic;7080047060;USA;S11816;S5557;244416.6
Nearctic;7080047060;USA;S11816;S5110;262818.2043
Nearctic;7080047060;USA;S11816;S9445;765285.4673
Nearctic;7080047060;USA;S11816;S9163;769130.5211
Nearctic;7080047060;USA;S11816;S9019;788433.6603
Nearctic;7080047060;USA;S11816;S8633;791064.66
Nearctic;7080047060;USA;S11816;S8888;802046.5056
Nearctic;7080047060;USA;S11816;S9840;945820.5855
Nearctic;7080047060;USA;S11816;S10203;958339.0971
Nearctic;7080047060;USA;S11816;S9964;971454.2298
Nearctic;7080047060;USA;S11816;S10328;1003919.976
Nearctic;7080047060;USA;S11816;S10580;1047739.211
Nearctic;7080047060;USA;S11816;S10458;1048992.515
Nearctic;7080047060;USA;S11816;S10918;1059623.137
Nearctic;7080047060;USA;S11816;S10806;1066205.268
Nearctic;7080047060;USA;S11816;S176;1153509.233
Nearctic;7080047060;USA;S11816;S1298;1259749.667
Nearctic;7080047060;USA;S11816;S3234;1262815.248
Nearctic;7080047060;USA;S11816;S936;1290616.9
Nearctic;7080047060;USA;S11816;S995;1296684.977
Nearctic;7080047060;USA;S11816;S9165;1298970.551
Nearctic;7080047060;USA;S11816;S9447;1300608.378
Nearctic;7080047060;USA;S11816;S9313;1304757.606
Nearctic;7080047060;USA;S11816;S11384;1317812.986
Nearctic;7080047060;USA;S11816;S11804;1330709.447
Nearctic;7080047060;USA;S11816;S11498;1334800.96
Nearctic;7080047060;USA;S11816;S11988;1341757.929
Nearctic;7080047060;USA;S11816;S1664;1521726.277
Nearctic;7080047060;USA;S11816;S1697;1522218.335
Nearctic;7080047060;USA;S11816;S4287;1800698.734
Nearctic;7080047060;USA;S11816;S4401;1807792.692
Nearctic;7080047060;USA;S11816;S6165;2029283.403
Nearctic;7080047060;USA;S11816;S6120;2030260.976
Nearctic;7080047060;USA;S11816;S5610;2166844.042
Nearctic;7080047060;USA;S11816;S5646;2172548.369
Nearctic;7080047060;USA;S11816;S4573;2272633.887
Nearctic;7080047060;USA;S11816;S4668;2275945.163
Nearctic;7080047060;USA;S11816;S8702;2589769.522
Nearctic;7080047060;USA;S11816;S9269;2710331.382
Nearctic;7080047060;USA;S11816;S9272;2711246.961
Nearctic;7080047060;USA;S11830;S11830;0
Nearctic;7080047060;USA;S11830;S11872;632.4158233
Nearctic;7080047060;USA;S11830;S11784;934.4639753
Nearctic;7080047060;USA;S11830;S11849;4282.950229
Nearctic;7080047060;USA;S11830;S11816;22332.58436
Nearctic;7080047060;USA;S11830;S11151;106887.2362
Nearctic;7080047060;USA;S11830;S11618;107290.8562
Nearctic;7080047060;USA;S11830;S11383;109071.3283
Nearctic;7080047060;USA;S11830;S11264;110083.9498
Nearctic;7080047060;USA;S11830;S6018;238029.9724
Nearctic;7080047060;USA;S11830;S1296;248724.1545
Nearctic;7080047060;USA;S11830;S6923;251389.1795
Nearctic;7080047060;USA;S11830;S5557;254867.9377
Nearctic;7080047060;USA;S11830;S5110;273269.542
Nearctic;7080047060;USA;S11830;S9445;775736.805
Nearctic;7080047060;USA;S11830;S9163;779581.8588
Nearctic;7080047060;USA;S11830;S9019;798884.998
Nearctic;7080047060;USA;S11830;S8633;801515.9977
Nearctic;7080047060;USA;S11830;S8888;812497.8433
Nearctic;7080047060;USA;S11830;S9840;956271.9232
Nearctic;7080047060;USA;S11830;S10203;968790.4348
Nearctic;7080047060;USA;S11830;S9964;981905.5675
Nearctic;7080047060;USA;S11830;S10328;1014371.314
Nearctic;7080047060;USA;S11830;S10580;1058190.549
Nearctic;7080047060;USA;S11830;S10458;1059443.852
Nearctic;7080047060;USA;S11830;S10918;1070074.475
Nearctic;7080047060;USA;S11830;S10806;1076656.606
Nearctic;7080047060;USA;S11830;S176;1163960.571
Nearctic;7080047060;USA;S11830;S1298;1270201.005
Nearctic;7080047060;USA;S11830;S3234;1273266.586
Nearctic;7080047060;USA;S11830;S936;1301068.238
Nearctic;7080047060;USA;S11830;S995;1307136.314
Nearctic;7080047060;USA;S11830;S9165;1309421.889
Nearctic;7080047060;USA;S11830;S9447;1311059.716
Nearctic;7080047060;USA;S11830;S9313;1315208.943
Nearctic;7080047060;USA;S11830;S11384;1328264.324
Nearctic;7080047060;USA;S11830;S11804;1341160.785
Nearctic;7080047060;USA;S11830;S11498;1345252.298
Nearctic;7080047060;USA;S11830;S11988;1352209.267
Nearctic;7080047060;USA;S11830;S1664;1532177.615
Nearctic;7080047060;USA;S11830;S1697;1532669.672
Nearctic;7080047060;USA;S11830;S4287;1811150.072
Nearctic;7080047060;USA;S11830;S4401;1818244.03
Nearctic;7080047060;USA;S11830;S6165;2039734.74
Nearctic;7080047060;USA;S11830;S6120;2040712.314
Nearctic;7080047060;USA;S11830;S5610;2177295.38
Nearctic;7080047060;USA;S11830;S5646;2182999.706
Nearctic;7080047060;USA;S11830;S4573;2283085.224
Nearctic;7080047060;USA;S11830;S4668;2286396.501
Nearctic;7080047060;USA;S11830;S8702;2600220.859
Nearctic;7080047060;USA;S11830;S9269;2720782.72
Nearctic;7080047060;USA;S11830;S9272;2721698.299
Nearctic;7080047060;USA;S11849;S11849;0
Nearctic;7080047060;USA;S11849;S11872;3650.534405
Nearctic;7080047060;USA;S11849;S11830;4282.950229
Nearctic;7080047060;USA;S11849;S11784;5217.414204
Nearctic;7080047060;USA;S11849;S11816;26615.53459
Nearctic;7080047060;USA;S11849;S11151;106370.7508
Nearctic;7080047060;USA;S11849;S11618;106774.3709
Nearctic;7080047060;USA;S11849;S11383;108554.8429
Nearctic;7080047060;USA;S11849;S11264;109567.4644
Nearctic;7080047060;USA;S11849;S6018;242312.9227
Nearctic;7080047060;USA;S11849;S1296;253007.1048
Nearctic;7080047060;USA;S11849;S6923;255672.1298
Nearctic;7080047060;USA;S11849;S5557;259150.888
Nearctic;7080047060;USA;S11849;S5110;277552.4922
Nearctic;7080047060;USA;S11849;S9445;780019.7552
Nearctic;7080047060;USA;S11849;S9163;783864.809
Nearctic;7080047060;USA;S11849;S9019;803167.9482
Nearctic;7080047060;USA;S11849;S8633;805798.9479
Nearctic;7080047060;USA;S11849;S8888;816780.7935
Nearctic;7080047060;USA;S11849;S9840;960554.8734
Nearctic;7080047060;USA;S11849;S10203;973073.385
Nearctic;7080047060;USA;S11849;S9964;986188.5177
Nearctic;7080047060;USA;S11849;S10328;1018654.264
Nearctic;7080047060;USA;S11849;S10580;1062473.499
Nearctic;7080047060;USA;S11849;S10458;1063726.803
Nearctic;7080047060;USA;S11849;S10918;1074357.425
Nearctic;7080047060;USA;S11849;S10806;1080939.556
Nearctic;7080047060;USA;S11849;S176;1168243.521
Nearctic;7080047060;USA;S11849;S1298;1274483.955
Nearctic;7080047060;USA;S11849;S3234;1277549.536
Nearctic;7080047060;USA;S11849;S936;1305351.188
Nearctic;7080047060;USA;S11849;S995;1311419.265
Nearctic;7080047060;USA;S11849;S9165;1313704.839
Nearctic;7080047060;USA;S11849;S9447;1315342.666
Nearctic;7080047060;USA;S11849;S9313;1319491.894
Nearctic;7080047060;USA;S11849;S11384;1332547.274
Nearctic;7080047060;USA;S11849;S11804;1345443.735
Nearctic;7080047060;USA;S11849;S11498;1349535.248
Nearctic;7080047060;USA;S11849;S11988;1356492.217
Nearctic;7080047060;USA;S11849;S1664;1536460.565
Nearctic;7080047060;USA;S11849;S1697;1536952.622
Nearctic;7080047060;USA;S11849;S4287;1815433.022
Nearctic;7080047060;USA;S11849;S4401;1822526.98
Nearctic;7080047060;USA;S11849;S6165;2044017.691
Nearctic;7080047060;USA;S11849;S6120;2044995.264
Nearctic;7080047060;USA;S11849;S5610;2181578.33
Nearctic;7080047060;USA;S11849;S5646;2187282.657
Nearctic;7080047060;USA;S11849;S4573;2287368.175
Nearctic;7080047060;USA;S11849;S4668;2290679.451
Nearctic;7080047060;USA;S11849;S8702;2604503.81
Nearctic;7080047060;USA;S11849;S9269;2725065.67
Nearctic;7080047060;USA;S11849;S9272;2725981.249
Nearctic;7080047060;USA;S11872;S11872;0
Nearctic;7080047060;USA;S11872;S11830;632.4158233
Nearctic;7080047060;USA;S11872;S11784;1566.879799
Nearctic;7080047060;USA;S11872;S11849;3650.534405
Nearctic;7080047060;USA;S11872;S11816;22965.00018
Nearctic;7080047060;USA;S11872;S11151;106254.8204
Nearctic;7080047060;USA;S11872;S11618;106658.4404
Nearctic;7080047060;USA;S11872;S11383;108438.9125
Nearctic;7080047060;USA;S11872;S11264;109451.534
Nearctic;7080047060;USA;S11872;S6018;238662.3883
Nearctic;7080047060;USA;S11872;S1296;249356.5704
Nearctic;7080047060;USA;S11872;S6923;252021.5954
Nearctic;7080047060;USA;S11872;S5557;255500.3536
Nearctic;7080047060;USA;S11872;S5110;273901.9578
Nearctic;7080047060;USA;S11872;S9445;776369.2208
Nearctic;7080047060;USA;S11872;S9163;780214.2746
Nearctic;7080047060;USA;S11872;S9019;799517.4138
Nearctic;7080047060;USA;S11872;S8633;802148.4135
Nearctic;7080047060;USA;S11872;S8888;813130.2591
Nearctic;7080047060;USA;S11872;S9840;956904.339
Nearctic;7080047060;USA;S11872;S10203;969422.8506
Nearctic;7080047060;USA;S11872;S9964;982537.9833
Nearctic;7080047060;USA;S11872;S10328;1015003.73
Nearctic;7080047060;USA;S11872;S10580;1058822.965
Nearctic;7080047060;USA;S11872;S10458;1060076.268
Nearctic;7080047060;USA;S11872;S10918;1070706.891
