BioRealm;HydroBasin;Country;SiteID_Orig;SiteID_Dest;TotLong_Meters
Australasia;5080070390;AUS;S8090;S8091;22365.6565
Australasia;5080070390;AUS;S8090;S8093;29897.95968
Australasia;5080070390;AUS;S8090;S8099;41876.24284
Australasia;5080070390;AUS;S8090;S8095;45301.26512
Australasia;5080070390;AUS;S8090;S8092;50789.22381
Australasia;5080070390;AUS;S8090;S8094;53602.19291
Australasia;5080070390;AUS;S8090;S8096;57217.29131
Australasia;5080070390;AUS;S8090;S8097;63416.2459
Australasia;5080070390;AUS;S8090;S8098;100016.9603
Australasia;5080070390;AUS;S8090;S8101;108759.7918
Australasia;5080070390;AUS;S8090;S8102;120501.9433
Australasia;5080070390;AUS;S8090;S8100;120819.4296
Australasia;5080070390;AUS;S8090;S8105;132543.2308
Australasia;5080070390;AUS;S8090;S8108;137453.4904
Australasia;5080070390;AUS;S8090;S8138;139490.7132
Australasia;5080070390;AUS;S8090;S8134;144880.7831
Australasia;5080070390;AUS;S8090;S8103;150612.5048
Australasia;5080070390;AUS;S8090;S8104;169853.1989
Australasia;5080070390;AUS;S8090;S8124;172113.36
Australasia;5080070390;AUS;S8090;S8109;184478.0141
Australasia;5080070390;AUS;S8090;S8116;195177.6906
Australasia;5080070390;AUS;S8090;S8115;226577.6312
Australasia;5080070390;AUS;S8090;S8110;229645.4936
Australasia;5080070390;AUS;S8090;S8131;232950.657
Australasia;5080070390;AUS;S8090;S8114;244117.2586
Australasia;5080070390;AUS;S8090;S8136;244436.2777
Australasia;5080070390;AUS;S8090;S8126;254051.8774
Australasia;5080070390;AUS;S8090;S8132;258416.6353
Australasia;5080070390;AUS;S8090;S8135;260657.6494
Australasia;5080070390;AUS;S8090;S8129;268203.4796
Australasia;5080070390;AUS;S8090;S8122;268832.0404
Australasia;5080070390;AUS;S8090;S8121;277078.5778
Australasia;5080070390;AUS;S8090;S8123;279253.2658
Australasia;5080070390;AUS;S8090;S8128;287481.6574
Australasia;5080070390;AUS;S8090;S8045;289162.54
Australasia;5080070390;AUS;S8090;S8120;289716.9219
Australasia;5080070390;AUS;S8090;S8130;290427.6113
Australasia;5080070390;AUS;S8090;S8119;295904.7918
Australasia;5080070390;AUS;S8091;S8091;0
Australasia;5080070390;AUS;S8091;S8090;22365.6565
Australasia;5080070390;AUS;S8091;S8093;38787.10086
Australasia;5080070390;AUS;S8091;S8099;50765.38402
Australasia;5080070390;AUS;S8091;S8095;54190.4063
Australasia;5080070390;AUS;S8091;S8092;59678.365
Australasia;5080070390;AUS;S8091;S8094;62491.3341
Australasia;5080070390;AUS;S8091;S8096;66106.43249
Australasia;5080070390;AUS;S8091;S8097;72305.38708
Australasia;5080070390;AUS;S8091;S8098;108906.1015
Australasia;5080070390;AUS;S8091;S8101;117648.9329
Australasia;5080070390;AUS;S8091;S8102;129391.0844
Australasia;5080070390;AUS;S8091;S8100;129708.5708
Australasia;5080070390;AUS;S8091;S8105;141432.3719
Australasia;5080070390;AUS;S8091;S8108;146342.6315
Australasia;5080070390;AUS;S8091;S8138;148379.8544
Australasia;5080070390;AUS;S8091;S8134;153769.9243
Australasia;5080070390;AUS;S8091;S8103;159501.646
Australasia;5080070390;AUS;S8091;S8104;178742.3401
Australasia;5080070390;AUS;S8091;S8124;181002.5012
Australasia;5080070390;AUS;S8091;S8109;193367.1553
Australasia;5080070390;AUS;S8091;S8116;204066.8318
Australasia;5080070390;AUS;S8091;S8115;235466.7724
Australasia;5080070390;AUS;S8091;S8110;238534.6348
Australasia;5080070390;AUS;S8091;S8131;241839.7981
Australasia;5080070390;AUS;S8091;S8114;253006.3998
Australasia;5080070390;AUS;S8091;S8136;253325.4188
Australasia;5080070390;AUS;S8091;S8126;262941.0186
Australasia;5080070390;AUS;S8091;S8132;267305.7765
Australasia;5080070390;AUS;S8091;S8135;269546.7906
Australasia;5080070390;AUS;S8091;S8129;277092.6208
Australasia;5080070390;AUS;S8091;S8122;277721.1815
Australasia;5080070390;AUS;S8091;S8121;285967.719
Australasia;5080070390;AUS;S8091;S8123;288142.407
Australasia;5080070390;AUS;S8091;S8128;296370.7986
Australasia;5080070390;AUS;S8091;S8045;298051.6812
Australasia;5080070390;AUS;S8091;S8120;298606.0631
Australasia;5080070390;AUS;S8091;S8130;299316.7525
Australasia;5080070390;AUS;S8091;S8119;304793.933
Australasia;5080070390;AUS;S8092;S8092;0
Australasia;5080070390;AUS;S8092;S8099;8912.980978
Australasia;5080070390;AUS;S8092;S8095;13582.4308
Australasia;5080070390;AUS;S8092;S8094;17335.0149
Australasia;5080070390;AUS;S8092;S8096;20950.1133
Australasia;5080070390;AUS;S8092;S8093;25384.69613
Australasia;5080070390;AUS;S8092;S8097;27149.06789
Australasia;5080070390;AUS;S8092;S8090;50789.22381
Australasia;5080070390;AUS;S8092;S8091;59678.365
Australasia;5080070390;AUS;S8092;S8098;63749.78229
Australasia;5080070390;AUS;S8092;S8101;72492.61375
Australasia;5080070390;AUS;S8092;S8102;84234.76524
Australasia;5080070390;AUS;S8092;S8100;84552.25161
Australasia;5080070390;AUS;S8092;S8105;96276.05275
Australasia;5080070390;AUS;S8092;S8108;101186.3124
Australasia;5080070390;AUS;S8092;S8138;103223.5352
Australasia;5080070390;AUS;S8092;S8134;108613.6051
Australasia;5080070390;AUS;S8092;S8103;114345.3268
Australasia;5080070390;AUS;S8092;S8104;133586.0209
Australasia;5080070390;AUS;S8092;S8124;135846.182
Australasia;5080070390;AUS;S8092;S8109;148210.8361
Australasia;5080070390;AUS;S8092;S8116;158910.5126
Australasia;5080070390;AUS;S8092;S8115;190310.4532
Australasia;5080070390;AUS;S8092;S8110;193378.3156
Australasia;5080070390;AUS;S8092;S8131;196683.4789
Australasia;5080070390;AUS;S8092;S8114;207850.0806
Australasia;5080070390;AUS;S8092;S8136;208169.0996
Australasia;5080070390;AUS;S8092;S8126;217784.6994
Australasia;5080070390;AUS;S8092;S8132;222149.4573
Australasia;5080070390;AUS;S8092;S8135;224390.4714
Australasia;5080070390;AUS;S8092;S8129;231936.3016
Australasia;5080070390;AUS;S8092;S8122;232564.8623
Australasia;5080070390;AUS;S8092;S8121;240811.3998
Australasia;5080070390;AUS;S8092;S8123;242986.0878
Australasia;5080070390;AUS;S8092;S8128;251214.4794
Australasia;5080070390;AUS;S8092;S8045;252895.362
Australasia;5080070390;AUS;S8092;S8120;253449.7439
Australasia;5080070390;AUS;S8092;S8130;254160.4333
Australasia;5080070390;AUS;S8092;S8119;259637.6138
Australasia;5080070390;AUS;S8093;S8093;0
Australasia;5080070390;AUS;S8093;S8099;16471.71515
Australasia;5080070390;AUS;S8093;S8095;19896.73743
Australasia;5080070390;AUS;S8093;S8092;25384.69613
Australasia;5080070390;AUS;S8093;S8094;28197.66523
Australasia;5080070390;AUS;S8093;S8090;29897.95968
Australasia;5080070390;AUS;S8093;S8096;31812.76362
Australasia;5080070390;AUS;S8093;S8097;38011.71821
Australasia;5080070390;AUS;S8093;S8091;38787.10086
Australasia;5080070390;AUS;S8093;S8098;74612.43261
Australasia;5080070390;AUS;S8093;S8101;83355.26407
Australasia;5080070390;AUS;S8093;S8102;95097.41556
Australasia;5080070390;AUS;S8093;S8100;95414.90193
Australasia;5080070390;AUS;S8093;S8105;107138.7031
Australasia;5080070390;AUS;S8093;S8108;112048.9627
Australasia;5080070390;AUS;S8093;S8138;114086.1855
Australasia;5080070390;AUS;S8093;S8134;119476.2554
Australasia;5080070390;AUS;S8093;S8103;125207.9771
Australasia;5080070390;AUS;S8093;S8104;144448.6712
Australasia;5080070390;AUS;S8093;S8124;146708.8323
Australasia;5080070390;AUS;S8093;S8109;159073.4864
Australasia;5080070390;AUS;S8093;S8116;169773.1629
Australasia;5080070390;AUS;S8093;S8115;201173.1035
Australasia;5080070390;AUS;S8093;S8110;204240.9659
Australasia;5080070390;AUS;S8093;S8131;207546.1293
Australasia;5080070390;AUS;S8093;S8114;218712.7309
Australasia;5080070390;AUS;S8093;S8136;219031.75
Australasia;5080070390;AUS;S8093;S8126;228647.3498
Australasia;5080070390;AUS;S8093;S8132;233012.1076
Australasia;5080070390;AUS;S8093;S8135;235253.1217
Australasia;5080070390;AUS;S8093;S8129;242798.9519
Australasia;5080070390;AUS;S8093;S8122;243427.5127
Australasia;5080070390;AUS;S8093;S8121;251674.0501
Australasia;5080070390;AUS;S8093;S8123;253848.7381
Australasia;5080070390;AUS;S8093;S8128;262077.1297
Australasia;5080070390;AUS;S8093;S8045;263758.0124
Australasia;5080070390;AUS;S8093;S8120;264312.3942
Australasia;5080070390;AUS;S8093;S8130;265023.0837
Australasia;5080070390;AUS;S8093;S8119;270500.2641
Australasia;5080070390;AUS;S8094;S8094;0
Australasia;5080070390;AUS;S8094;S8099;11725.95008
Australasia;5080070390;AUS;S8094;S8095;16395.3999
Australasia;5080070390;AUS;S8094;S8092;17335.0149
Australasia;5080070390;AUS;S8094;S8096;18512.85098
Australasia;5080070390;AUS;S8094;S8097;24711.80557
Australasia;5080070390;AUS;S8094;S8093;28197.66523
Australasia;5080070390;AUS;S8094;S8090;53602.19291
Australasia;5080070390;AUS;S8094;S8098;61312.51996
Australasia;5080070390;AUS;S8094;S8091;62491.3341
Australasia;5080070390;AUS;S8094;S8101;70055.35143
Australasia;5080070390;AUS;S8094;S8102;81797.50292
Australasia;5080070390;AUS;S8094;S8100;82114.98928
Australasia;5080070390;AUS;S8094;S8105;93838.79042
Australasia;5080070390;AUS;S8094;S8108;98749.05003
Australasia;5080070390;AUS;S8094;S8138;100786.2729
Australasia;5080070390;AUS;S8094;S8134;106176.3427
Australasia;5080070390;AUS;S8094;S8103;111908.0645
Australasia;5080070390;AUS;S8094;S8104;131148.7586
Australasia;5080070390;AUS;S8094;S8124;133408.9196
Australasia;5080070390;AUS;S8094;S8109;145773.5738
Australasia;5080070390;AUS;S8094;S8116;156473.2502
Australasia;5080070390;AUS;S8094;S8115;187873.1909
Australasia;5080070390;AUS;S8094;S8110;190941.0533
Australasia;5080070390;AUS;S8094;S8131;194246.2166
Australasia;5080070390;AUS;S8094;S8114;205412.8182
Australasia;5080070390;AUS;S8094;S8136;205731.8373
Australasia;5080070390;AUS;S8094;S8126;215347.4371
Australasia;5080070390;AUS;S8094;S8132;219712.195
Australasia;5080070390;AUS;S8094;S8135;221953.2091
Australasia;5080070390;AUS;S8094;S8129;229499.0392
Australasia;5080070390;AUS;S8094;S8122;230127.6
Australasia;5080070390;AUS;S8094;S8121;238374.1375
Australasia;5080070390;AUS;S8094;S8123;240548.8255
Australasia;5080070390;AUS;S8094;S8128;248777.2171
Australasia;5080070390;AUS;S8094;S8045;250458.0997
Australasia;5080070390;AUS;S8094;S8120;251012.4816
Australasia;5080070390;AUS;S8094;S8130;251723.171
Australasia;5080070390;AUS;S8094;S8119;257200.3515
Australasia;5080070390;AUS;S8095;S8095;0
Australasia;5080070390;AUS;S8095;S8099;4669.449818
Australasia;5080070390;AUS;S8095;S8092;13582.4308
Australasia;5080070390;AUS;S8095;S8094;16395.3999
Australasia;5080070390;AUS;S8095;S8093;19896.73743
Australasia;5080070390;AUS;S8095;S8096;20010.49829
Australasia;5080070390;AUS;S8095;S8097;26209.45288
Australasia;5080070390;AUS;S8095;S8090;45301.26512
Australasia;5080070390;AUS;S8095;S8091;54190.4063
Australasia;5080070390;AUS;S8095;S8098;62810.16728
Australasia;5080070390;AUS;S8095;S8101;71552.99874
Australasia;5080070390;AUS;S8095;S8102;83295.15023
Australasia;5080070390;AUS;S8095;S8100;83612.6366
Australasia;5080070390;AUS;S8095;S8105;95336.43774
Australasia;5080070390;AUS;S8095;S8108;100246.6973
Australasia;5080070390;AUS;S8095;S8138;102283.9202
Australasia;5080070390;AUS;S8095;S8134;107673.99
Australasia;5080070390;AUS;S8095;S8103;113405.7118
Australasia;5080070390;AUS;S8095;S8104;132646.4059
Australasia;5080070390;AUS;S8095;S8124;134906.567
Australasia;5080070390;AUS;S8095;S8109;147271.2211
Australasia;5080070390;AUS;S8095;S8116;157970.8976
Australasia;5080070390;AUS;S8095;S8115;189370.8382
Australasia;5080070390;AUS;S8095;S8110;192438.7006
Australasia;5080070390;AUS;S8095;S8131;195743.8639
Australasia;5080070390;AUS;S8095;S8114;206910.4656
Australasia;5080070390;AUS;S8095;S8136;207229.4846
Australasia;5080070390;AUS;S8095;S8126;216845.0844
Australasia;5080070390;AUS;S8095;S8132;221209.8423
Australasia;5080070390;AUS;S8095;S8135;223450.8564
Australasia;5080070390;AUS;S8095;S8129;230996.6866
Australasia;5080070390;AUS;S8095;S8122;231625.2473
Australasia;5080070390;AUS;S8095;S8121;239871.7848
Australasia;5080070390;AUS;S8095;S8123;242046.4728
Australasia;5080070390;AUS;S8095;S8128;250274.8644
Australasia;5080070390;AUS;S8095;S8045;251955.747
Australasia;5080070390;AUS;S8095;S8120;252510.1289
Australasia;5080070390;AUS;S8095;S8130;253220.8183
Australasia;5080070390;AUS;S8095;S8119;258697.9988
Australasia;5080070390;AUS;S8096;S8096;0
Australasia;5080070390;AUS;S8096;S8097;12547.4908
Australasia;5080070390;AUS;S8096;S8099;15341.04847
Australasia;5080070390;AUS;S8096;S8094;18512.85098
Australasia;5080070390;AUS;S8096;S8095;20010.49829
Australasia;5080070390;AUS;S8096;S8092;20950.1133
Australasia;5080070390;AUS;S8096;S8093;31812.76362
Australasia;5080070390;AUS;S8096;S8098;49148.20519
Australasia;5080070390;AUS;S8096;S8090;57217.29131
Australasia;5080070390;AUS;S8096;S8101;57891.03665
Australasia;5080070390;AUS;S8096;S8091;66106.43249
Australasia;5080070390;AUS;S8096;S8102;69633.18814
Australasia;5080070390;AUS;S8096;S8100;69950.67451
Australasia;5080070390;AUS;S8096;S8105;81674.47565
Australasia;5080070390;AUS;S8096;S8108;86584.73526
Australasia;5080070390;AUS;S8096;S8138;88621.95812
Australasia;5080070390;AUS;S8096;S8134;94012.02796
Australasia;5080070390;AUS;S8096;S8103;99743.7497
Australasia;5080070390;AUS;S8096;S8104;118984.4438
Australasia;5080070390;AUS;S8096;S8124;121244.6049
Australasia;5080070390;AUS;S8096;S8109;133609.259
Australasia;5080070390;AUS;S8096;S8116;144308.9355
Australasia;5080070390;AUS;S8096;S8115;175708.8761
Australasia;5080070390;AUS;S8096;S8110;178776.7385
Australasia;5080070390;AUS;S8096;S8131;182081.9018
Australasia;5080070390;AUS;S8096;S8114;193248.5035
Australasia;5080070390;AUS;S8096;S8136;193567.5225
Australasia;5080070390;AUS;S8096;S8126;203183.1223
Australasia;5080070390;AUS;S8096;S8132;207547.8802
Australasia;5080070390;AUS;S8096;S8135;209788.8943
Australasia;5080070390;AUS;S8096;S8129;217334.7245
Australasia;5080070390;AUS;S8096;S8122;217963.2853
Australasia;5080070390;AUS;S8096;S8121;226209.8227
Australasia;5080070390;AUS;S8096;S8123;228384.5107
Australasia;5080070390;AUS;S8096;S8128;236612.9023
Australasia;5080070390;AUS;S8096;S8045;238293.7849
Australasia;5080070390;AUS;S8096;S8120;238848.1668
Australasia;5080070390;AUS;S8096;S8130;239558.8562
Australasia;5080070390;AUS;S8096;S8119;245036.0367
Australasia;5080070390;AUS;S8097;S8097;0
Australasia;5080070390;AUS;S8097;S8096;12547.4908
Australasia;5080070390;AUS;S8097;S8099;21540.00307
Australasia;5080070390;AUS;S8097;S8094;24711.80557
Australasia;5080070390;AUS;S8097;S8095;26209.45288
Australasia;5080070390;AUS;S8097;S8092;27149.06789
Australasia;5080070390;AUS;S8097;S8093;38011.71821
Australasia;5080070390;AUS;S8097;S8098;52867.56045
Australasia;5080070390;AUS;S8097;S8101;61610.39191
Australasia;5080070390;AUS;S8097;S8090;63416.2459
Australasia;5080070390;AUS;S8097;S8091;72305.38708
Australasia;5080070390;AUS;S8097;S8102;73352.5434
Australasia;5080070390;AUS;S8097;S8100;73670.02977
Australasia;5080070390;AUS;S8097;S8105;85393.83091
Australasia;5080070390;AUS;S8097;S8108;90304.09051
Australasia;5080070390;AUS;S8097;S8138;92341.31338
Australasia;5080070390;AUS;S8097;S8134;97731.38322
Australasia;5080070390;AUS;S8097;S8103;103463.105
Australasia;5080070390;AUS;S8097;S8104;122703.7991
Australasia;5080070390;AUS;S8097;S8124;124963.9601
Australasia;5080070390;AUS;S8097;S8109;137328.6143
Australasia;5080070390;AUS;S8097;S8116;148028.2907
Australasia;5080070390;AUS;S8097;S8115;179428.2314
Australasia;5080070390;AUS;S8097;S8110;182496.0937
Australasia;5080070390;AUS;S8097;S8131;185801.2571
Australasia;5080070390;AUS;S8097;S8114;196967.8587
Australasia;5080070390;AUS;S8097;S8136;197286.8778
Australasia;5080070390;AUS;S8097;S8126;206902.4776
Australasia;5080070390;AUS;S8097;S8132;211267.2355
Australasia;5080070390;AUS;S8097;S8135;213508.2496
Australasia;5080070390;AUS;S8097;S8129;221054.0797
Australasia;5080070390;AUS;S8097;S8122;221682.6405
Australasia;5080070390;AUS;S8097;S8121;229929.1779
Australasia;5080070390;AUS;S8097;S8123;232103.866
Australasia;5080070390;AUS;S8097;S8128;240332.2575
Australasia;5080070390;AUS;S8097;S8045;242013.1402
Australasia;5080070390;AUS;S8097;S8120;242567.522
Australasia;5080070390;AUS;S8097;S8130;243278.2115
Australasia;5080070390;AUS;S8097;S8119;248755.3919
Australasia;5080070390;AUS;S8098;S8098;0
Australasia;5080070390;AUS;S8098;S8096;49148.20519
Australasia;5080070390;AUS;S8098;S8101;52000.413
Australasia;5080070390;AUS;S8098;S8097;52867.56045
Australasia;5080070390;AUS;S8098;S8099;58140.71746
Australasia;5080070390;AUS;S8098;S8094;61312.51996
Australasia;5080070390;AUS;S8098;S8095;62810.16728
Australasia;5080070390;AUS;S8098;S8102;63742.56449
Australasia;5080070390;AUS;S8098;S8092;63749.78229
Australasia;5080070390;AUS;S8098;S8100;64060.05085
Australasia;5080070390;AUS;S8098;S8093;74612.43261
Australasia;5080070390;AUS;S8098;S8105;75783.85199
Australasia;5080070390;AUS;S8098;S8108;80694.1116
Australasia;5080070390;AUS;S8098;S8138;82731.33446
Australasia;5080070390;AUS;S8098;S8134;88121.4043
Australasia;5080070390;AUS;S8098;S8103;93853.12604
Australasia;5080070390;AUS;S8098;S8090;100016.9603
Australasia;5080070390;AUS;S8098;S8091;108906.1015
Australasia;5080070390;AUS;S8098;S8104;113093.8202
Australasia;5080070390;AUS;S8098;S8124;115353.9812
Australasia;5080070390;AUS;S8098;S8109;127718.6354
Australasia;5080070390;AUS;S8098;S8116;138418.3118
Australasia;5080070390;AUS;S8098;S8115;169818.2525
Australasia;5080070390;AUS;S8098;S8110;172886.1148
Australasia;5080070390;AUS;S8098;S8131;176191.2782
Australasia;5080070390;AUS;S8098;S8114;187357.8798
Australasia;5080070390;AUS;S8098;S8136;187676.8989
Australasia;5080070390;AUS;S8098;S8126;197292.4987
Australasia;5080070390;AUS;S8098;S8132;201657.2566
Australasia;5080070390;AUS;S8098;S8135;203898.2707
Australasia;5080070390;AUS;S8098;S8129;211444.1008
Australasia;5080070390;AUS;S8098;S8122;212072.6616
Australasia;5080070390;AUS;S8098;S8121;220319.199
Australasia;5080070390;AUS;S8098;S8123;222493.887
Australasia;5080070390;AUS;S8098;S8128;230722.2786
Australasia;5080070390;AUS;S8098;S8045;232403.1613
Australasia;5080070390;AUS;S8098;S8120;232957.5431
Australasia;5080070390;AUS;S8098;S8130;233668.2326
Australasia;5080070390;AUS;S8098;S8119;239145.413
Australasia;5080070390;AUS;S8099;S8099;0
Australasia;5080070390;AUS;S8099;S8095;4669.449818
Australasia;5080070390;AUS;S8099;S8092;8912.980978
Australasia;5080070390;AUS;S8099;S8094;11725.95008
Australasia;5080070390;AUS;S8099;S8096;15341.04847
Australasia;5080070390;AUS;S8099;S8093;16471.71515
Australasia;5080070390;AUS;S8099;S8097;21540.00307
Australasia;5080070390;AUS;S8099;S8090;41876.24284
Australasia;5080070390;AUS;S8099;S8091;50765.38402
Australasia;5080070390;AUS;S8099;S8098;58140.71746
Australasia;5080070390;AUS;S8099;S8101;66883.54892
Australasia;5080070390;AUS;S8099;S8102;78625.70041
Australasia;5080070390;AUS;S8099;S8100;78943.18678
Australasia;5080070390;AUS;S8099;S8105;90666.98792
Australasia;5080070390;AUS;S8099;S8108;95577.24753
Australasia;5080070390;AUS;S8099;S8138;97614.47039
Australasia;5080070390;AUS;S8099;S8134;103004.5402
Australasia;5080070390;AUS;S8099;S8103;108736.262
Australasia;5080070390;AUS;S8099;S8104;127976.9561
Australasia;5080070390;AUS;S8099;S8124;130237.1171
Australasia;5080070390;AUS;S8099;S8109;142601.7713
Australasia;5080070390;AUS;S8099;S8116;153301.4477
Australasia;5080070390;AUS;S8099;S8115;184701.3884
Australasia;5080070390;AUS;S8099;S8110;187769.2507
Australasia;5080070390;AUS;S8099;S8131;191074.4141
Australasia;5080070390;AUS;S8099;S8114;202241.0157
Australasia;5080070390;AUS;S8099;S8136;202560.0348
Australasia;5080070390;AUS;S8099;S8126;212175.6346
Australasia;5080070390;AUS;S8099;S8132;216540.3925
Australasia;5080070390;AUS;S8099;S8135;218781.4066
Australasia;5080070390;AUS;S8099;S8129;226327.2367
Australasia;5080070390;AUS;S8099;S8122;226955.7975
Australasia;5080070390;AUS;S8099;S8121;235202.335
Australasia;5080070390;AUS;S8099;S8123;237377.023
Australasia;5080070390;AUS;S8099;S8128;245605.4145
Australasia;5080070390;AUS;S8099;S8045;247286.2972
Australasia;5080070390;AUS;S8099;S8120;247840.679
Australasia;5080070390;AUS;S8099;S8130;248551.3685
Australasia;5080070390;AUS;S8099;S8119;254028.5489
Australasia;5080070390;AUS;S8100;S8100;0
Australasia;5080070390;AUS;S8100;S8102;15788.03017
Australasia;5080070390;AUS;S8100;S8101;38033.75561
Australasia;5080070390;AUS;S8100;S8103;45898.59172
Australasia;5080070390;AUS;S8100;S8105;61817.1946
Australasia;5080070390;AUS;S8100;S8098;64060.05085
Australasia;5080070390;AUS;S8100;S8108;66727.45421
Australasia;5080070390;AUS;S8100;S8124;67399.44689
Australasia;5080070390;AUS;S8100;S8138;68764.67708
Australasia;5080070390;AUS;S8100;S8096;69950.67451
Australasia;5080070390;AUS;S8100;S8097;73670.02977
Australasia;5080070390;AUS;S8100;S8134;74154.74692
Australasia;5080070390;AUS;S8100;S8099;78943.18678
Australasia;5080070390;AUS;S8100;S8109;79764.10104
Australasia;5080070390;AUS;S8100;S8094;82114.98928
Australasia;5080070390;AUS;S8100;S8095;83612.6366
Australasia;5080070390;AUS;S8100;S8092;84552.25161
Australasia;5080070390;AUS;S8100;S8116;90463.77749
Australasia;5080070390;AUS;S8100;S8093;95414.90193
Australasia;5080070390;AUS;S8100;S8104;99127.16278
Australasia;5080070390;AUS;S8100;S8090;120819.4296
Australasia;5080070390;AUS;S8100;S8115;121863.7181
Australasia;5080070390;AUS;S8100;S8110;124931.5805
Australasia;5080070390;AUS;S8100;S8131;128236.7439
Australasia;5080070390;AUS;S8100;S8091;129708.5708
Australasia;5080070390;AUS;S8100;S8114;139403.3455
Australasia;5080070390;AUS;S8100;S8136;139722.3646
Australasia;5080070390;AUS;S8100;S8126;149337.9644
Australasia;5080070390;AUS;S8100;S8132;153702.7222
Australasia;5080070390;AUS;S8100;S8135;155943.7363
Australasia;5080070390;AUS;S8100;S8129;163489.5665
Australasia;5080070390;AUS;S8100;S8122;164118.1273
Australasia;5080070390;AUS;S8100;S8121;172364.6647
Australasia;5080070390;AUS;S8100;S8123;174539.3527
Australasia;5080070390;AUS;S8100;S8128;182767.7443
Australasia;5080070390;AUS;S8100;S8045;184448.627
Australasia;5080070390;AUS;S8100;S8120;185003.0088
Australasia;5080070390;AUS;S8100;S8130;185713.6983
